Time,cumulative_mean_fraction_lambda_W
408.75,0.531752
409,0.531752
409.25,0.531752
409.5,0.531752
409.75,0.531752
410,0.531752
410.25,0.531752
410.5,0.531752
410.75,0.531752
411,0.531752
411.25,0.531752
411.5,0.531752
411.75,0.531752
412,0.531752
412.25,0.531752
412.5,0.531752
412.75,0.531752
413,0.531752
413.25,0.531752
413.5,0.531752
413.75,0.531752
414,0.531752
414.25,0.531752
414.5,0.531752
414.75,0.531752
415,0.531752
415.25,0.531752
415.5,0.531752
415.75,0.531752
416,0.531752
416.25,0.531752
416.5,0.531752
416.75,0.531752
417,0.531752
417.25,0.531752
417.5,0.531752
417.75,0.531752
418,0.531752
418.25,0.531752
418.5,0.531752
418.75,0.531752
419,0.531752
419.25,0.531752
419.5,0.531752
419.75,0.531752
420,0.531752
420.25,0.531752
420.5,0.531752
420.75,0.531752
421,0.531752
421.25,0.531752
421.5,0.531752
421.75,0.531752
422,0.531752
422.25,0.531752
422.5,0.531752
422.75,0.531752
423,0.531752
423.25,0.531752
423.5,0.531752
423.75,0.531752
424,0.531752
424.25,0.531752
424.5,0.531752
424.75,0.531752
425,0.531752
425.25,0.531752
425.5,0.531752
425.75,0.531752
426,0.531752
426.25,0.531752
426.5,0.531752
426.75,0.531752
427,0.531752
427.25,0.531752
427.5,0.531752
427.75,0.531752
428,0.531752
428.25,0.531752
428.5,0.531752
428.75,0.531752
429,0.531752
429.25,0.531752
429.5,0.531752
429.75,0.531752
430,0.531752
430.25,0.531752
430.5,0.531752
430.75,0.531752
431,0.531752
431.25,0.531752
431.5,0.531752
431.75,0.531752
432,0.531752
432.25,0.531752
432.5,0.531752
432.75,0.531752
433,0.531752
433.25,0.531752
433.5,0.531752
433.75,0.531752
434,0.531752
434.25,0.531752
434.5,0.531752
434.75,0.531752
435,0.531752
435.25,0.531752
435.5,0.531752
435.75,0.531752
436,0.531752
436.25,0.531752
436.5,0.531752
436.75,0.531752
437,0.531752
437.25,0.531752
437.5,0.531752
437.75,0.531752
438,0.531752
438.25,0.531752
438.5,0.531752
438.75,0.531752
439,0.531752
439.25,0.531752
439.5,0.531752
439.75,0.531752
440,0.531752
440.25,0.531752
440.5,0.531752
440.75,0.531752
441,0.531752
441.25,0.531752
441.5,0.531752
441.75,0.531752
442,0.531752
442.25,0.531752
442.5,0.531752
442.75,0.531752
443,0.531752
443.25,0.531752
443.5,0.531752
443.75,0.531752
444,0.531752
444.25,0.531752
444.5,0.531752
444.75,0.531752
445,0.531752
445.25,0.531752
445.5,0.531752
445.75,0.531752
446,0.531752
446.25,0.531752
446.5,0.531752
446.75,0.531752
447,0.531752
447.25,0.531752
447.5,0.531752
447.75,0.531752
448,0.531752
448.25,0.531752
448.5,0.531752
448.75,0.531752
449,0.531752
449.25,0.531752
449.5,0.531752
449.75,0.531752
450,0.531752
450.25,0.531752
450.5,0.531752
450.75,0.531752
451,0.531752
451.25,0.531752
451.5,0.531752
451.75,0.531752
452,0.531752
452.25,0.531752
452.5,0.531752
452.75,0.531752
453,0.531752
453.25,0.531752
453.5,0.531752
453.75,0.531752
454,0.531752
454.25,0.531752
454.5,0.531752
454.75,0.531752
455,0.531752
455.25,0.531752
455.5,0.531752
455.75,0.531752
456,0.531752
456.25,0.531752
456.5,0.531752
456.75,0.531752
457,0.531752
457.25,0.531752
457.5,0.531752
457.75,0.531752
458,0.531752
458.25,0.531752
458.5,0.531752
458.75,0.531752
459,0.531752
459.25,0.531752
459.5,0.531752
459.75,0.531752
460,0.531752
460.25,0.531752
460.5,0.531752
460.75,0.531752
461,0.531752
461.25,0.531752
461.5,0.531752
461.75,0.531752
462,0.531752
462.25,0.531752
462.5,0.531752
462.75,0.531752
463,0.531752
463.25,0.531752
463.5,0.531752
463.75,0.531752
464,0.531752
464.25,0.531752
464.5,0.531752
464.75,0.531752
465,0.531752
465.25,0.531752
465.5,0.531752
465.75,0.531752
466,0.531752
466.25,0.531752
466.5,0.531752
466.75,0.531752
467,0.531752
467.25,0.531752
467.5,0.531752
467.75,0.531752
468,0.531752
468.25,0.531752
468.5,0.531752
468.75,0.531752
469,0.531752
469.25,0.531752
469.5,0.531752
469.75,0.531752
470,0.531752
470.25,0.531752
470.5,0.531752
470.75,0.531752
471,0.531752
471.25,0.531752
471.5,0.531752
471.75,0.531752
472,0.531752
472.25,0.531752
472.5,0.531752
472.75,0.531752
473,0.531752
473.25,0.531752
473.5,0.531752
473.75,0.531752
474,0.531752
474.25,0.531752
474.5,0.531752
474.75,0.531752
475,0.531752
475.25,0.531752
475.5,0.531752
475.75,0.531752
476,0.531752
476.25,0.531752
476.5,0.531752
476.75,0.531752
477,0.531752
477.25,0.531752
477.5,0.531752
477.75,0.531752
478,0.531752
478.25,0.531752
478.5,0.531752
478.75,0.531752
479,0.531752
479.25,0.531752
479.5,0.531752
479.75,0.531752
480,0.531752
480.25,0.531752
480.5,0.531752
480.75,0.531752
481,0.531752
481.25,0.531752
481.5,0.531752
481.75,0.531752
482,0.531752
482.25,0.531752
482.5,0.531752
482.75,0.531752
483,0.531752
483.25,0.531752
483.5,0.531752
483.75,0.531752
484,0.531752
484.25,0.531752
484.5,0.531752
484.75,0.531752
485,0.531752
485.25,0.531752
485.5,0.531752
485.75,0.531752
486,0.531752
486.25,0.531752
486.5,0.531752
486.75,0.531752
487,0.531752
487.25,0.531752
487.5,0.531752
487.75,0.531752
488,0.531752
488.25,0.531752
488.5,0.531752
488.75,0.531752
489,0.531752
489.25,0.531752
489.5,0.531752
489.75,0.531752
490,0.531752
490.25,0.531752
490.5,0.531752
490.75,0.531752
491,0.531752
491.25,0.531752
491.5,0.531752
491.75,0.531752
492,0.531752
492.25,0.531752
492.5,0.531752
492.75,0.531752
493,0.531752
493.25,0.531752
493.5,0.531752
493.75,0.531752
494,0.531752
494.25,0.531752
494.5,0.531752
494.75,0.531752
495,0.531752
495.25,0.531752
495.5,0.531752
495.75,0.531752
496,0.531752
496.25,0.531752
496.5,0.531752
496.75,0.531752
497,0.531752
497.25,0.531752
497.5,0.531752
497.75,0.531752
498,0.531752
498.25,0.531752
498.5,0.531752
498.75,0.531752
499,0.531752
499.25,0.531752
499.5,0.531752
499.75,0.531752
500,0.531752
500.25,0.531752
500.5,0.531752
500.75,0.531752
501,0.531752
501.25,0.531752
501.5,0.531752
501.75,0.531752
502,0.531752
502.25,0.531752
502.5,0.531752
502.75,0.531752
503,0.531752
503.25,0.531752
503.5,0.531752
503.75,0.531752
504,0.531752
504.25,0.531752
504.5,0.531752
504.75,0.531752
505,0.531752
505.25,0.531752
505.5,0.531752
505.75,0.531752
506,0.531752
506.25,0.531752
506.5,0.531752
506.75,0.531752
507,0.531752
507.25,0.531752
507.5,0.531752
507.75,0.531752
508,0.531752
508.25,0.531752
508.5,0.531752
508.75,0.531752
509,0.531752
509.25,0.531752
509.5,0.531752
509.75,0.531752
510,0.531752
510.25,0.531752
510.5,0.531752
510.75,0.531752
511,0.531752
511.25,0.531752
511.5,0.531752
511.75,0.531752
512,0.531752
512.25,0.531752
512.5,0.531752
512.75,0.531752
513,0.531752
513.25,0.531752
513.5,0.531752
513.75,0.531752
514,0.531752
514.25,0.531752
514.5,0.531752
514.75,0.531752
515,0.531752
515.25,0.531752
515.5,0.531752
515.75,0.531752
516,0.531752
516.25,0.531752
516.5,0.531752
516.75,0.531752
517,0.531752
517.25,0.531752
517.5,0.531752
517.75,0.531752
518,0.531752
518.25,0.531752
518.5,0.531752
518.75,0.531752
519,0.531752
519.25,0.531752
519.5,0.531752
519.75,0.531752
520,0.531752
520.25,0.531752
520.5,0.531752
520.75,0.531752
521,0.531752
521.25,0.531752
521.5,0.531752
521.75,0.531752
522,0.531752
522.25,0.531752
522.5,0.531752
522.75,0.531752
523,0.531752
523.25,0.531752
523.5,0.531752
523.75,0.531752
524,0.531752
524.25,0.531752
524.5,0.531752
524.75,0.531752
525,0.531752
525.25,0.531752
525.5,0.531752
525.75,0.531752
526,0.531752
526.25,0.531752
526.5,0.531752
526.75,0.531752
527,0.531752
527.25,0.531752
527.5,0.531752
527.75,0.531752
528,0.531752
528.25,0.531752
528.5,0.531752
528.75,0.531752
529,0.531752
529.25,0.531752
529.5,0.531752
529.75,0.531752
530,0.531752
530.25,0.531752
530.5,0.531752
530.75,0.531752
531,0.531752
531.25,0.531752
531.5,0.531752
531.75,0.531752
532,0.531752
532.25,0.531752
532.5,0.531752
532.75,0.531752
533,0.531752
533.25,0.531752
533.5,0.531752
533.75,0.531752
534,0.531752
534.25,0.531752
534.5,0.531752
534.75,0.531752
535,0.531752
535.25,0.531752
535.5,0.531752
535.75,0.531752
536,0.531752
536.25,0.531752
536.5,0.531752
536.75,0.531752
537,0.531752
537.25,0.531752
537.5,0.531752
537.75,0.531752
538,0.531752
538.25,0.531752
538.5,0.531752
538.75,0.531752
539,0.531752
539.25,0.531752
539.5,0.531752
539.75,0.531752
540,0.531752
540.25,0.531752
540.5,0.531752
540.75,0.531752
541,0.531752
541.25,0.531752
541.5,0.531752
541.75,0.531752
542,0.531752
542.25,0.531752
542.5,0.531752
542.75,0.531752
543,0.531752
543.25,0.531752
543.5,0.531752
543.75,0.531752
544,0.531752
544.25,0.531752
544.5,0.531752
544.75,0.531752
545,0.531752
545.25,0.531752
545.5,0.531752
545.75,0.531752
546,0.531752
546.25,0.531752
546.5,0.531752
546.75,0.531752
547,0.531752
547.25,0.531752
547.5,0.531752
547.75,0.531752
548,0.531752
548.25,0.531752
548.5,0.531752
548.75,0.531752
549,0.531752
549.25,0.531752
549.5,0.531752
549.75,0.531752
550,0.531752
550.25,0.531752
550.5,0.531752
550.75,0.531752
551,0.531752
551.25,0.531752
551.5,0.531752
551.75,0.531752
552,0.531752
552.25,0.531752
552.5,0.531752
552.75,0.531752
553,0.531752
553.25,0.531752
553.5,0.531752
553.75,0.531752
554,0.531752
554.25,0.531752
554.5,0.531752
554.75,0.531752
555,0.531752
555.25,0.531752
555.5,0.531752
555.75,0.531752
556,0.531752
556.25,0.531752
556.5,0.531752
556.75,0.531752
557,0.531752
557.25,0.531752
557.5,0.531752
557.75,0.531752
558,0.531752
558.25,0.531752
558.5,0.531752
558.75,0.531752
559,0.531752
559.25,0.531752
559.5,0.531752
559.75,0.531752
560,0.531752
560.25,0.531752
560.5,0.531752
560.75,0.531752
561,0.531752
561.25,0.531752
561.5,0.531752
561.75,0.531752
562,0.531752
562.25,0.531752
562.5,0.531752
562.75,0.531752
563,0.531752
563.25,0.531752
563.5,0.531752
563.75,0.531752
564,0.531752
564.25,0.531752
564.5,0.531752
564.75,0.531752
565,0.531752
565.25,0.531752
565.5,0.531752
565.75,0.531752
566,0.531752
566.25,0.531752
566.5,0.531752
566.75,0.531752
567,0.531752
567.25,0.531752
567.5,0.531752
567.75,0.531752
568,0.531752
568.25,0.531752
568.5,0.531752
568.75,0.531752
569,0.531752
569.25,0.531752
569.5,0.531752
569.75,0.531752
570,0.531752
570.25,0.531752
570.5,0.531752
570.75,0.531752
571,0.531752
571.25,0.531752
571.5,0.531752
571.75,0.531752
572,0.531752
572.25,0.531752
572.5,0.531752
572.75,0.531752
573,0.531752
573.25,0.531752
573.5,0.531752
573.75,0.531752
574,0.531752
574.25,0.531752
574.5,0.531752
574.75,0.531752
575,0.531752
575.25,0.531752
575.5,0.531752
575.75,0.531752
576,0.531752
576.25,0.531752
576.5,0.531752
576.75,0.531752
577,0.531752
577.25,0.531752
577.5,0.531752
577.75,0.531752
578,0.531752
578.25,0.531752
578.5,0.531752
578.75,0.531752
579,0.531752
579.25,0.531752
579.5,0.531752
579.75,0.531752
580,0.531752
580.25,0.531752
580.5,0.531752
580.75,0.531752
581,0.531752
581.25,0.531752
581.5,0.531752
581.75,0.531752
582,0.531752
582.25,0.531752
582.5,0.531752
582.75,0.531752
583,0.531752
583.25,0.531752
583.5,0.531752
583.75,0.531752
584,0.531752
584.25,0.531752
584.5,0.531752
584.75,0.531752
585,0.531752
585.25,0.531752
585.5,0.531752
585.75,0.531752
586,0.531752
586.25,0.531752
586.5,0.531752
586.75,0.531752
587,0.531752
587.25,0.531752
587.5,0.531752
587.75,0.531752
588,0.531752
588.25,0.531752
588.5,0.531752
588.75,0.531752
589,0.531752
589.25,0.531752
589.5,0.531752
589.75,0.531752
590,0.531752
590.25,0.531752
590.5,0.531752
590.75,0.531752
591,0.531752
591.25,0.531752
591.5,0.531752
591.75,0.531752
592,0.531752
592.25,0.531752
592.5,0.531752
592.75,0.531752
593,0.531752
593.25,0.531752
593.5,0.531752
593.75,0.531752
594,0.531752
594.25,0.531752
594.5,0.531752
594.75,0.531752
595,0.531752
595.25,0.531752
595.5,0.531752
595.75,0.531752
596,0.531752
596.25,0.531752
596.5,0.531752
596.75,0.531752
597,0.531752
597.25,0.531752
597.5,0.531752
597.75,0.531752
598,0.531752
598.25,0.531752
598.5,0.531752
598.75,0.531752
599,0.531752
599.25,0.531752
599.5,0.531752
599.75,0.531752
