Time,cumulative_mean_fraction_lambda_C
410,0.173465
410.25,0.173465
410.5,0.173465
410.75,0.173465
411,0.173465
411.25,0.173465
411.5,0.173465
411.75,0.173465
412,0.173465
412.25,0.173465
412.5,0.173465
412.75,0.173465
413,0.173465
413.25,0.173465
413.5,0.173465
413.75,0.173465
414,0.173465
414.25,0.173465
414.5,0.173465
414.75,0.173465
415,0.173465
415.25,0.173465
415.5,0.173465
415.75,0.173465
416,0.173465
416.25,0.173465
416.5,0.173465
416.75,0.173465
417,0.173465
417.25,0.173465
417.5,0.173465
417.75,0.173465
418,0.173465
418.25,0.173465
418.5,0.173465
418.75,0.173465
419,0.173465
419.25,0.173465
419.5,0.173465
419.75,0.173465
420,0.173465
420.25,0.173465
420.5,0.173465
420.75,0.173465
421,0.173465
421.25,0.173465
421.5,0.173465
421.75,0.173465
422,0.173465
422.25,0.173465
422.5,0.173465
422.75,0.173465
423,0.173465
423.25,0.173465
423.5,0.173465
423.75,0.173465
424,0.173465
424.25,0.173465
424.5,0.173465
424.75,0.173465
425,0.173465
425.25,0.173465
425.5,0.173465
425.75,0.173465
426,0.173465
426.25,0.173465
426.5,0.173465
426.75,0.173465
427,0.173465
427.25,0.173465
427.5,0.173465
427.75,0.173465
428,0.173465
428.25,0.173465
428.5,0.173465
428.75,0.173465
429,0.173465
429.25,0.173465
429.5,0.173465
429.75,0.173465
430,0.173465
430.25,0.173465
430.5,0.173465
430.75,0.173465
431,0.173465
431.25,0.173465
431.5,0.173465
431.75,0.173465
432,0.173465
432.25,0.173465
432.5,0.173465
432.75,0.173465
433,0.173465
433.25,0.173465
433.5,0.173465
433.75,0.173465
434,0.173465
434.25,0.173465
434.5,0.173465
434.75,0.173465
435,0.173465
435.25,0.173465
435.5,0.173465
435.75,0.173465
436,0.173465
436.25,0.173465
436.5,0.173465
436.75,0.173465
437,0.173465
437.25,0.173465
437.5,0.173465
437.75,0.173465
438,0.173465
438.25,0.173465
438.5,0.173465
438.75,0.173465
439,0.173465
439.25,0.173465
439.5,0.173465
439.75,0.173465
440,0.173465
440.25,0.173465
440.5,0.173465
440.75,0.173465
441,0.173465
441.25,0.173465
441.5,0.173465
441.75,0.173465
442,0.173465
442.25,0.173465
442.5,0.173465
442.75,0.173465
443,0.173465
443.25,0.173465
443.5,0.173465
443.75,0.173465
444,0.173465
444.25,0.173465
444.5,0.173465
444.75,0.173465
445,0.173465
445.25,0.173465
445.5,0.173465
445.75,0.173465
446,0.173465
446.25,0.173465
446.5,0.173465
446.75,0.173465
447,0.173465
447.25,0.173465
447.5,0.173465
447.75,0.173465
448,0.173465
448.25,0.173465
448.5,0.173465
448.75,0.173465
449,0.173465
449.25,0.173465
449.5,0.173465
449.75,0.173465
450,0.173465
450.25,0.173465
450.5,0.173465
450.75,0.173465
451,0.173465
451.25,0.173465
451.5,0.173465
451.75,0.173465
452,0.173465
452.25,0.173465
452.5,0.173465
452.75,0.173465
453,0.173465
453.25,0.173465
453.5,0.173465
453.75,0.173465
454,0.173465
454.25,0.173465
454.5,0.173465
454.75,0.173465
455,0.173465
455.25,0.173465
455.5,0.173465
455.75,0.173465
456,0.173465
456.25,0.173465
456.5,0.173465
456.75,0.173465
457,0.173465
457.25,0.173465
457.5,0.173465
457.75,0.173465
458,0.173465
458.25,0.173465
458.5,0.173465
458.75,0.173465
459,0.173465
459.25,0.173465
459.5,0.173465
459.75,0.173465
460,0.173465
460.25,0.173465
460.5,0.173465
460.75,0.173465
461,0.173465
461.25,0.173465
461.5,0.173465
461.75,0.173465
462,0.173465
462.25,0.173465
462.5,0.173465
462.75,0.173465
463,0.173465
463.25,0.173465
463.5,0.173465
463.75,0.173465
464,0.173465
464.25,0.173465
464.5,0.173465
464.75,0.173465
465,0.173465
465.25,0.173465
465.5,0.173465
465.75,0.173465
466,0.173465
466.25,0.173465
466.5,0.173465
466.75,0.173465
467,0.173465
467.25,0.173465
467.5,0.173465
467.75,0.173465
468,0.173465
468.25,0.173465
468.5,0.173465
468.75,0.173465
469,0.173465
469.25,0.173465
469.5,0.173465
469.75,0.173465
470,0.173465
470.25,0.173465
470.5,0.173465
470.75,0.173465
471,0.173465
471.25,0.173465
471.5,0.173465
471.75,0.173465
472,0.173465
472.25,0.173465
472.5,0.173465
472.75,0.173465
473,0.173465
473.25,0.173465
473.5,0.173465
473.75,0.173465
474,0.173465
474.25,0.173465
474.5,0.173465
474.75,0.173465
475,0.173465
475.25,0.173465
475.5,0.173465
475.75,0.173465
476,0.173465
476.25,0.173465
476.5,0.173465
476.75,0.173465
477,0.173465
477.25,0.173465
477.5,0.173465
477.75,0.173465
478,0.173465
478.25,0.173465
478.5,0.173465
478.75,0.173465
479,0.173465
479.25,0.173465
479.5,0.173465
479.75,0.173465
480,0.173465
480.25,0.173465
480.5,0.173465
480.75,0.173465
481,0.173465
481.25,0.173465
481.5,0.173465
481.75,0.173465
482,0.173465
482.25,0.173465
482.5,0.173465
482.75,0.173465
483,0.173465
483.25,0.173465
483.5,0.173465
483.75,0.173465
484,0.173465
484.25,0.173465
484.5,0.173465
484.75,0.173465
485,0.173465
485.25,0.173465
485.5,0.173465
485.75,0.173465
486,0.173465
486.25,0.173465
486.5,0.173465
486.75,0.173465
487,0.173465
487.25,0.173465
487.5,0.173465
487.75,0.173465
488,0.173465
488.25,0.173465
488.5,0.173465
488.75,0.173465
489,0.173465
489.25,0.173465
489.5,0.173465
489.75,0.173465
490,0.173465
490.25,0.173465
490.5,0.173465
490.75,0.173465
491,0.173465
491.25,0.173465
491.5,0.173465
491.75,0.173465
492,0.173465
492.25,0.173465
492.5,0.173465
492.75,0.173465
493,0.173465
493.25,0.173465
493.5,0.173465
493.75,0.173465
494,0.173465
494.25,0.173465
494.5,0.173465
494.75,0.173465
495,0.173465
495.25,0.173465
495.5,0.173465
495.75,0.173465
496,0.173465
496.25,0.173465
496.5,0.173465
496.75,0.173465
497,0.173465
497.25,0.173465
497.5,0.173465
497.75,0.173465
498,0.173465
498.25,0.173465
498.5,0.173465
498.75,0.173465
499,0.173465
499.25,0.173465
499.5,0.173465
499.75,0.173465
500,0.173465
500.25,0.173465
500.5,0.173465
500.75,0.173465
501,0.173465
501.25,0.173465
501.5,0.173465
501.75,0.173465
502,0.173465
502.25,0.173465
502.5,0.173465
502.75,0.173465
503,0.173465
503.25,0.173465
503.5,0.173465
503.75,0.173465
504,0.173465
504.25,0.173465
504.5,0.173465
504.75,0.173465
505,0.173465
505.25,0.173465
505.5,0.173465
505.75,0.173465
506,0.173465
506.25,0.173465
506.5,0.173465
506.75,0.173465
507,0.173465
507.25,0.173465
507.5,0.173465
507.75,0.173465
508,0.173465
508.25,0.173465
508.5,0.173465
508.75,0.173465
509,0.173465
509.25,0.173465
509.5,0.173465
509.75,0.173465
510,0.173465
510.25,0.173465
510.5,0.173465
510.75,0.173465
511,0.173465
511.25,0.173465
511.5,0.173465
511.75,0.173465
512,0.173465
512.25,0.173465
512.5,0.173465
512.75,0.173465
513,0.173465
513.25,0.173465
513.5,0.173465
513.75,0.173465
514,0.173465
514.25,0.173465
514.5,0.173465
514.75,0.173465
515,0.173465
515.25,0.173465
515.5,0.173465
515.75,0.173465
516,0.173465
516.25,0.173465
516.5,0.173465
516.75,0.173465
517,0.173465
517.25,0.173465
517.5,0.173465
517.75,0.173465
518,0.173465
518.25,0.173465
518.5,0.173465
518.75,0.173465
519,0.173465
519.25,0.173465
519.5,0.173465
519.75,0.173465
520,0.173465
520.25,0.173465
520.5,0.173465
520.75,0.173465
521,0.173465
521.25,0.173465
521.5,0.173465
521.75,0.173465
522,0.173465
522.25,0.173465
522.5,0.173465
522.75,0.173465
523,0.173465
523.25,0.173465
523.5,0.173465
523.75,0.173465
524,0.173465
524.25,0.173465
524.5,0.173465
524.75,0.173465
525,0.173465
525.25,0.173465
525.5,0.173465
525.75,0.173465
526,0.173465
526.25,0.173465
526.5,0.173465
526.75,0.173465
527,0.173465
527.25,0.173465
527.5,0.173465
527.75,0.173465
528,0.173465
528.25,0.173465
528.5,0.173465
528.75,0.173465
529,0.173465
529.25,0.173465
529.5,0.173465
529.75,0.173465
530,0.173465
530.25,0.173465
530.5,0.173465
530.75,0.173465
531,0.173465
531.25,0.173465
531.5,0.173465
531.75,0.173465
532,0.173465
532.25,0.173465
532.5,0.173465
532.75,0.173465
533,0.173465
533.25,0.173465
533.5,0.173465
533.75,0.173465
534,0.173465
534.25,0.173465
534.5,0.173465
534.75,0.173465
535,0.173465
535.25,0.173465
535.5,0.173465
535.75,0.173465
536,0.173465
536.25,0.173465
536.5,0.173465
536.75,0.173465
537,0.173465
537.25,0.173465
537.5,0.173465
537.75,0.173465
538,0.173465
538.25,0.173465
538.5,0.173465
538.75,0.173465
539,0.173465
539.25,0.173465
539.5,0.173465
539.75,0.173465
540,0.173465
540.25,0.173465
540.5,0.173465
540.75,0.173465
541,0.173465
541.25,0.173465
541.5,0.173465
541.75,0.173465
542,0.173465
542.25,0.173465
542.5,0.173465
542.75,0.173465
543,0.173465
543.25,0.173465
543.5,0.173465
543.75,0.173465
544,0.173465
544.25,0.173465
544.5,0.173465
544.75,0.173465
545,0.173465
545.25,0.173465
545.5,0.173465
545.75,0.173465
546,0.173465
546.25,0.173465
546.5,0.173465
546.75,0.173465
547,0.173465
547.25,0.173465
547.5,0.173465
547.75,0.173465
548,0.173465
548.25,0.173465
548.5,0.173465
548.75,0.173465
549,0.173465
549.25,0.173465
549.5,0.173465
549.75,0.173465
550,0.173465
550.25,0.173465
550.5,0.173465
550.75,0.173465
551,0.173465
551.25,0.173465
551.5,0.173465
551.75,0.173465
552,0.173465
552.25,0.173465
552.5,0.173465
552.75,0.173465
553,0.173465
553.25,0.173465
553.5,0.173465
553.75,0.173465
554,0.173465
554.25,0.173465
554.5,0.173465
554.75,0.173465
555,0.173465
555.25,0.173465
555.5,0.173465
555.75,0.173465
556,0.173465
556.25,0.173465
556.5,0.173465
556.75,0.173465
557,0.173465
557.25,0.173465
557.5,0.173465
557.75,0.173465
558,0.173465
558.25,0.173465
558.5,0.173465
558.75,0.173465
559,0.173465
559.25,0.173465
559.5,0.173465
559.75,0.173465
560,0.173465
560.25,0.173465
560.5,0.173465
560.75,0.173465
561,0.173465
561.25,0.173465
561.5,0.173465
561.75,0.173465
562,0.173465
562.25,0.173465
562.5,0.173465
562.75,0.173465
563,0.173465
563.25,0.173465
563.5,0.173465
563.75,0.173465
564,0.173465
564.25,0.173465
564.5,0.173465
564.75,0.173465
565,0.173465
565.25,0.173465
565.5,0.173465
565.75,0.173465
566,0.173465
566.25,0.173465
566.5,0.173465
566.75,0.173465
567,0.173465
567.25,0.173465
567.5,0.173465
567.75,0.173465
568,0.173465
568.25,0.173465
568.5,0.173465
568.75,0.173465
569,0.173465
569.25,0.173465
569.5,0.173465
569.75,0.173465
570,0.173465
570.25,0.173465
570.5,0.173465
570.75,0.173465
571,0.173465
571.25,0.173465
571.5,0.173465
571.75,0.173465
572,0.173465
572.25,0.173465
572.5,0.173465
572.75,0.173465
573,0.173465
573.25,0.173465
573.5,0.173465
573.75,0.173465
574,0.173465
574.25,0.173465
574.5,0.173465
574.75,0.173465
575,0.173465
575.25,0.173465
575.5,0.173465
575.75,0.173465
576,0.173465
576.25,0.173465
576.5,0.173465
576.75,0.173465
577,0.173465
577.25,0.173465
577.5,0.173465
577.75,0.173465
578,0.173465
578.25,0.173465
578.5,0.173465
578.75,0.173465
579,0.173465
579.25,0.173465
579.5,0.173465
579.75,0.173465
580,0.173465
580.25,0.173465
580.5,0.173465
580.75,0.173465
581,0.173465
581.25,0.173465
581.5,0.173465
581.75,0.173465
582,0.173465
582.25,0.173465
582.5,0.173465
582.75,0.173465
583,0.173465
583.25,0.173465
583.5,0.173465
583.75,0.173465
584,0.173465
584.25,0.173465
584.5,0.173465
584.75,0.173465
585,0.173465
585.25,0.173465
585.5,0.173465
585.75,0.173465
586,0.173465
586.25,0.173465
586.5,0.173465
586.75,0.173465
587,0.173465
587.25,0.173465
587.5,0.173465
587.75,0.173465
588,0.173465
588.25,0.173465
588.5,0.173465
588.75,0.173465
589,0.173465
589.25,0.173465
589.5,0.173465
589.75,0.173465
590,0.173465
590.25,0.173465
590.5,0.173465
590.75,0.173465
591,0.173465
591.25,0.173465
591.5,0.173465
591.75,0.173465
592,0.173465
592.25,0.173465
592.5,0.173465
592.75,0.173465
593,0.173465
593.25,0.173465
593.5,0.173465
593.75,0.173465
594,0.173465
594.25,0.173465
594.5,0.173465
594.75,0.173465
595,0.173465
595.25,0.173465
595.5,0.173465
595.75,0.173465
596,0.173465
596.25,0.173465
596.5,0.173465
596.75,0.173465
597,0.173465
597.25,0.173465
597.5,0.173465
597.75,0.173465
598,0.173465
598.25,0.173465
598.5,0.173465
598.75,0.173465
599,0.173465
599.25,0.173465
599.5,0.173465
599.75,0.173465
