Time,num_affected
110.5,466987
110.75,469705
111,472588
111.25,475187
111.5,477897
111.75,480565
112,483301
112.25,486101
112.5,488820
112.75,491510
113,494070
113.25,496619
113.5,499183
113.75,501691
114,504154
114.25,506637
114.5,509039
114.75,511407
115,513818
115.25,516196
115.5,518480
115.75,520730
116,523017
116.25,525273
116.5,527549
116.75,529683
117,531835
117.25,533995
117.5,536061
117.75,538092
118,540212
118.25,542231
118.5,544245
118.75,546253
119,548162
119.25,550057
119.5,551910
119.75,553742
120,555584
120.25,557424
120.5,559189
120.75,560968
121,562691
121.25,564397
121.5,566063
121.75,567679
122,569289
122.25,570921
122.5,572515
122.75,574052
123,575576
123.25,577111
123.5,578692
123.75,580186
124,581741
124.25,583188
124.5,584600
124.75,585980
125,587346
125.25,588757
125.5,590060
125.75,591305
126,592576
126.25,593898
126.5,595107
126.75,596347
127,597516
127.25,598710
127.5,599911
127.75,601096
128,602258
128.25,603373
128.5,604449
128.75,605531
129,606560
129.25,607610
129.5,608628
129.75,609640
130,610607
130.25,611551
130.5,612460
130.75,613395
131,614314
131.25,615216
131.5,616119
131.75,616965
132,617883
132.25,618714
132.5,619542
132.75,620392
133,621175
133.25,621987
133.5,622775
133.75,623535
134,624327
134.25,625047
134.5,625780
134.75,626487
135,627193
135.25,627901
135.5,628517
135.75,629145
136,629785
136.25,630419
136.5,631043
136.75,631624
137,632201
137.25,632758
137.5,633324
137.75,633860
138,634416
138.25,634962
138.5,635505
138.75,636016
139,636544
139.25,637123
139.5,637620
139.75,638095
140,638577
140.25,639074
140.5,639547
140.75,640042
141,640512
141.25,640955
141.5,641402
141.75,641831
142,642283
142.25,642697
142.5,643061
142.75,643460
143,643856
143.25,644222
143.5,644570
143.75,644921
144,645311
144.25,645621
144.5,645969
144.75,646302
145,646627
145.25,646973
145.5,647290
145.75,647602
146,647943
146.25,648234
146.5,648512
146.75,648805
147,649109
147.25,649359
147.5,649631
147.75,649895
148,650157
148.25,650434
148.5,650693
148.75,650952
149,651189
149.25,651419
149.5,651648
149.75,651878
150,652135
150.25,652374
150.5,652607
150.75,652830
151,653040
151.25,653271
151.5,653486
151.75,653687
152,653881
152.25,654082
152.5,654271
152.75,654453
153,654653
153.25,654846
153.5,655030
153.75,655188
154,655344
154.25,655510
154.5,655674
154.75,655843
155,656006
155.25,656166
155.5,656313
155.75,656457
156,656590
156.25,656732
156.5,656856
156.75,656970
157,657117
157.25,657262
157.5,657401
157.75,657519
158,657624
158.25,657737
158.5,657855
158.75,657967
159,658084
159.25,658199
159.5,658303
159.75,658402
160,658501
160.25,658603
160.5,658698
160.75,658797
161,658901
161.25,658996
161.5,659083
161.75,659179
162,659269
162.25,659358
162.5,659455
162.75,659560
163,659648
163.25,659738
163.5,659816
163.75,659876
164,659961
164.25,660039
164.5,660109
164.75,660179
165,660260
165.25,660325
165.5,660389
165.75,660461
166,660538
166.25,660599
166.5,660666
166.75,660746
167,660796
167.25,660839
167.5,660914
167.75,660971
168,661023
168.25,661081
168.5,661130
168.75,661199
169,661256
169.25,661312
169.5,661380
169.75,661437
170,661481
170.25,661534
170.5,661585
170.75,661634
171,661673
171.25,661718
171.5,661760
171.75,661809
172,661855
172.25,661905
172.5,661948
172.75,661990
173,662041
173.25,662085
173.5,662119
173.75,662163
174,662201
174.25,662238
174.5,662269
174.75,662300
175,662333
175.25,662366
175.5,662409
175.75,662443
176,662479
176.25,662506
176.5,662537
176.75,662574
177,662608
177.25,662635
177.5,662662
177.75,662689
178,662725
178.25,662758
178.5,662784
178.75,662807
179,662832
179.25,662860
179.5,662887
179.75,662911
180,662940
180.25,662964
180.5,662988
180.75,663007
181,663033
181.25,663053
181.5,663075
181.75,663095
182,663114
182.25,663137
182.5,663152
182.75,663174
183,663193
183.25,663212
183.5,663230
183.75,663244
184,663269
184.25,663292
184.5,663318
184.75,663351
185,663374
185.25,663396
185.5,663409
185.75,663433
186,663453
186.25,663478
186.5,663495
186.75,663509
187,663525
187.25,663544
187.5,663554
187.75,663566
188,663585
188.25,663595
188.5,663607
188.75,663621
189,663638
189.25,663652
189.5,663661
189.75,663670
190,663688
190.25,663705
190.5,663712
190.75,663726
191,663734
191.25,663741
191.5,663755
191.75,663763
192,663775
192.25,663785
192.5,663795
192.75,663799
193,663809
193.25,663823
193.5,663831
193.75,663838
194,663845
194.25,663857
194.5,663870
194.75,663882
195,663890
195.25,663899
195.5,663902
