Time,num_cases
111.75,280687
112,282755
112.25,284817
112.5,286818
112.75,288852
113,290928
113.25,292971
113.5,294954
113.75,296947
114,298902
114.25,300832
114.5,302771
114.75,304714
115,306695
115.25,308571
115.5,310521
115.75,312512
116,314429
116.25,316294
116.5,318175
116.75,320003
117,321843
117.25,323610
117.5,325354
117.75,327036
118,328704
118.25,330461
118.5,332147
118.75,333803
119,335452
119.25,337091
119.5,338687
119.75,340337
120,341924
120.25,343453
120.5,345013
120.75,346515
121,348068
121.25,349606
121.5,351031
121.75,352485
122,353984
122.25,355450
122.5,356889
122.75,358275
123,359680
123.25,361059
123.5,362427
123.75,363890
124,365262
124.25,366597
124.5,367818
124.75,369110
125,370336
125.25,371575
125.5,372809
125.75,374039
126,375211
126.25,376429
126.5,377584
126.75,378637
127,379751
127.25,380866
127.5,381898
127.75,382980
128,384036
128.25,385103
128.5,386085
128.75,387095
129,388099
129.25,389147
129.5,390150
129.75,391099
130,391983
130.25,392928
130.5,393835
130.75,394705
131,395549
131.25,396426
131.5,397263
131.75,398115
132,398889
132.25,399752
132.5,400530
132.75,401284
133,402069
133.25,402827
133.5,403594
133.75,404332
134,405052
134.25,405784
134.5,406509
134.75,407219
135,407934
135.25,408614
135.5,409278
135.75,409943
136,410558
136.25,411203
136.5,411815
136.75,412387
137,413001
137.25,413599
137.5,414135
137.75,414720
138,415270
138.25,415826
138.5,416376
138.75,416932
139,417461
139.25,417941
139.5,418415
139.75,418877
140,419359
140.25,419801
140.5,420247
140.75,420705
141,421167
141.25,421606
141.5,422012
141.75,422445
142,422855
142.25,423257
142.5,423655
142.75,424057
143,424435
143.25,424777
143.5,425131
143.75,425501
144,425827
144.25,426198
144.5,426548
144.75,426884
145,427217
145.25,427567
145.5,427919
145.75,428231
146,428541
146.25,428859
146.5,429175
146.75,429478
147,429751
147.25,430019
147.5,430315
147.75,430596
148,430877
148.25,431128
148.5,431368
148.75,431657
149,431925
149.25,432164
149.5,432432
149.75,432685
150,432923
150.25,433149
150.5,433356
150.75,433585
151,433836
151.25,434047
151.5,434267
151.75,434466
152,434669
152.25,434860
152.5,435064
152.75,435274
153,435456
153.25,435662
153.5,435859
153.75,436035
154,436211
154.25,436367
154.5,436522
154.75,436666
155,436822
155.25,436973
155.5,437116
155.75,437281
156,437434
156.25,437561
156.5,437713
156.75,437850
157,437993
157.25,438132
157.5,438262
157.75,438394
158,438528
158.25,438658
158.5,438797
158.75,438912
159,439032
159.25,439141
159.5,439240
159.75,439371
160,439488
160.25,439603
160.5,439717
160.75,439812
161,439906
161.25,439995
161.5,440101
161.75,440199
162,440290
162.25,440379
162.5,440471
162.75,440565
163,440656
163.25,440737
163.5,440828
163.75,440897
164,440974
164.25,441037
164.5,441122
164.75,441193
165,441279
165.25,441356
165.5,441434
165.75,441513
166,441595
166.25,441673
166.5,441730
166.75,441806
167,441853
167.25,441919
167.5,441982
167.75,442056
168,442110
168.25,442169
168.5,442229
168.75,442298
169,442353
169.25,442395
169.5,442455
169.75,442510
170,442559
170.25,442598
170.5,442645
170.75,442691
171,442736
171.25,442781
171.5,442822
171.75,442882
172,442929
172.25,442973
172.5,443013
172.75,443060
173,443104
173.25,443146
173.5,443183
173.75,443216
174,443252
174.25,443286
174.5,443317
174.75,443360
175,443393
175.25,443426
175.5,443460
175.75,443504
176,443535
176.25,443563
176.5,443594
176.75,443632
177,443660
177.25,443692
177.5,443722
177.75,443749
178,443774
178.25,443804
178.5,443836
178.75,443858
179,443888
179.25,443920
179.5,443948
179.75,443977
180,444000
180.25,444027
180.5,444056
180.75,444069
181,444093
181.25,444118
181.5,444142
181.75,444163
182,444183
182.25,444201
182.5,444229
182.75,444246
183,444272
183.25,444290
183.5,444304
183.75,444319
184,444335
184.25,444358
184.5,444382
184.75,444400
185,444417
185.25,444436
185.5,444449
185.75,444461
186,444481
186.25,444495
186.5,444504
186.75,444522
187,444543
187.25,444560
187.5,444577
187.75,444590
188,444610
188.25,444622
188.5,444641
188.75,444656
189,444665
189.25,444678
189.5,444692
189.75,444702
190,444721
190.25,444742
190.5,444749
190.75,444762
191,444777
191.25,444786
191.5,444797
191.75,444805
192,444818
192.25,444829
192.5,444841
192.75,444852
193,444864
193.25,444871
193.5,444880
193.75,444891
194,444899
194.25,444909
194.5,444912
194.75,444921
195,444928
195.25,444935
195.5,444938
195.75,444943
196,444951
196.25,444964
196.5,444971
196.75,444977
197,444981
197.25,444987
197.5,444998
197.75,445009
198,445017
198.25,445023
198.5,445026
198.75,445030
199,445038
199.25,445041
199.5,445048
199.75,445055
200,445061
200.25,445065
200.5,445069
200.75,445076
201,445082
201.25,445091
201.5,445099
201.75,445106
202,445111
202.25,445114
202.5,445118
202.75,445118
203,445123
203.25,445125
203.5,445130
203.75,445130
204,445133
204.25,445140
204.5,445144
204.75,445146
205,445150
205.25,445156
205.5,445162
205.75,445164
206,445167
206.25,445168
206.5,445169
206.75,445177
207,445181
207.25,445187
207.5,445188
207.75,445192
208,445197
208.25,445198
208.5,445200
208.75,445205
209,445206
209.25,445208
209.5,445209
209.75,445212
210,445213
210.25,445217
210.5,445218
210.75,445219
211,445222
211.25,445226
211.5,445228
211.75,445230
212,445237
212.25,445239
212.5,445239
212.75,445245
213,445246
213.25,445249
213.5,445251
213.75,445253
214,445257
214.25,445261
214.5,445263
214.75,445264
215,445265
215.25,445269
215.5,445270
215.75,445272
216,445272
216.25,445273
216.5,445275
216.75,445277
217,445277
217.25,445278
217.5,445280
217.75,445282
218,445282
218.25,445283
218.5,445283
218.75,445285
219,445287
219.25,445287
219.5,445288
219.75,445288
220,445289
220.25,445290
220.5,445290
220.75,445291
221,445292
221.25,445294
221.5,445295
221.75,445295
222,445296
222.25,445296
222.5,445299
222.75,445300
223,445301
223.25,445301
223.5,445301
223.75,445301
224,445302
224.25,445303
224.5,445303
224.75,445304
225,445305
225.25,445305
225.5,445307
225.75,445307
226,445307
226.25,445309
226.5,445309
226.75,445309
227,445309
227.25,445309
227.5,445310
227.75,445312
228,445313
228.25,445313
228.5,445314
228.75,445314
229,445314
229.25,445315
229.5,445315
229.75,445315
230,445315
230.25,445316
230.5,445317
230.75,445318
231,445319
231.25,445319
231.5,445319
231.75,445319
232,445320
232.25,445322
232.5,445322
232.75,445322
233,445322
233.25,445323
233.5,445323
233.75,445323
234,445323
234.25,445323
234.5,445323
234.75,445324
235,445324
235.25,445324
235.5,445324
235.75,445325
236,445326
236.25,445326
236.5,445326
236.75,445326
237,445326
237.25,445326
237.5,445326
237.75,445326
238,445327
238.25,445327
238.5,445327
238.75,445327
239,445327
239.25,445327
239.5,445327
239.75,445328
240,445328
240.25,445328
240.5,445328
240.75,445328
241,445328
241.25,445328
241.5,445328
241.75,445328
242,445328
242.25,445328
242.5,445328
242.75,445328
243,445328
243.25,445329
243.5,445329
243.75,445329
244,445329
244.25,445329
244.5,445329
244.75,445329
245,445329
245.25,445329
245.5,445329
245.75,445329
246,445329
246.25,445329
246.5,445329
246.75,445329
247,445329
247.25,445329
247.5,445329
247.75,445329
248,445329
248.25,445329
248.5,445329
248.75,445329
249,445329
249.25,445329
249.5,445329
249.75,445329
250,445329
250.25,445329
250.5,445329
250.75,445329
251,445330
251.25,445330
251.5,445330
251.75,445330
252,445330
252.25,445330
252.5,445330
252.75,445330
253,445330
253.25,445330
253.5,445330
253.75,445330
254,445330
254.25,445330
254.5,445330
254.75,445330
255,445330
255.25,445330
255.5,445330
255.75,445330
256,445330
256.25,445330
256.5,445330
256.75,445330
257,445330
257.25,445330
257.5,445330
257.75,445330
258,445330
258.25,445330
258.5,445330
258.75,445330
259,445330
259.25,445330
259.5,445330
259.75,445330
260,445330
260.25,445330
260.5,445330
260.75,445330
261,445330
261.25,445330
261.5,445330
261.75,445330
262,445330
262.25,445330
262.5,445330
262.75,445330
263,445330
263.25,445330
263.5,445330
263.75,445330
264,445330
264.25,445330
264.5,445330
264.75,445330
265,445330
265.25,445330
265.5,445330
265.75,445330
266,445330
266.25,445330
266.5,445330
266.75,445330
267,445330
267.25,445330
267.5,445330
267.75,445330
268,445330
268.25,445330
268.5,445330
268.75,445330
269,445330
269.25,445330
269.5,445330
269.75,445330
270,445330
270.25,445330
270.5,445330
270.75,445330
271,445330
271.25,445330
271.5,445330
271.75,445330
272,445330
272.25,445330
272.5,445330
272.75,445330
273,445330
273.25,445330
273.5,445330
273.75,445330
274,445330
274.25,445330
274.5,445330
274.75,445330
275,445330
275.25,445330
275.5,445330
275.75,445330
276,445330
276.25,445330
276.5,445330
276.75,445330
277,445330
277.25,445330
277.5,445330
277.75,445330
278,445330
278.25,445330
