Time,mean_fraction_lambda_C
396.25,0.16855
396.5,0.308724
396.75,0.14029
397,0.0012397
397.25,0.000493004
397.5,0.167555
397.75,7.40788e-05
398,0.250079
398.25,0.00123622
398.5,0.167647
398.75,0.00106481
399,0.000783598
399.25,0.201746
399.5,0.235644
399.75,0.222242
400,0.084191
400.25,0.833398
400.5,0.188591
400.75,0.433069
401,0.256228
401.25,0.167626
401.5,1.20456e-05
401.75,0.0778716
402,0.120894
402.25,0.101352
402.5,4.18714e-05
402.75,0.251036
403,0.00125337
403.25,0.114712
403.5,0.000293413
403.75,0.00993696
404,0.000474219
404.25,0.0777518
404.5,0.000565085
404.75,0.14412
405,0.00253471
405.25,0.146715
405.5,0.101113
405.75,0.000981775
406,0.100672
406.25,0.0838001
406.5,0.11512
406.75,0.00066647
407,0.222797
407.25,0.116301
407.5,0.00088443
407.75,0.000461977
408,0.00487939
408.25,0.375105
408.5,0.00414398
408.75,0.051346
409,5.04985e-05
409.25,0.301028
409.5,0.00413399
409.75,0.000364219
410,0.143213
410.25,0.000134851
410.5,0.172435
410.75,0.00143358
411,0.00286845
411.25,0.500008
411.5,0.00144372
411.75,0.000797809
412,0.000889124
412.25,0.00294312
412.5,0.201608
412.75,0.000694592
413,0.347088
413.25,0.252568
413.5,2.60986e-05
413.75,0.00059862
414,0.00619742
414.25,0.337391
414.5,0.250945
414.75,0.201074
415,0.000181955
415.25,0.00156237
415.5,0.166898
415.75,0.166699
416,0.1003
416.25,0.000911037
416.5,0.000246505
416.75,0.00549136
417,0.00136949
417.25,0.000778121
417.5,0.400227
417.75,2.34902e-05
418,0.200449
418.25,0.000656319
418.5,0.00078318
418.75,0.154966
419,0.200508
419.25,0.308334
419.5,0.00110288
419.75,0.0780906
420,0.000524527
420.25,0.0025064
420.5,0.125199
420.75,0.11186
421,0.200229
421.25,0.112602
421.5,0.166693
421.75,0.000186783
422,0.181973
422.25,0.113029
422.5,0.0018551
422.75,0.167183
423,0.250072
423.25,0.00022501
423.5,0.00230925
423.75,0.000317225
424,0.104907
424.25,0.200353
424.5,0.000170877
424.75,0.000638946
425,0.250221
425.25,0.200271
425.5,0.0836386
425.75,6.49584e-05
426,0.142882
426.25,0.444466
426.5,8.39027e-06
426.75,6.60352e-05
427,0.154978
427.25,0.313401
427.5,0.253488
427.75,0.363649
428,0.500151
428.25,0.000165196
428.5,0.00108718
428.75,0.166671
429,0.250293
429.25,0.000442924
429.5,0.12561
429.75,0.0839024
430,0.00146735
430.25,0.250118
430.5,0.00274508
430.75,0.200813
431,0.00103786
431.25,0.666669
431.5,0.143448
431.75,0.125039
432,0.169437
432.25,0.250046
432.5,0.533124
432.75,1.29528e-05
433,0.000212884
433.25,0.333708
433.5,0.166905
433.75,0.0043744
434,0.00260122
434.25,0.257954
434.5,0.128113
434.75,0.0227769
435,0.00968052
435.25,0.333696
435.5,0.000106781
435.75,0.260199
436,0.143415
436.25,3.16271e-05
436.5,0.232077
436.75,0.143163
437,0.00104999
437.25,0.222409
437.5,7.2096e-05
437.75,0.000619594
438,0.200137
438.25,0.000295409
438.5,0.000281514
438.75,0.333345
439,0.25044
439.25,0.250158
439.5,0.600067
439.75,0.000128267
440,0.00202989
440.25,0.363798
440.5,0.00165704
440.75,1.26493e-05
441,0.400016
441.25,0
441.5,0.0013911
441.75,0.200008
442,0.503296
442.25,0.00212486
442.5,2.5339e-05
442.75,0.333358
443,0.500001
443.25,0.125012
443.5,0.00152953
443.75,0.333376
444,0.142866
444.25,0
444.5,1.17612e-05
444.75,5.72436e-05
445,0.000149624
445.25,0.166685
445.5,2.50036e-05
445.75,0.200057
446,0.200037
446.25,0.200209
446.5,0.333383
446.75,0.125429
447,0.500039
447.25,0.250033
447.5,0
447.75,0.000260716
448,0.0115133
448.25,2.11273e-05
448.5,0.167183
448.75,2.21266e-05
449,8.41159e-07
449.25,0.200081
449.5,3.37978e-06
449.75,0
450,0.250001
450.25,0.000141422
450.5,0.00537681
450.75,0.00173436
451,0.25042
451.25,0.00074841
451.5,0.333556
451.75,0.000656451
452,0.000505706
452.25,0.000191036
452.5,0.60013
452.75,0.143114
453,0.50001
453.25,3.28172e-05
453.5,0.251373
453.75,0.000352585
454,0.250006
454.25,0
454.5,0.666686
454.75,4.08574e-05
455,5.822e-05
455.25,0.000129088
455.5,0.333348
455.75,0.000219969
456,0.250523
456.25,0.000120742
456.5,0.000175019
456.75,0.0185424
457,0.333335
457.25,0.00103577
457.5,0.151139
457.75,4.48151e-06
458,1
458.25,0.250509
458.5,0.20043
458.75,0.000207096
459,0.500757
459.25,0.000186571
459.5,0.000184796
459.75,0.666667
460,0.000607639
460.25,0.00715736
460.5,3.18449e-05
460.75,0.000254708
461,0.500001
461.25,0
461.5,0.00310383
461.75,4.71058e-06
462,0.00240115
462.25,0.201086
462.5,0.000302038
462.75,0.166959
463,0.000153995
463.25,0.000572215
463.5,1.21028e-05
463.75,0.000639543
464,0.00067076
464.25,0.000144315
464.5,0.000138741
464.75,5.83693e-05
465,0.000169789
465.25,0.250127
465.5,0
465.75,0.000701678
466,3.66015e-05
466.25,1
466.5,0
466.75,1
467,0.500015
467.25,4.40512e-07
467.5,0.00290989
467.75,0.000756878
468,2.89045e-05
468.25,0.00267291
468.5,1
468.75,0.0385944
469,0.143653
469.25,0.000213096
469.5,0.000509659
469.75,0
470,0.500051
470.25,7.23981e-05
470.5,7.79748e-05
470.75,0.000188817
471,0.333366
471.25,1.35684e-06
471.5,1
471.75,4.812e-06
472,0
472.25,7.10306e-05
472.5,2.31568e-06
472.75,0.00178853
473,1.94772e-06
473.25,0.000182383
473.5,0
473.75,0.00754076
474,6.11032e-05
474.25,1.63677e-05
474.5,1.99241e-05
474.75,0.000156802
475,0.250097
475.25,0.00014209
475.5,0
475.75,0
476,0.250123
476.25,0.250083
476.5,0.500007
476.75,5.09867e-05
477,0.000225851
477.25,0.500202
477.5,3.34602e-06
477.75,0.000164909
478,0
478.25,1
478.5,6.31335e-05
478.75,0
479,0.500001
479.25,1.80174e-05
479.5,0
479.75,9.59459e-05
480,0.200002
480.25,1.40021e-05
480.5,0.00108349
480.75,1.05331e-06
481,0
481.25,6.48607e-06
481.5,3.89322e-06
481.75,0
482,0.500057
482.25,0
482.5,0
482.75,0
483,1
483.25,0
483.5,0.000528986
483.75,0.000307404
484,0
484.25,5.78009e-05
484.5,0.0015525
484.75,0.00214888
485,1.48173e-05
485.25,0.00089208
485.5,1.51032e-06
485.75,0
486,4.55442e-05
486.25,0.200001
486.5,0
486.75,0.250004
487,0
487.25,0
487.5,1
487.75,0
488,8.97599e-05
488.25,0.333377
488.5,0
488.75,0.000234259
489,6.51481e-05
489.25,0.000227588
489.5,0.333414
489.75,0
490,0.500252
490.25,0
490.5,0.500214
490.75,0
491,0.000146179
491.25,0
491.5,6.01602e-06
491.75,7.42159e-05
492,0.500005
492.25,0.166894
492.5,6.63068e-05
492.75,0.500161
493,1.12188e-06
493.25,0.000935309
493.5,0.000140558
493.75,0.000411953
494,6.32183e-05
494.25,0.000387097
494.5,0.00058795
494.75,7.2919e-05
495,0.000278525
495.25,0.333368
495.5,0.000375766
495.75,0.286056
496,0.333691
496.25,1.6813e-06
496.5,0
496.75,0.00338784
497,0.250311
497.25,0.000140256
497.5,0.500091
497.75,0.333389
498,0.335097
498.25,1.64679e-05
498.5,0.000168944
498.75,0
499,0.000109993
499.25,0.000159872
499.5,0
499.75,0.000167413
500,0.000197652
500.25,8.33415e-05
500.5,0.000117547
500.75,0.000206912
501,0.00019318
501.25,1.74382e-05
501.5,3.15339e-05
501.75,5.74033e-05
502,0.333491
502.25,0.333413
502.5,9.1191e-05
502.75,0.33343
503,5.87413e-05
503.25,0.125053
503.5,1.36422e-05
503.75,0.200124
504,2.97124e-06
504.25,9.74583e-05
504.5,0.20037
504.75,0.166916
505,9.00508e-05
505.25,0.1114
505.5,0.500004
505.75,0.000126155
506,0.500064
506.25,0.200081
506.5,0.00641281
506.75,0.00086449
507,0.500005
507.25,0.251824
507.5,0.00204281
507.75,0.112293
508,0.16723
508.25,0.000839442
508.5,0.33336
508.75,0.333339
509,8.63052e-05
509.25,0.2501
509.5,0.200005
509.75,1.01304e-05
510,0.000221361
510.25,0.500137
510.5,0.200161
510.75,0.000197259
511,0.000575049
511.25,0.400204
511.5,0.285964
511.75,0.500005
512,0.400065
512.25,0.000116442
512.5,0.5
512.75,0.000179363
513,0.166844
513.25,0.222403
513.5,0.200455
513.75,0.182066
514,0.166959
514.25,0.200145
514.5,0.000353754
514.75,0.00045534
515,0.000156794
515.25,0.000227081
515.5,0.154062
515.75,0.231185
516,0.000562165
516.25,0.000338783
516.5,0.00223622
516.75,0
517,0.000254196
517.25,0.000141064
517.5,0.167163
517.75,0.00320821
518,0.285806
518.25,5.90753e-05
518.5,0.200012
518.75,0.142927
519,0.166851
519.25,0.285786
519.5,0.400053
519.75,4.87546e-05
520,5.53442e-05
520.25,0.0912175
520.5,0.000107744
520.75,0.166704
521,0.166728
521.25,0.250027
521.5,0.500003
521.75,4.44089e-05
522,0.00118626
522.25,0.200491
522.5,0.000543507
522.75,2.75705e-05
523,0.333862
523.25,0.000726753
523.5,0.200049
523.75,0.000108118
524,0.50001
524.25,8.26115e-05
524.5,9.18486e-05
524.75,0.333406
525,2.44427e-05
525.25,1
525.5,0.000238103
525.75,0.143214
526,0.001492
526.25,0.250081
526.5,0.000136125
526.75,0.333384
527,0
527.25,0.252958
527.5,7.75279e-05
527.75,2.96891e-06
528,3.62733e-05
528.25,5.45901e-05
528.5,0.000366327
528.75,0.200084
529,0.000881454
529.25,0
529.5,4.99537e-05
529.75,6.85646e-07
530,7.22903e-05
530.25,0.250115
530.5,4.25962e-05
530.75,3.84659e-05
531,0.000344194
531.25,0.000133999
531.5,0.333359
531.75,0.000478963
532,0
532.25,0.00019939
532.5,1.38252e-06
532.75,3.63755e-06
533,4.98578e-05
533.25,0.0001058
533.5,7.04085e-07
533.75,0.000106331
534,0.000534776
534.25,8.11261e-05
534.5,0.00111525
534.75,5.02256e-07
535,0.250183
535.25,0.000444444
535.5,0
535.75,0.000816474
536,0.000695206
536.25,0.000583343
536.5,0.000370562
536.75,0.000811283
537,5.93267e-06
537.25,0
537.5,0.000139795
537.75,8.64613e-05
538,0
538.25,0.666669
538.5,0.000553169
538.75,0.000242119
539,0
539.25,0.00038105
539.5,0.000233184
539.75,4.30706e-05
540,0
540.25,3.24717e-05
540.5,0.00109374
540.75,0.20014
541,0.00303711
541.25,0.000927804
541.5,0.00185171
541.75,0.000450329
542,0.333334
542.25,0.00153314
542.5,0.0010604
542.75,6.83813e-06
543,1.2342e-05
543.25,1
543.5,0
543.75,0
544,0.000390053
544.25,0
544.5,0.000515622
544.75,1.32309e-06
545,2.70039e-05
545.25,0.333335
545.5,0
545.75,0.000101307
546,0
546.25,0
546.5,0
546.75,0
547,0
547.25,1
547.5,0.334548
547.75,5.8805e-05
548,0
548.25,0.200927
548.5,0.25025
548.75,3.38555e-06
549,0.000963284
549.25,0.00135163
549.5,0.000972369
549.75,9.9362e-07
550,2.44196e-05
550.25,4.72649e-05
550.5,0
550.75,0.66906
551,0.14311
551.25,0
551.5,0.500001
551.75,0.334691
552,0.000136101
552.25,1.39079e-06
552.5,0
552.75,0.500002
553,8.20492e-06
553.25,0
553.5,0
553.75,7.38094e-07
554,0.5
554.25,5.3225e-07
554.5,3.84375e-06
554.75,2.69214e-05
555,2.93276e-06
555.25,7.77871e-06
555.5,0.000189973
555.75,0.00102336
556,0.333345
556.25,0.0132945
556.5,0.200132
556.75,1
557,0
557.25,0.333342
557.5,0
557.75,0
558,0.333467
558.25,6.27672e-06
558.5,0.00020765
558.75,2.69465e-06
559,0
559.25,0
559.5,3.22687e-05
559.75,1.24847e-06
560,0
560.25,0
560.5,0
560.75,0
561,0.000395868
561.25,1
561.5,1
561.75,0.000396529
562,1
562.25,2.01306e-06
562.5,2.00576e-06
562.75,0
563,0.00448071
563.25,5.75744e-06
563.5,0
563.75,0.00028688
564,0
564.25,0.000341804
564.5,1
564.75,0.250122
565,0.000288961
565.25,0.00132455
565.5,0.00117989
565.75,0.500033
566,0
566.25,6.63435e-05
566.5,1
566.75,0
567,0.000232266
567.25,3.22131e-06
567.5,0.500001
567.75,0.333347
568,0
568.25,0
568.5,5.19856e-06
568.75,5.98763e-06
569,0.166858
569.25,0.500093
569.5,0.000186067
569.75,1.65579e-06
570,6.25677e-05
570.25,0.50017
570.5,0.5
570.75,0
571,0
571.25,0
571.5,0
571.75,2.39991e-06
572,1.8338e-06
572.25,4.4243e-06
572.5,1.02659e-06
572.75,0.500002
573,1
573.25,0
573.5,0
573.75,0.000899275
574,0.000894178
574.25,0.00161765
574.5,0.500064
574.75,6.33877e-05
575,0.00101637
575.25,5.35315e-05
575.5,0
575.75,0
576,0
576.25,6.2034e-07
576.5,0
576.75,0.00335945
577,0
577.25,0.500002
577.5,0
577.75,2.30016e-05
578,0
578.25,0
578.5,2.05952e-06
578.75,5.95799e-05
579,0.500159
579.25,0.33343
579.5,1
579.75,0
580,1.94907e-06
580.25,0
580.5,4.67715e-06
580.75,0
581,0
581.25,0.000996869
581.5,1.54238e-06
581.75,3.61192e-06
582,8.05184e-07
582.25,0
582.5,0
582.75,0
583,0
583.25,0
583.5,0
583.75,0
584,0
584.25,0
584.5,0
584.75,0
585,0
585.25,0
585.5,1.2456e-06
585.75,0
586,0
586.25,0
586.5,7.10128e-06
586.75,0
587,0
587.25,0
587.5,0
587.75,0
588,0
588.25,0
588.5,0
588.75,0
589,1.20181e-06
589.25,3.37955e-05
589.5,0
589.75,0
590,0
590.25,0
590.5,0
590.75,0
591,0
591.25,0
591.5,0
591.75,0
592,0
592.25,0
592.5,0
592.75,0
593,0
593.25,0
593.5,0
593.75,0
594,0
594.25,0
594.5,0
594.75,0
595,0
595.25,0
595.5,0
595.75,1.90077e-05
596,0
596.25,1.24384e-05
596.5,4.99317e-07
596.75,2.20025e-05
597,6.14681e-06
597.25,1.51754e-06
597.5,0
597.75,0
598,0
598.25,0
598.5,0
598.75,0
599,3.3223e-07
599.25,0
599.5,0
599.75,0
