Time,mean_fraction_lambda_W
410.5,0.494234
410.75,0.598569
411,0.711423
411.25,0
411.5,0.748557
411.75,0.570633
412,0.499177
412.25,0.997057
412.5,0.198396
412.75,0.999305
413,0
413.25,0.247437
413.5,0
413.75,0.499417
414,0.910524
414.25,0.495957
414.5,0.499055
414.75,0.598959
415,0.799819
415.25,0.712725
415.5,0.499785
415.75,0.166642
416,0.399706
416.25,0.599098
416.5,0.444201
416.75,0.74451
417,0.855774
417.25,0.599223
417.5,0.599773
417.75,0
418,0.399559
418.25,0.666011
418.5,0.85636
418.75,0.614268
419,0.499604
419.25,0.614745
419.5,0.665569
419.75,0.844987
420,0.999475
420.25,0.330829
420.5,0.499813
420.75,0.66592
421,0.599772
421.25,0.44309
421.5,0.166645
421.75,0.333825
422,0.272584
422.25,0.553642
422.5,0.498148
422.75,0.666155
423,0
423.25,0.999775
423.5,0.597695
423.75,0.799731
424,0.595094
424.25,0.599656
424.5,0.666497
424.75,0.332711
425,0.249787
425.25,0.799729
425.5,0.499698
425.75,0.399942
426,0.142835
426.25,0
426.5,0.333329
426.75,0.499935
427,0.537372
427.25,0.378909
427.5,0.496515
427.75,0.181814
428,0.499849
428.25,0.666589
428.5,0.248919
428.75,0
429,0.49971
429.25,0.666232
429.5,0.87439
429.75,0.499438
430,0.665204
430.25,0.374884
430.5,0.997255
430.75,0.599195
431,0.749865
431.25,0
431.5,0.570838
431.75,0.249971
432,0.49724
432.25,0.499957
432.5,0.466876
432.75,0
433,0.333136
433.25,0.666292
433.5,0.3331
433.75,0.424201
434,0.497538
434.25,0.742046
434.5,0.246924
434.75,0.477235
435,0.990319
435.25,0.666304
435.5,0.428496
435.75,0.739801
436,0.713729
436.25,0.200517
436.5,0.537154
436.75,0.428276
437,0.713245
437.25,0.666486
437.5,0.249936
437.75,0.99938
438,0.599864
438.25,0.666372
438.5,0.749734
438.75,0
439,0.249565
439.25,0.499844
439.5,0.399933
439.75,0.749872
440,0.831306
440.25,0.363477
440.5,0.248353
440.75,0.499989
441,0.199995
441.25,0
441.5,0.198638
441.75,0.199996
442,0.496704
442.25,0.399979
442.5,0
442.75,0.333318
443,0
443.25,0.749989
443.5,0.498473
443.75,0.666624
444,0.142855
444.25,0
444.5,0
444.75,0.249992
445,0.199865
445.25,0.166663
445.5,0.499981
445.75,0.199947
446,0.399968
446.25,0.199961
446.5,0
446.75,0.499585
447,0.499961
447.25,0.249969
447.5,0
447.75,0.66641
448,0.588491
448.25,0.49998
448.5,0.666152
448.75,0.499991
449,0
449.25,0.199929
449.5,0
449.75,0
450,0
450.25,0.333206
450.5,0.4232
450.75,0.49827
451,0.49958
451.25,0.399264
451.5,0.666444
451.75,0.499366
452,0.999494
452.25,0.499812
452.5,0.39987
452.75,0.428336
453,0
453.25,0.499971
453.5,0.498628
453.75,0.666329
454,0
454.25,0
454.5,0.333314
454.75,0.333294
455,0.399945
455.25,0.499992
455.5,0.333321
455.75,0.666449
456,0.499479
456.25,0.333216
456.5,0.666493
456.75,0.731459
457,0
457.25,0.665633
457.5,0.563147
457.75,0
458,0
458.25,0.499492
458.5,0.399966
458.75,0.333127
459,0.499243
459.25,0.499814
459.5,0.833149
459.75,0
460,0.999392
460.25,0.65951
460.5,0.249974
460.75,0.999745
461,0
461.25,0
461.5,0.996896
461.75,0
462,0.4976
462.25,0.598914
462.5,0.499711
462.75,0.499717
463,0.333182
463.25,0.249435
463.5,0
463.75,0.666028
464,0.999329
464.25,0.666523
464.5,0.399881
464.75,0.333276
465,0.99983
465.25,0.499874
465.5,0
465.75,0.999298
466,0
466.25,0
466.5,0
466.75,0
467,0
467.25,0
467.5,0.99709
467.75,0.499244
468,0
468.25,0.997327
468.5,0
468.75,0.628073
469,0.427777
469.25,0.799788
469.5,0.499492
469.75,0
470,0.499949
470.25,0.999928
470.5,0.749924
470.75,0.999811
471,0.333302
471.25,0
471.5,0
471.75,0
472,0
472.25,0.49993
472.5,0
472.75,0.498215
473,0
473.25,0.999818
473.5,0
473.75,0.742462
474,0.499942
474.25,0
474.5,0.499983
474.75,0.499911
475,0.499905
475.25,0.74986
475.5,0
475.75,0
476,0.749877
476.25,0.499919
476.5,0
476.75,0
477,0.999774
477.25,0.499798
477.5,0
477.75,0.49984
478,0
478.25,0
478.5,0
478.75,0
479,0.0156123
479.25,0.499982
479.5,0
479.75,0.999904
480,0.199998
480.25,0.999986
480.5,0.665584
480.75,0
481,0
481.25,0
481.5,0
481.75,0
482,0.166641
482.25,0
482.5,0
482.75,0
483,0
483.25,0
483.5,0.999471
483.75,0.749693
484,0
484.25,0.999942
484.5,0.665474
484.75,0.997851
485,0.333332
485.25,0.749109
485.5,0
485.75,0
486,0
486.25,0
486.5,0
486.75,0
487,0
487.25,0
487.5,0
487.75,0
488,0.333246
488.25,0.333292
488.5,0
488.75,0.999766
489,0.333271
489.25,0.999772
489.5,0.333253
489.75,0
490,0.499748
490.25,0
490.5,0.499786
490.75,0
491,0.249856
491.25,0
491.5,0
491.75,0.499926
492,0
492.25,0.499774
492.5,0.999934
492.75,0.499839
493,0
493.25,0.499929
493.5,0.999859
493.75,0.599589
494,0.999937
494.25,0.999613
494.5,0.666079
494.75,0.666594
495,0.999721
495.25,0.666632
495.5,0.999624
495.75,0.713944
496,0.332977
496.25,0
496.5,0
496.75,0.996612
497,0.499739
497.25,0.99986
497.5,0.499909
497.75,0.333279
498,0.664903
498.25,0
498.5,0.999831
498.75,0
499,0.499906
499.25,0.666514
499.5,0
499.75,0.749833
500,0.33314
500.25,0.499926
500.5,0.499898
500.75,0.999793
501,0.999807
501.25,0.999983
501.5,0.333302
501.75,0.499943
502,0.666509
502.25,0.333263
502.5,0.49992
502.75,0.500648
503,0.499942
503.25,0.124949
503.5,0
503.75,0.599877
504,0
504.25,0.249949
504.5,0.399632
504.75,0.333086
505,0.666577
505.25,0.555273
505.5,0
505.75,0.59988
506,0.499936
506.25,0.399921
506.5,0.993587
506.75,0.999136
507,0
507.25,0.248179
507.5,0.8551
507.75,0.332156
508,0.499438
508.25,0.799162
508.5,0.166643
508.75,0.33333
509,0
509.25,0.499901
509.5,0.199998
509.75,0
510,0.666455
510.25,0.333199
510.5,0.599842
510.75,0.833136
511,0.16614
511.25,0.599796
511.5,0.285684
511.75,0
512,0.29994
512.25,0.666566
512.5,0
512.75,0.749821
513,0.666491
513.25,0.444267
513.5,0.399547
513.75,0.272492
514,0.499887
514.25,0.39986
514.5,0.999646
514.75,0.582907
515,0.749849
515.25,0.666441
515.5,0.461389
515.75,0.538052
516,0.599473
516.25,0.499666
516.5,0.331107
516.75,0
517,0.999746
517.25,0.799861
517.5,0.666172
517.75,0.496794
518,0.42848
518.25,0.799945
518.5,0
518.75,0.571362
519,0.66649
519.25,0.571359
519.5,0.399948
519.75,0.199982
520,0.799945
520.25,0.0906141
520.5,0.71421
520.75,0.333315
521,0.666606
521.25,0.499978
521.5,0
521.75,0.571393
522,0.998814
522.25,0.399516
522.5,0.499459
522.75,0.249975
523,0.666138
523.25,0.665941
523.5,0.599951
523.75,0.666559
524,0.49999
524.25,0.999917
524.5,0.499912
524.75,0.333265
525,0.199979
525.25,0
525.5,0.499763
525.75,0.71393
526,0.498509
526.25,0.499936
526.5,0.999864
526.75,0.666616
527,0
527.25,0.747042
527.5,0.333305
527.75,0
528,0.333298
528.25,0.199953
528.5,0.285351
528.75,0.199932
529,0.749119
529.25,0
529.5,0.333284
529.75,0
530,0.999928
530.25,0.499886
530.5,0.249967
530.75,0.249975
531,0.499657
531.25,0.749869
531.5,0.333312
531.75,0.499522
532,0
532.25,0.499801
532.5,0
532.75,0
533,0.249955
533.25,0.666562
533.5,0
533.75,0.999894
534,0.749466
534.25,0.499924
534.5,0.998885
534.75,0
535,0.499818
535.25,0.499558
535.5,0
535.75,0.499184
536,0.999305
536.25,0.666089
536.5,0.49963
536.75,0.999189
537,0
537.25,0
537.5,0.99986
537.75,0.499916
538,0
538.25,0
538.5,0.999447
538.75,0.49976
539,0
539.25,0.666287
539.5,0.999767
539.75,0.49996
540,0
540.25,0.499969
540.5,0.998906
540.75,0.59986
541,0.66363
541.25,0.999072
541.5,0.998148
541.75,0.66622
542,0
542.25,0.665134
542.5,0.99894
542.75,0
543,0
543.25,0
543.5,0
543.75,0
544,0.99961
544.25,0
544.5,0.499486
544.75,0
545,0.999973
545.25,0
545.5,0
545.75,0.499899
546,0
546.25,0
546.5,0
546.75,0
547,0
547.25,0
547.5,0.332119
547.75,0.499945
548,0
548.25,0.399074
548.5,0.249752
548.75,0
549,0.499038
549.25,0.998648
549.5,0.499055
549.75,0
550,0
550.25,0.999953
550.5,0
550.75,0.33094
551,0.143013
551.25,0
551.5,0
551.75,0.331977
552,0.999864
552.25,0
552.5,0
552.75,0
553,0
553.25,0
553.5,0
553.75,0
554,0
554.25,0
554.5,0
554.75,0.999973
555,0.999997
555.25,0.333326
555.5,0.79981
555.75,0.998977
556,0.333322
556.25,0.986705
556.5,0.799868
556.75,0
557,0
557.25,0.333326
557.5,0
557.75,0
558,0.666533
558.25,0
558.5,0.499793
558.75,0
559,0
559.25,0
559.5,0.49997
559.75,0
560,0
560.25,0
560.5,0
560.75,0
561,0.999604
561.25,0
561.5,0
561.75,0.999603
562,0
562.25,0
562.5,0
562.75,0
563,0.495522
563.25,0
563.5,0
563.75,0.499723
564,0
564.25,0.999658
564.5,0
564.75,0.749878
565,0.666378
565.25,0.998675
565.5,0.99882
565.75,0.499967
566,0
566.25,0.999934
566.5,0
566.75,0
567,0.999768
567.25,0
567.5,0
567.75,0
568,0
568.25,0
568.5,0
568.75,0
569,0.499816
569.25,0.499907
569.5,0.666482
569.75,0
570,0.333276
570.25,0.49983
570.5,0
570.75,0
571,0
571.25,0
571.5,0
571.75,0
572,0
572.25,0
572.5,0
572.75,0
573,0
573.25,0
573.5,0
573.75,0.665768
574,0.332445
574.25,0.998382
574.5,0.499936
574.75,0.499937
575,0.498985
575.25,0.499947
575.5,0
575.75,0
576,0
576.25,0
576.5,0
576.75,0.996641
577,0
577.25,0
577.5,0
577.75,0.999977
578,0
578.25,0
578.5,0
578.75,0.333286
579,0.499841
579.25,0.333239
579.5,0
579.75,0
580,0
580.25,0
580.5,0
580.75,0
581,0
581.25,0.999003
581.5,0
581.75,0
582,0
582.25,0
582.5,0
582.75,0
583,0
583.25,0
583.5,0
583.75,0
584,0
584.25,0
584.5,0
584.75,0
585,0
585.25,0
585.5,0
585.75,0
586,0
586.25,0
586.5,0.499995
586.75,0
587,0
587.25,0
587.5,0
587.75,0
588,0
588.25,0
588.5,0
588.75,0
589,0.00621455
589.25,0.499968
589.5,0
589.75,0
590,0
590.25,0
590.5,0
590.75,0
591,0
591.25,0
591.5,0
591.75,0
592,0
592.25,0
592.5,0
592.75,0
593,0
593.25,0
593.5,0
593.75,0
594,0
594.25,0
594.5,0
594.75,0
595,0
595.25,0
595.5,0
595.75,0.999981
596,0
596.25,0.999988
596.5,0
596.75,0.999978
597,0.999994
597.25,0.999998
597.5,0
597.75,0
598,0
598.25,0
598.5,0
598.75,0
599,0.666667
599.25,0
599.5,0
599.75,0
