Time,cumulative_mean_fraction_lambda_W
54,0.521766
54.25,0.52264
54.5,0.522965
54.75,0.523167
55,0.523127
55.25,0.52428
55.5,0.523906
55.75,0.52694
56,0.526829
56.25,0.52616
56.5,0.526533
56.75,0.527403
57,0.525599
57.25,0.525325
57.5,0.526035
57.75,0.526089
58,0.528639
58.25,0.529692
58.5,0.529984
58.75,0.530488
59,0.531204
59.25,0.530419
59.5,0.532563
59.75,0.532148
60,0.53308
60.25,0.532814
60.5,0.533843
60.75,0.535509
61,0.536757
61.25,0.537656
61.5,0.539604
61.75,0.540391
62,0.539796
62.25,0.54055
62.5,0.541812
62.75,0.542252
63,0.543384
63.25,0.543691
63.5,0.54315
63.75,0.543858
64,0.544003
64.25,0.545177
64.5,0.545161
64.75,0.545625
65,0.547176
65.25,0.547804
65.5,0.546883
65.75,0.547409
66,0.546396
66.25,0.545605
66.5,0.545652
66.75,0.547031
67,0.54979
67.25,0.550916
67.5,0.551916
67.75,0.553207
68,0.554554
68.25,0.554344
68.5,0.554677
68.75,0.555224
69,0.556299
69.25,0.557272
69.5,0.557951
69.75,0.558034
70,0.558186
70.25,0.558049
70.5,0.556679
70.75,0.555994
71,0.555006
71.25,0.553599
71.5,0.552483
71.75,0.550584
72,0.549049
72.25,0.54822
72.5,0.546802
72.75,0.545489
73,0.543707
73.25,0.541461
73.5,0.540021
73.75,0.538869
74,0.538727
74.25,0.537391
74.5,0.537131
74.75,0.536552
75,0.535226
75.25,0.534851
75.5,0.534004
75.75,0.532621
76,0.532341
76.25,0.532195
76.5,0.5314
76.75,0.531328
77,0.530457
77.25,0.530032
77.5,0.529702
77.75,0.529642
78,0.529513
78.25,0.529401
78.5,0.529166
78.75,0.529176
79,0.528971
79.25,0.528454
79.5,0.529054
79.75,0.529934
80,0.529721
80.25,0.529515
80.5,0.529292
80.75,0.529306
81,0.528732
81.25,0.528819
81.5,0.52906
81.75,0.528528
82,0.528104
82.25,0.527839
82.5,0.527571
82.75,0.527244
83,0.527397
83.25,0.527922
83.5,0.527852
83.75,0.527906
84,0.527457
84.25,0.527214
84.5,0.527085
84.75,0.528066
85,0.5276
85.25,0.52703
85.5,0.527099
85.75,0.526528
86,0.52595
86.25,0.525038
86.5,0.524481
86.75,0.524207
87,0.524393
87.25,0.524041
87.5,0.524548
87.75,0.524385
88,0.523644
88.25,0.523437
88.5,0.523466
88.75,0.522981
89,0.522615
89.25,0.52237
89.5,0.52247
89.75,0.522246
90,0.522442
90.25,0.522116
90.5,0.522297
90.75,0.521826
91,0.52185
91.25,0.522495
91.5,0.522258
91.75,0.521977
92,0.521776
92.25,0.521717
92.5,0.521643
92.75,0.52155
93,0.521312
93.25,0.521198
93.5,0.521294
93.75,0.521348
94,0.521042
94.25,0.521046
94.5,0.52064
94.75,0.520328
95,0.519914
95.25,0.519923
95.5,0.51995
95.75,0.520162
96,0.520092
96.25,0.519975
96.5,0.519742
96.75,0.519573
97,0.519574
97.25,0.519411
97.5,0.519381
97.75,0.519429
98,0.519125
98.25,0.519207
98.5,0.518917
98.75,0.518664
99,0.518936
99.25,0.518868
99.5,0.518775
99.75,0.518355
100,0.518515
100.25,0.518727
100.5,0.518832
100.75,0.518625
101,0.518484
101.25,0.517923
101.5,0.517432
101.75,0.517037
102,0.516668
102.25,0.516582
102.5,0.516497
102.75,0.516339
103,0.516216
103.25,0.516106
103.5,0.515856
103.75,0.515887
104,0.515619
104.25,0.515768
104.5,0.51565
104.75,0.515665
105,0.515604
105.25,0.51554
105.5,0.515544
105.75,0.515573
106,0.515717
106.25,0.516053
106.5,0.516127
106.75,0.516391
107,0.516096
107.25,0.516021
107.5,0.515875
107.75,0.515817
108,0.515405
108.25,0.515138
108.5,0.515265
108.75,0.515467
109,0.515383
109.25,0.515584
109.5,0.515713
109.75,0.51544
110,0.515658
110.25,0.515625
110.5,0.515433
110.75,0.515643
111,0.515856
111.25,0.515739
111.5,0.51573
111.75,0.515971
112,0.515634
112.25,0.515502
112.5,0.515291
112.75,0.515067
113,0.5153
113.25,0.515242
113.5,0.515151
113.75,0.515222
114,0.515098
114.25,0.514806
114.5,0.514867
114.75,0.515046
115,0.51519
115.25,0.515064
115.5,0.514985
115.75,0.515224
116,0.515303
116.25,0.51533
116.5,0.515477
116.75,0.515448
117,0.515364
117.25,0.515463
117.5,0.515729
117.75,0.515542
118,0.515395
118.25,0.515614
118.5,0.515603
118.75,0.515798
119,0.515692
119.25,0.515974
119.5,0.516087
119.75,0.516159
120,0.516193
120.25,0.515948
120.5,0.51613
120.75,0.516032
121,0.515713
121.25,0.515739
121.5,0.515817
121.75,0.51566
122,0.515676
122.25,0.515818
122.5,0.515694
122.75,0.515634
123,0.515272
123.25,0.515243
123.5,0.515309
123.75,0.515381
124,0.51525
124.25,0.515031
124.5,0.515529
124.75,0.515588
125,0.515613
125.25,0.515638
125.5,0.515776
125.75,0.515651
126,0.515325
126.25,0.514983
126.5,0.514956
126.75,0.514667
127,0.514613
127.25,0.51477
127.5,0.514584
127.75,0.514712
128,0.51479
128.25,0.51481
128.5,0.514679
128.75,0.514493
129,0.514634
129.25,0.514779
129.5,0.515113
129.75,0.515215
130,0.515137
130.25,0.514821
130.5,0.51498
130.75,0.514986
131,0.514959
131.25,0.51511
131.5,0.514995
131.75,0.515392
132,0.515905
132.25,0.516109
132.5,0.515917
132.75,0.515838
133,0.515901
133.25,0.515736
133.5,0.515564
133.75,0.515506
134,0.51517
134.25,0.514954
134.5,0.515161
134.75,0.515054
135,0.514942
135.25,0.514802
135.5,0.514876
135.75,0.514805
136,0.514663
136.25,0.514358
136.5,0.51412
136.75,0.514098
137,0.513866
137.25,0.514135
137.5,0.514098
137.75,0.514303
138,0.514177
138.25,0.51374
138.5,0.513415
138.75,0.513526
139,0.513462
139.25,0.513655
139.5,0.513827
139.75,0.513831
140,0.514003
140.25,0.514052
140.5,0.513997
140.75,0.513968
141,0.513786
141.25,0.513891
141.5,0.514066
141.75,0.5144
142,0.514313
142.25,0.514266
142.5,0.514316
142.75,0.51412
143,0.514372
143.25,0.514378
143.5,0.514457
143.75,0.514479
144,0.51437
144.25,0.514592
144.5,0.514617
144.75,0.514564
145,0.51464
145.25,0.514692
145.5,0.514664
145.75,0.514607
146,0.514558
146.25,0.514459
146.5,0.514351
146.75,0.514343
147,0.514072
147.25,0.513834
147.5,0.513838
147.75,0.513861
148,0.513791
148.25,0.514008
148.5,0.514303
148.75,0.514512
149,0.514809
149.25,0.514817
149.5,0.514806
149.75,0.514851
150,0.514838
150.25,0.514807
150.5,0.514838
150.75,0.51485
151,0.514974
151.25,0.51483
151.5,0.514929
151.75,0.514944
152,0.515054
152.25,0.514939
152.5,0.514478
152.75,0.514452
153,0.514495
153.25,0.514605
153.5,0.514391
153.75,0.514525
154,0.514628
154.25,0.514788
154.5,0.514813
154.75,0.514639
155,0.51481
155.25,0.514869
155.5,0.51508
155.75,0.514868
156,0.515089
156.25,0.514934
156.5,0.514893
156.75,0.515028
157,0.514919
157.25,0.515308
157.5,0.515551
157.75,0.515868
158,0.515921
158.25,0.516062
158.5,0.515925
158.75,0.516044
159,0.515837
159.25,0.515746
159.5,0.515524
159.75,0.515146
160,0.515081
160.25,0.515031
160.5,0.51494
160.75,0.514771
161,0.514804
161.25,0.514722
161.5,0.514752
161.75,0.514538
162,0.514269
162.25,0.51417
162.5,0.513944
162.75,0.513856
163,0.513638
163.25,0.513582
163.5,0.513423
163.75,0.513171
164,0.513143
164.25,0.513088
164.5,0.513206
164.75,0.513257
165,0.513353
165.25,0.513235
165.5,0.51321
165.75,0.513383
166,0.51327
166.25,0.513307
166.5,0.513155
166.75,0.513115
167,0.513143
167.25,0.512833
167.5,0.512609
167.75,0.512485
168,0.512322
168.25,0.51216
168.5,0.512006
168.75,0.512083
169,0.511968
169.25,0.512071
169.5,0.512184
169.75,0.51214
170,0.51224
170.25,0.512326
170.5,0.512267
170.75,0.512089
171,0.512069
171.25,0.512053
171.5,0.512138
171.75,0.51221
172,0.51218
172.25,0.512243
172.5,0.512243
172.75,0.512191
173,0.51205
173.25,0.512068
173.5,0.512089
173.75,0.512034
174,0.511966
174.25,0.51188
174.5,0.51182
174.75,0.511922
175,0.511879
175.25,0.511642
175.5,0.511625
175.75,0.511574
176,0.511632
176.25,0.511785
176.5,0.51184
176.75,0.511752
177,0.511747
177.25,0.51173
177.5,0.511908
177.75,0.512046
178,0.512044
178.25,0.51203
178.5,0.512024
178.75,0.512074
179,0.511961
179.25,0.511983
179.5,0.512132
179.75,0.512377
180,0.51244
180.25,0.512322
180.5,0.512506
180.75,0.512353
181,0.512498
181.25,0.512552
181.5,0.512545
181.75,0.512452
182,0.512498
182.25,0.512538
182.5,0.51238
182.75,0.512405
183,0.512311
183.25,0.512448
183.5,0.5127
183.75,0.512842
184,0.512934
184.25,0.513054
184.5,0.513061
184.75,0.513138
185,0.513261
185.25,0.513367
185.5,0.51322
185.75,0.513216
186,0.513058
186.25,0.513129
186.5,0.513114
186.75,0.513001
187,0.51289
187.25,0.51303
187.5,0.512797
187.75,0.512802
188,0.51284
188.25,0.512954
188.5,0.512841
188.75,0.512589
189,0.512601
189.25,0.512626
189.5,0.512402
189.75,0.51224
190,0.512085
190.25,0.512126
190.5,0.511897
190.75,0.511963
191,0.511874
191.25,0.511565
191.5,0.51146
191.75,0.51147
192,0.51151
192.25,0.511415
192.5,0.511405
192.75,0.51148
193,0.511547
193.25,0.511498
193.5,0.511333
193.75,0.511257
194,0.511449
194.25,0.511471
194.5,0.511383
194.75,0.511487
195,0.511324
195.25,0.51128
195.5,0.511129
195.75,0.510982
196,0.510858
196.25,0.510797
196.5,0.510709
196.75,0.510711
197,0.510529
197.25,0.510475
197.5,0.510559
197.75,0.510652
198,0.510564
198.25,0.510749
198.5,0.510709
198.75,0.510625
199,0.510631
199.25,0.510656
199.5,0.51069
199.75,0.510673
200,0.510735
200.25,0.510603
200.5,0.510823
200.75,0.510683
201,0.510802
201.25,0.510727
201.5,0.510688
201.75,0.510665
202,0.51066
202.25,0.510637
202.5,0.510894
202.75,0.511021
203,0.511148
203.25,0.511193
203.5,0.511241
203.75,0.511323
204,0.51114
204.25,0.5111
204.5,0.511061
204.75,0.511271
205,0.511309
205.25,0.511256
205.5,0.511341
205.75,0.511287
206,0.511277
206.25,0.511224
206.5,0.511245
206.75,0.51136
207,0.511452
207.25,0.511378
207.5,0.511447
207.75,0.511516
208,0.511591
208.25,0.511616
208.5,0.511669
208.75,0.511679
209,0.511716
209.25,0.511703
209.5,0.511747
209.75,0.511697
210,0.511735
210.25,0.511801
210.5,0.511916
210.75,0.512038
211,0.51208
211.25,0.512243
211.5,0.512421
211.75,0.51243
212,0.512462
212.25,0.512402
212.5,0.51231
212.75,0.512411
213,0.51245
213.25,0.512364
213.5,0.512418
213.75,0.512305
214,0.512246
214.25,0.512289
214.5,0.512072
214.75,0.512135
215,0.512198
215.25,0.512276
215.5,0.512261
215.75,0.512322
216,0.512359
216.25,0.512296
216.5,0.512172
216.75,0.512132
217,0.512136
217.25,0.512199
217.5,0.512203
217.75,0.512242
218,0.512222
218.25,0.512298
218.5,0.512288
218.75,0.512204
219,0.512095
219.25,0.512129
219.5,0.512056
219.75,0.51215
220,0.512201
220.25,0.512301
220.5,0.512274
220.75,0.512294
221,0.512227
221.25,0.51219
221.5,0.512257
221.75,0.512132
222,0.512227
222.25,0.51227
222.5,0.512106
222.75,0.512353
223,0.512273
223.25,0.512273
223.5,0.512291
223.75,0.512314
224,0.512253
224.25,0.512213
224.5,0.512172
224.75,0.512241
225,0.512192
225.25,0.512243
225.5,0.512182
225.75,0.512226
226,0.512044
226.25,0.511963
226.5,0.511852
226.75,0.511652
227,0.511724
227.25,0.511751
227.5,0.511741
227.75,0.511624
228,0.511674
228.25,0.5116
228.5,0.51163
228.75,0.511612
229,0.511515
229.25,0.511455
229.5,0.511344
229.75,0.511239
230,0.511304
230.25,0.511292
230.5,0.511209
230.75,0.511157
231,0.51115
231.25,0.511239
231.5,0.511289
231.75,0.511136
232,0.511115
232.25,0.510979
232.5,0.511069
232.75,0.511103
233,0.511197
233.25,0.511141
233.5,0.51111
233.75,0.511085
234,0.511125
234.25,0.511048
234.5,0.510958
234.75,0.510849
235,0.510854
235.25,0.510801
235.5,0.510649
235.75,0.510613
236,0.510535
236.25,0.510388
236.5,0.5103
236.75,0.510324
237,0.510347
237.25,0.510296
237.5,0.510369
237.75,0.510314
238,0.510286
238.25,0.510435
238.5,0.510414
238.75,0.510282
239,0.510295
239.25,0.510326
239.5,0.51023
239.75,0.510226
240,0.510165
240.25,0.510116
240.5,0.510119
240.75,0.510137
241,0.510059
241.25,0.510082
241.5,0.510022
241.75,0.510007
242,0.510071
242.25,0.510003
242.5,0.509907
242.75,0.509799
243,0.50976
243.25,0.509809
243.5,0.509808
243.75,0.509725
244,0.509789
