Time,quarantined_individuals,quarantined_infectious,quarantined_cases
528.25,44729,65,0
528.5,44733,66,0
528.75,44735,67,0
529,44736,68,0
529.25,44737,66,0
529.5,44739,65,0
529.75,44739,58,0
530,44741,57,0
530.25,44745,58,0
530.5,44747,55,0
530.75,44748,54,0
531,44749,52,0
531.25,44750,50,0
531.5,44752,51,0
531.75,44754,50,0
532,44759,53,0
532.25,44761,51,0
532.5,44763,51,0
532.75,44763,49,0
533,44764,46,0
533.25,44766,47,0
533.5,44768,47,0
533.75,44770,44,0
534,44773,44,0
534.25,44775,45,0
534.5,44781,46,0
534.75,44781,44,0
535,44782,40,0
535.25,44787,44,0
535.5,44789,44,0
535.75,44790,42,0
536,44791,42,0
536.25,44795,45,0
536.5,44796,44,0
536.75,44797,44,0
537,44799,44,0
537.25,44803,45,0
537.5,44804,43,0
537.75,44804,42,0
538,44807,42,0
538.25,44808,41,0
538.5,44811,44,0
538.75,44814,42,0
539,44816,40,0
539.25,44818,39,0
539.5,44818,37,0
539.75,44820,36,0
540,44821,34,0
540.25,44823,35,0
540.5,44824,35,0
540.75,44826,36,0
541,44828,36,0
541.25,44829,36,0
541.5,44829,35,0
541.75,44831,34,0
542,44833,35,0
542.25,44836,36,0
542.5,44837,36,0
542.75,44838,37,0
543,44839,34,0
543.25,44840,32,0
543.5,44840,30,0
543.75,44840,29,0
544,44842,29,0
544.25,44843,30,0
544.5,44844,26,0
544.75,44844,24,0
545,44847,24,0
545.25,44848,25,0
545.5,44849,24,0
545.75,44850,24,0
546,44852,23,0
546.25,44853,20,0
546.5,44853,18,0
546.75,44853,18,0
547,44854,17,0
547.25,44855,17,0
547.5,44856,18,0
547.75,44857,18,0
548,44857,16,0
548.25,44858,17,0
548.5,44859,17,0
548.75,44860,17,0
549,44861,17,0
549.25,44864,17,0
549.5,44865,18,0
549.75,44866,19,0
550,44868,18,0
550.25,44870,20,0
550.5,44871,18,0
550.75,44873,20,0
551,44876,21,0
551.25,44877,20,0
551.5,44880,20,0
551.75,44882,21,0
552,44884,23,0
552.25,44884,23,0
552.5,44884,23,0
552.75,44885,21,0
553,44885,21,0
553.25,44886,20,0
553.5,44888,22,0
553.75,44889,18,0
554,44890,17,0
554.25,44890,16,0
554.5,44890,15,0
554.75,44890,13,0
555,44894,14,0
555.25,44894,14,0
555.5,44895,14,0
555.75,44897,14,0
556,44899,16,0
556.25,44900,17,0
556.5,44901,17,0
556.75,44902,15,0
557,44907,19,0
557.25,44907,19,0
557.5,44908,20,0
557.75,44908,18,0
558,44909,19,0
558.25,44909,17,0
558.5,44909,16,0
558.75,44911,16,0
559,44913,15,0
559.25,44913,15,0
559.5,44913,15,0
559.75,44913,14,0
560,44918,16,0
560.25,44919,15,0
560.5,44920,16,0
560.75,44922,18,0
561,44923,18,0
561.25,44924,19,0
561.5,44925,19,0
561.75,44927,18,0
562,44929,19,0
562.25,44929,18,0
562.5,44929,15,0
562.75,44930,16,0
563,44931,16,0
563.25,44931,15,0
563.5,44931,15,0
563.75,44933,16,0
564,44934,16,0
564.25,44934,15,0
564.5,44936,15,0
564.75,44936,14,0
565,44937,15,0
565.25,44939,15,0
565.5,44941,17,0
565.75,44941,15,0
566,44942,15,0
566.25,44942,12,0
566.5,44943,13,0
566.75,44943,13,0
567,44943,12,0
567.25,44943,12,0
567.5,44946,15,0
567.75,44947,15,0
568,44947,15,0
568.25,44948,14,0
568.5,44948,13,0
568.75,44949,13,0
569,44949,12,0
569.25,44951,13,0
569.5,44953,15,0
569.75,44955,15,0
570,44958,17,0
570.25,44960,16,0
570.5,44961,17,0
570.75,44962,18,0
571,44962,18,0
571.25,44962,16,0
571.5,44962,16,0
571.75,44964,18,0
572,44964,18,0
572.25,44964,17,0
572.5,44964,17,0
572.75,44966,19,0
573,44966,18,0
573.25,44966,17,0
573.5,44966,17,0
573.75,44967,17,0
574,44969,19,0
574.25,44971,19,0
574.5,44972,17,0
574.75,44972,15,0
575,44972,13,0
575.25,44973,13,0
575.5,44974,14,0
575.75,44974,14,0
576,44975,14,0
576.25,44975,12,0
576.5,44976,13,0
576.75,44977,13,0
577,44977,13,0
577.25,44978,13,0
577.5,44980,15,0
577.75,44981,15,0
578,44981,14,0
578.25,44981,14,0
578.5,44983,14,0
578.75,44983,14,0
579,44983,14,0
579.25,44983,14,0
579.5,44985,16,0
579.75,44987,17,0
580,44987,14,0
580.25,44987,14,0
580.5,44987,14,0
580.75,44988,13,0
581,44989,13,0
581.25,44989,13,0
581.5,44991,12,0
581.75,44993,13,0
582,44993,12,0
582.25,44994,12,0
582.5,44994,12,0
582.75,44994,11,0
583,44996,13,0
583.25,44997,13,0
583.5,44997,11,0
583.75,44997,11,0
584,44997,10,0
584.25,44997,10,0
584.5,44997,10,0
584.75,44997,10,0
585,44998,11,0
585.25,44998,10,0
585.5,44999,10,0
585.75,44999,10,0
586,44999,10,0
586.25,45000,11,0
586.5,45000,10,0
586.75,45001,10,0
587,45002,11,0
587.25,45002,10,0
587.5,45002,10,0
587.75,45002,9,0
588,45003,9,0
588.25,45006,11,0
588.5,45006,11,0
588.75,45006,9,0
589,45006,9,0
589.25,45006,9,0
589.5,45007,10,0
589.75,45007,9,0
590,45007,7,0
590.25,45007,7,0
590.5,45007,7,0
590.75,45007,7,0
591,45007,6,0
591.25,45009,8,0
591.5,45009,6,0
591.75,45009,5,0
592,45009,5,0
592.25,45009,4,0
592.5,45009,4,0
592.75,45009,3,0
593,45009,3,0
593.25,45009,3,0
593.5,45009,3,0
593.75,45009,2,0
594,45009,2,0
594.25,45009,2,0
594.5,45009,2,0
594.75,45010,2,0
595,45010,2,0
595.25,45010,2,0
595.5,45010,2,0
595.75,45010,2,0
596,45010,2,0
596.25,45010,2,0
596.5,45010,1,0
596.75,45010,1,0
597,45011,2,0
597.25,45011,2,0
597.5,45011,1,0
597.75,45011,1,0
598,45011,1,0
598.25,45011,1,0
598.5,45011,1,0
598.75,45011,1,0
599,45011,1,0
599.25,45011,1,0
599.5,45013,2,0
599.75,45013,2,0
