Time,infections_by_new_infectives
445.75,0
446,7.92756
446.25,15.3345
446.5,30.6202
446.75,5.15248
447,25.0711
447.25,19.2615
447.5,34.2125
447.75,0
448,5.61632
448.25,11.5448
448.5,3.10489
448.75,7.66227
449,18.0824
449.25,18.6024
449.5,2.75096
449.75,19.0004
450,13.9738
450.25,6.1965
450.5,32.8236
450.75,45.916
451,23.3209
451.25,25.3181
451.5,7.70837
451.75,20.2473
452,13.599
452.25,6.6751
452.5,32.1275
452.75,2.43745
453,2.78208
453.25,11.0916
453.5,53.1595
453.75,0
454,19.4774
454.25,9.36741
454.5,37.3102
454.75,16.1074
455,7.11724
455.25,20.2271
455.5,29.174
455.75,29.2421
456,22.7669
456.25,9.64859
456.5,1.61933
456.75,0
457,11.3752
457.25,26.2262
457.5,6.1338
457.75,4.0674
458,5.06677
458.25,0.73807
458.5,0.93909
458.75,5.11793
459,16.2348
459.25,5.28436
459.5,12.5318
459.75,8.74535
460,1.68634
460.25,5.1594
460.5,15.0942
460.75,6.73738
461,9.9066
461.25,25.3059
461.5,1.90767
461.75,23.7925
462,3.80251
462.25,3.37991
462.5,11.2818
462.75,0.564268
463,11.7358
463.25,3.04031
463.5,0.999467
463.75,7.09604
464,25.9922
464.25,0
464.5,10.4533
464.75,16.5124
465,2.00399
465.25,0.883618
465.5,12.786
465.75,3.36527
466,13.1827
466.25,27.4553
466.5,1.56496
466.75,19.0997
467,11.153
467.25,2.08334
467.5,27.6437
467.75,10.8836
468,0
468.25,7.86235
468.5,34.496
468.75,3.78713
469,7.44449
469.25,0.731881
469.5,2.733
469.75,9.68476
470,0
470.25,1.46514
470.5,11.9409
470.75,0.175465
471,8.08952
471.25,5.12275
471.5,6.8802
471.75,8.94358
472,8.18046
472.25,9.64661
472.5,11.5205
472.75,3.42583
473,21.0885
473.25,0
473.5,30.8306
473.75,1.14066
474,12.3114
474.25,6.57162
474.5,1.89894
474.75,3.48897
475,0
475.25,1.18067
475.5,6.70426
475.75,9.43754
476,3.64411
476.25,0
476.5,22.9363
476.75,0.808859
477,4.75269
477.25,5.69393
477.5,0
477.75,0
478,0
478.25,0
478.5,8.85105
478.75,7.89692
479,0
479.25,2.09545
479.5,25.3111
479.75,15.4837
480,10.6787
480.25,0
480.5,6.30746
480.75,5.76756
481,0
481.25,5.06532
481.5,1.96734
481.75,3.35133
482,0
482.25,0
482.5,7.20915
482.75,23.0099
483,34.4384
483.25,0
483.5,5.18752
483.75,24.3081
484,28.539
484.25,20.2839
484.5,2.43726
484.75,4.68152
485,0.449487
485.25,0
485.5,25.9849
485.75,0
486,6.18133
486.25,1.56867
486.5,0.664151
486.75,0
487,67.3503
487.25,5.61449
487.5,29.6834
487.75,2.99741
488,5.06389
488.25,0
488.5,9.16555
488.75,0
489,1.09074
489.25,1.24725
489.5,0.992669
489.75,19.1975
490,10.877
490.25,0
490.5,0
490.75,8.66181
491,1.86596
491.25,2.44528
491.5,1.48048
491.75,9.97164
492,4.38924
492.25,2.94002
492.5,7.04422
492.75,25.5565
493,0
493.25,18.153
493.5,5.42968
493.75,3.84148
494,7.99851
494.25,11.5091
494.5,1.43842
494.75,1.48499
495,1.06947
495.25,22.4503
495.5,9.58865
495.75,0
496,2.0003
496.25,4.57492
496.5,23.2721
496.75,10.9912
497,23.0109
497.25,0.489438
497.5,21.5875
497.75,3.23002
498,1.62095
498.25,24.9772
498.5,18.8151
498.75,3.5767
499,41.4537
499.25,15.9247
499.5,14.6284
499.75,12.675
500,39.7065
500.25,15.1112
500.5,37.1925
500.75,23.0066
501,22.6136
501.25,0
501.5,19.7045
501.75,6.86518
502,20.6652
502.25,75.8725
502.5,23.3314
502.75,18.7911
503,31.2087
503.25,8.6613
503.5,0
503.75,51.9626
504,2.32214
504.25,3.14801
504.5,9.02557
504.75,8.22879
505,4.78147
505.25,29.1913
505.5,0
505.75,0.578582
506,23.1572
506.25,12.0511
506.5,46.3413
506.75,34.6782
507,85.0923
507.25,39.8603
507.5,15.3129
507.75,4.47672
508,0.418237
508.25,34.8729
508.5,55.2607
508.75,2.19616
509,7.3711
509.25,26.8996
509.5,16.5172
509.75,0.393124
510,49.0166
510.25,21.3705
510.5,6.87265
510.75,13.9456
511,19.9793
511.25,11.9865
511.5,24.2869
511.75,8.18598
512,23.4971
512.25,40.7603
512.5,56.1141
512.75,6.06854
513,38.1103
513.25,27.4906
513.5,3.99146
513.75,22.1197
514,57.2399
514.25,47.6845
514.5,7.09709
514.75,11.046
515,40.0353
515.25,14.302
515.5,15.794
515.75,20.1594
516,10.2357
516.25,13.9301
516.5,21.9366
516.75,7.48935
517,10.484
517.25,32.102
517.5,8.58496
517.75,44.7086
518,26.9407
518.25,26.0865
518.5,20.7835
518.75,39.2553
519,27.2743
519.25,21.8521
519.5,23.4611
519.75,34.9308
520,27.2558
520.25,19.3073
520.5,17.9231
520.75,11.0449
521,30.5643
521.25,12.9698
521.5,34.4445
521.75,2.57266
522,10.3045
522.25,15.4011
522.5,10.6207
522.75,8.82262
523,17.6663
523.25,9.49721
523.5,22.4528
523.75,10.1507
524,24.0824
524.25,12.214
524.5,47.381
524.75,5.16484
525,26.23
525.25,47.4021
525.5,7.54938
525.75,2.80896
526,1.61048
526.25,0.860852
526.5,10.2881
526.75,12.8468
527,6.12579
527.25,29.4036
527.5,4.94303
527.75,19.4486
528,3.39829
528.25,15.5448
528.5,1.24601
528.75,13.5025
529,8.29667
529.25,4.04614
529.5,4.96487
529.75,14.6748
530,12.0823
530.25,13.9187
530.5,26.4303
530.75,13.2867
531,3.1069
531.25,9.17939
531.5,0
531.75,2.56941
532,8.86215
532.25,6.72999
532.5,5.73016
532.75,23.3325
533,17.7896
533.25,12.3603
533.5,8.55402
533.75,8.66314
534,3.16098
534.25,5.19957
534.5,7.40888
534.75,2.3283
535,5.4009
535.25,16.3064
535.5,5.99217
535.75,12.8721
536,8.56043
536.25,6.50028
536.5,0
536.75,13.6251
537,0.908667
537.25,2.47643
537.5,3.92269
537.75,15.0785
538,32.7744
538.25,0.710101
538.5,25.681
538.75,14.7815
539,7.30558
539.25,0
539.5,0
539.75,9.68058
540,1.56702
540.25,6.41783
540.5,4.31995
540.75,3.91856
541,4.38464
541.25,5.22292
541.5,1.16074
541.75,1.87069
542,2.91009
542.25,0.917787
542.5,2.54999
542.75,1.20048
543,0
543.25,36.9802
543.5,8.22611
543.75,0
544,3.15347
544.25,1.6166
544.5,4.82879
544.75,1.27641
545,3.90275
545.25,0
545.5,1.96596
545.75,1.98664
546,8.51726
546.25,1.84084
546.5,11.0598
546.75,0
547,4.83986
547.25,2.86852
547.5,0
547.75,30.1249
548,7.37257
548.25,1.69632
548.5,4.02075
548.75,3.44007
549,23.8863
549.25,10.6599
549.5,10.3184
549.75,11.6721
550,14.3463
550.25,0.267776
550.5,19.5423
550.75,2.3731
551,0.243895
551.25,0
551.5,13.0625
551.75,11.1514
552,2.82501
552.25,1.60081
552.5,0.706341
552.75,2.19305
553,1.69283
553.25,2.73681
553.5,7.28086
553.75,13.4772
554,1.83547
554.25,15.7779
554.5,14.6413
554.75,30.6064
555,0
555.25,1.50248
555.5,31.1769
555.75,1.30234
556,9.682
556.25,0
556.5,3.44539
556.75,3.36249
557,0
557.25,0.245273
557.5,10.3565
557.75,0
558,0
558.25,1.22172
558.5,9.99075
558.75,4.52912
559,4.11853
559.25,31.7656
559.5,0.437415
559.75,13.2548
560,0.213163
560.25,5.14851
560.5,0
560.75,0.624889
561,19.5166
561.25,0.320047
561.5,9.34142
561.75,0.583419
562,0
562.25,0
562.5,1.35102
562.75,31.7201
563,16.2722
563.25,0
563.5,5.23154
563.75,0
564,0
564.25,24.8991
564.5,0
564.75,0
565,0.732059
565.25,4.37648
565.5,0
565.75,4.03282
566,10.2639
566.25,5.86372
566.5,3.45904
566.75,2.38815
567,9.85164
567.25,0
567.5,0.850896
567.75,2.25708
568,10.7094
568.25,20.4835
568.5,2.72566
568.75,19.6036
569,0.504069
569.25,11.8695
569.5,2.14826
569.75,5.17197
570,0
570.25,0
570.5,0
570.75,8.22287
571,1.21421
571.25,9.64123
571.5,7.80151
571.75,0.442082
572,14.7266
572.25,0.215921
572.5,4.67337
572.75,2.50765
573,9.13
573.25,0.475646
573.5,1.7431
573.75,9.23102
574,1.80896
574.25,3.06001
574.5,8.42029
574.75,14.8649
575,0
575.25,4.02025
575.5,0
575.75,0
576,0.42621
576.25,16.9479
576.5,9.33969
576.75,0
577,0.580222
577.25,4.63327
577.5,3.47629
577.75,6.20869
578,0
578.25,0
578.5,0.718114
578.75,7.08741
579,0
579.25,0
579.5,4.3884
579.75,10.1147
580,0
580.25,0.411885
580.5,1.88238
580.75,1.59822
581,0
581.25,1.74933
581.5,0.302195
581.75,1.04398
582,0.112459
582.25,1.58195
582.5,0.0454032
582.75,0
583,0.0486462
583.25,0.03958
583.5,0.0459417
583.75,5.97648
584,0.48392
584.25,0.308681
584.5,0
584.75,0
585,8.50886
585.25,0
585.5,0
585.75,0
586,0
586.25,4.19769
586.5,0.113811
586.75,1.86786
587,0.300098
587.25,0
587.5,0
587.75,0
588,1.64444
588.25,0
588.5,0
588.75,0
589,0.819163
589.25,0
589.5,0.34381
589.75,0
590,0
590.25,0
590.5,0
590.75,0
591,0
591.25,0
591.5,0
591.75,0.00459833
592,0
592.25,0
592.5,0
592.75,0
593,15.7808
593.25,0
593.5,5.53878
593.75,0
594,0
594.25,0
594.5,0
594.75,0
595,0
595.25,15.4833
595.5,0
595.75,0
596,0
596.25,0
596.5,0
596.75,0
597,0
597.25,0
597.5,0
597.75,3.34047
598,0
598.25,0
598.5,1.15557
598.75,0
599,0
599.25,0
599.5,0
599.75,0.0181319
