Time,num_cumulative_infective
0,0
0.25,8
0.5,18
0.75,27
1,35
1.25,42
1.5,47
1.75,49
2,53
2.25,59
2.5,60
2.75,63
3,67
3.25,72
3.5,76
3.75,77
4,81
4.25,85
4.5,86
4.75,89
5,92
5.25,96
5.5,97
5.75,100
6,104
6.25,107
6.5,111
6.75,115
7,120
7.25,124
7.5,125
7.75,131
8,133
8.25,134
8.5,139
8.75,140
9,144
9.25,149
9.5,154
9.75,159
10,160
10.25,163
10.5,166
10.75,170
11,173
11.25,179
11.5,181
11.75,183
12,185
12.25,190
12.5,195
12.75,198
13,204
13.25,208
13.5,210
13.75,215
14,220
14.25,222
14.5,225
14.75,229
15,237
15.25,243
15.5,246
15.75,246
16,250
16.25,257
16.5,261
16.75,268
17,273
17.25,279
17.5,281
17.75,285
18,294
18.25,300
18.5,303
18.75,309
19,314
19.25,320
19.5,325
19.75,331
20,339
20.25,346
20.5,356
20.75,362
21,370
21.25,374
21.5,378
21.75,382
22,390
22.25,395
22.5,408
22.75,415
23,423
23.25,430
23.5,434
23.75,441
24,448
24.25,450
24.5,458
24.75,466
25,472
25.25,478
25.5,483
25.75,491
26,500
26.25,509
26.5,515
26.75,522
27,525
27.25,537
27.5,544
27.75,551
28,562
28.25,572
28.5,577
28.75,586
29,595
29.25,603
29.5,606
29.75,615
30,629
30.25,636
30.5,650
30.75,656
31,663
31.25,674
31.5,686
