Time,cumulative_mean_fraction_lambda_C
408.75,0.136874
409,0.136874
409.25,0.136874
409.5,0.136874
409.75,0.136874
410,0.136874
410.25,0.136874
410.5,0.136874
410.75,0.136874
411,0.136874
411.25,0.136874
411.5,0.136874
411.75,0.136874
412,0.136874
412.25,0.136874
412.5,0.136874
412.75,0.136874
413,0.136874
413.25,0.136874
413.5,0.136874
413.75,0.136874
414,0.136874
414.25,0.136874
414.5,0.136874
414.75,0.136874
415,0.136874
415.25,0.136874
415.5,0.136874
415.75,0.136874
416,0.136874
416.25,0.136874
416.5,0.136874
416.75,0.136874
417,0.136874
417.25,0.136874
417.5,0.136874
417.75,0.136874
418,0.136874
418.25,0.136874
418.5,0.136874
418.75,0.136874
419,0.136874
419.25,0.136874
419.5,0.136874
419.75,0.136874
420,0.136874
420.25,0.136874
420.5,0.136874
420.75,0.136874
421,0.136874
421.25,0.136874
421.5,0.136874
421.75,0.136874
422,0.136874
422.25,0.136874
422.5,0.136874
422.75,0.136874
423,0.136874
423.25,0.136874
423.5,0.136874
423.75,0.136874
424,0.136874
424.25,0.136874
424.5,0.136874
424.75,0.136874
425,0.136874
425.25,0.136874
425.5,0.136874
425.75,0.136874
426,0.136874
426.25,0.136874
426.5,0.136874
426.75,0.136874
427,0.136874
427.25,0.136874
427.5,0.136874
427.75,0.136874
428,0.136874
428.25,0.136874
428.5,0.136874
428.75,0.136874
429,0.136874
429.25,0.136874
429.5,0.136874
429.75,0.136874
430,0.136874
430.25,0.136874
430.5,0.136874
430.75,0.136874
431,0.136874
431.25,0.136874
431.5,0.136874
431.75,0.136874
432,0.136874
432.25,0.136874
432.5,0.136874
432.75,0.136874
433,0.136874
433.25,0.136874
433.5,0.136874
433.75,0.136874
434,0.136874
434.25,0.136874
434.5,0.136874
434.75,0.136874
435,0.136874
435.25,0.136874
435.5,0.136874
435.75,0.136874
436,0.136874
436.25,0.136874
436.5,0.136874
436.75,0.136874
437,0.136874
437.25,0.136874
437.5,0.136874
437.75,0.136874
438,0.136874
438.25,0.136874
438.5,0.136874
438.75,0.136874
439,0.136874
439.25,0.136874
439.5,0.136874
439.75,0.136874
440,0.136874
440.25,0.136874
440.5,0.136874
440.75,0.136874
441,0.136874
441.25,0.136874
441.5,0.136874
441.75,0.136874
442,0.136874
442.25,0.136874
442.5,0.136874
442.75,0.136874
443,0.136874
443.25,0.136874
443.5,0.136874
443.75,0.136874
444,0.136874
444.25,0.136874
444.5,0.136874
444.75,0.136874
445,0.136874
445.25,0.136874
445.5,0.136874
445.75,0.136874
446,0.136874
446.25,0.136874
446.5,0.136874
446.75,0.136874
447,0.136874
447.25,0.136874
447.5,0.136874
447.75,0.136874
448,0.136874
448.25,0.136874
448.5,0.136874
448.75,0.136874
449,0.136874
449.25,0.136874
449.5,0.136874
449.75,0.136874
450,0.136874
450.25,0.136874
450.5,0.136874
450.75,0.136874
451,0.136874
451.25,0.136874
451.5,0.136874
451.75,0.136874
452,0.136874
452.25,0.136874
452.5,0.136874
452.75,0.136874
453,0.136874
453.25,0.136874
453.5,0.136874
453.75,0.136874
454,0.136874
454.25,0.136874
454.5,0.136874
454.75,0.136874
455,0.136874
455.25,0.136874
455.5,0.136874
455.75,0.136874
456,0.136874
456.25,0.136874
456.5,0.136874
456.75,0.136874
457,0.136874
457.25,0.136874
457.5,0.136874
457.75,0.136874
458,0.136874
458.25,0.136874
458.5,0.136874
458.75,0.136874
459,0.136874
459.25,0.136874
459.5,0.136874
459.75,0.136874
460,0.136874
460.25,0.136874
460.5,0.136874
460.75,0.136874
461,0.136874
461.25,0.136874
461.5,0.136874
461.75,0.136874
462,0.136874
462.25,0.136874
462.5,0.136874
462.75,0.136874
463,0.136874
463.25,0.136874
463.5,0.136874
463.75,0.136874
464,0.136874
464.25,0.136874
464.5,0.136874
464.75,0.136874
465,0.136874
465.25,0.136874
465.5,0.136874
465.75,0.136874
466,0.136874
466.25,0.136874
466.5,0.136874
466.75,0.136874
467,0.136874
467.25,0.136874
467.5,0.136874
467.75,0.136874
468,0.136874
468.25,0.136874
468.5,0.136874
468.75,0.136874
469,0.136874
469.25,0.136874
469.5,0.136874
469.75,0.136874
470,0.136874
470.25,0.136874
470.5,0.136874
470.75,0.136874
471,0.136874
471.25,0.136874
471.5,0.136874
471.75,0.136874
472,0.136874
472.25,0.136874
472.5,0.136874
472.75,0.136874
473,0.136874
473.25,0.136874
473.5,0.136874
473.75,0.136874
474,0.136874
474.25,0.136874
474.5,0.136874
474.75,0.136874
475,0.136874
475.25,0.136874
475.5,0.136874
475.75,0.136874
476,0.136874
476.25,0.136874
476.5,0.136874
476.75,0.136874
477,0.136874
477.25,0.136874
477.5,0.136874
477.75,0.136874
478,0.136874
478.25,0.136874
478.5,0.136874
478.75,0.136874
479,0.136874
479.25,0.136874
479.5,0.136874
479.75,0.136874
480,0.136874
480.25,0.136874
480.5,0.136874
480.75,0.136874
481,0.136874
481.25,0.136874
481.5,0.136874
481.75,0.136874
482,0.136874
482.25,0.136874
482.5,0.136874
482.75,0.136874
483,0.136874
483.25,0.136874
483.5,0.136874
483.75,0.136874
484,0.136874
484.25,0.136874
484.5,0.136874
484.75,0.136874
485,0.136874
485.25,0.136874
485.5,0.136874
485.75,0.136874
486,0.136874
486.25,0.136874
486.5,0.136874
486.75,0.136874
487,0.136874
487.25,0.136874
487.5,0.136874
487.75,0.136874
488,0.136874
488.25,0.136874
488.5,0.136874
488.75,0.136874
489,0.136874
489.25,0.136874
489.5,0.136874
489.75,0.136874
490,0.136874
490.25,0.136874
490.5,0.136874
490.75,0.136874
491,0.136874
491.25,0.136874
491.5,0.136874
491.75,0.136874
492,0.136874
492.25,0.136874
492.5,0.136874
492.75,0.136874
493,0.136874
493.25,0.136874
493.5,0.136874
493.75,0.136874
494,0.136874
494.25,0.136874
494.5,0.136874
494.75,0.136874
495,0.136874
495.25,0.136874
495.5,0.136874
495.75,0.136874
496,0.136874
496.25,0.136874
496.5,0.136874
496.75,0.136874
497,0.136874
497.25,0.136874
497.5,0.136874
497.75,0.136874
498,0.136874
498.25,0.136874
498.5,0.136874
498.75,0.136874
499,0.136874
499.25,0.136874
499.5,0.136874
499.75,0.136874
500,0.136874
500.25,0.136874
500.5,0.136874
500.75,0.136874
501,0.136874
501.25,0.136874
501.5,0.136874
501.75,0.136874
502,0.136874
502.25,0.136874
502.5,0.136874
502.75,0.136874
503,0.136874
503.25,0.136874
503.5,0.136874
503.75,0.136874
504,0.136874
504.25,0.136874
504.5,0.136874
504.75,0.136874
505,0.136874
505.25,0.136874
505.5,0.136874
505.75,0.136874
506,0.136874
506.25,0.136874
506.5,0.136874
506.75,0.136874
507,0.136874
507.25,0.136874
507.5,0.136874
507.75,0.136874
508,0.136874
508.25,0.136874
508.5,0.136874
508.75,0.136874
509,0.136874
509.25,0.136874
509.5,0.136874
509.75,0.136874
510,0.136874
510.25,0.136874
510.5,0.136874
510.75,0.136874
511,0.136874
511.25,0.136874
511.5,0.136874
511.75,0.136874
512,0.136874
512.25,0.136874
512.5,0.136874
512.75,0.136874
513,0.136874
513.25,0.136874
513.5,0.136874
513.75,0.136874
514,0.136874
514.25,0.136874
514.5,0.136874
514.75,0.136874
515,0.136874
515.25,0.136874
515.5,0.136874
515.75,0.136874
516,0.136874
516.25,0.136874
516.5,0.136874
516.75,0.136874
517,0.136874
517.25,0.136874
517.5,0.136874
517.75,0.136874
518,0.136874
518.25,0.136874
518.5,0.136874
518.75,0.136874
519,0.136874
519.25,0.136874
519.5,0.136874
519.75,0.136874
520,0.136874
520.25,0.136874
520.5,0.136874
520.75,0.136874
521,0.136874
521.25,0.136874
521.5,0.136874
521.75,0.136874
522,0.136874
522.25,0.136874
522.5,0.136874
522.75,0.136874
523,0.136874
523.25,0.136874
523.5,0.136874
523.75,0.136874
524,0.136874
524.25,0.136874
524.5,0.136874
524.75,0.136874
525,0.136874
525.25,0.136874
525.5,0.136874
525.75,0.136874
526,0.136874
526.25,0.136874
526.5,0.136874
526.75,0.136874
527,0.136874
527.25,0.136874
527.5,0.136874
527.75,0.136874
528,0.136874
528.25,0.136874
528.5,0.136874
528.75,0.136874
529,0.136874
529.25,0.136874
529.5,0.136874
529.75,0.136874
530,0.136874
530.25,0.136874
530.5,0.136874
530.75,0.136874
531,0.136874
531.25,0.136874
531.5,0.136874
531.75,0.136874
532,0.136874
532.25,0.136874
532.5,0.136874
532.75,0.136874
533,0.136874
533.25,0.136874
533.5,0.136874
533.75,0.136874
534,0.136874
534.25,0.136874
534.5,0.136874
534.75,0.136874
535,0.136874
535.25,0.136874
535.5,0.136874
535.75,0.136874
536,0.136874
536.25,0.136874
536.5,0.136874
536.75,0.136874
537,0.136874
537.25,0.136874
537.5,0.136874
537.75,0.136874
538,0.136874
538.25,0.136874
538.5,0.136874
538.75,0.136874
539,0.136874
539.25,0.136874
539.5,0.136874
539.75,0.136874
540,0.136874
540.25,0.136874
540.5,0.136874
540.75,0.136874
541,0.136874
541.25,0.136874
541.5,0.136874
541.75,0.136874
542,0.136874
542.25,0.136874
542.5,0.136874
542.75,0.136874
543,0.136874
543.25,0.136874
543.5,0.136874
543.75,0.136874
544,0.136874
544.25,0.136874
544.5,0.136874
544.75,0.136874
545,0.136874
545.25,0.136874
545.5,0.136874
545.75,0.136874
546,0.136874
546.25,0.136874
546.5,0.136874
546.75,0.136874
547,0.136874
547.25,0.136874
547.5,0.136874
547.75,0.136874
548,0.136874
548.25,0.136874
548.5,0.136874
548.75,0.136874
549,0.136874
549.25,0.136874
549.5,0.136874
549.75,0.136874
550,0.136874
550.25,0.136874
550.5,0.136874
550.75,0.136874
551,0.136874
551.25,0.136874
551.5,0.136874
551.75,0.136874
552,0.136874
552.25,0.136874
552.5,0.136874
552.75,0.136874
553,0.136874
553.25,0.136874
553.5,0.136874
553.75,0.136874
554,0.136874
554.25,0.136874
554.5,0.136874
554.75,0.136874
555,0.136874
555.25,0.136874
555.5,0.136874
555.75,0.136874
556,0.136874
556.25,0.136874
556.5,0.136874
556.75,0.136874
557,0.136874
557.25,0.136874
557.5,0.136874
557.75,0.136874
558,0.136874
558.25,0.136874
558.5,0.136874
558.75,0.136874
559,0.136874
559.25,0.136874
559.5,0.136874
559.75,0.136874
560,0.136874
560.25,0.136874
560.5,0.136874
560.75,0.136874
561,0.136874
561.25,0.136874
561.5,0.136874
561.75,0.136874
562,0.136874
562.25,0.136874
562.5,0.136874
562.75,0.136874
563,0.136874
563.25,0.136874
563.5,0.136874
563.75,0.136874
564,0.136874
564.25,0.136874
564.5,0.136874
564.75,0.136874
565,0.136874
565.25,0.136874
565.5,0.136874
565.75,0.136874
566,0.136874
566.25,0.136874
566.5,0.136874
566.75,0.136874
567,0.136874
567.25,0.136874
567.5,0.136874
567.75,0.136874
568,0.136874
568.25,0.136874
568.5,0.136874
568.75,0.136874
569,0.136874
569.25,0.136874
569.5,0.136874
569.75,0.136874
570,0.136874
570.25,0.136874
570.5,0.136874
570.75,0.136874
571,0.136874
571.25,0.136874
571.5,0.136874
571.75,0.136874
572,0.136874
572.25,0.136874
572.5,0.136874
572.75,0.136874
573,0.136874
573.25,0.136874
573.5,0.136874
573.75,0.136874
574,0.136874
574.25,0.136874
574.5,0.136874
574.75,0.136874
575,0.136874
575.25,0.136874
575.5,0.136874
575.75,0.136874
576,0.136874
576.25,0.136874
576.5,0.136874
576.75,0.136874
577,0.136874
577.25,0.136874
577.5,0.136874
577.75,0.136874
578,0.136874
578.25,0.136874
578.5,0.136874
578.75,0.136874
579,0.136874
579.25,0.136874
579.5,0.136874
579.75,0.136874
580,0.136874
580.25,0.136874
580.5,0.136874
580.75,0.136874
581,0.136874
581.25,0.136874
581.5,0.136874
581.75,0.136874
582,0.136874
582.25,0.136874
582.5,0.136874
582.75,0.136874
583,0.136874
583.25,0.136874
583.5,0.136874
583.75,0.136874
584,0.136874
584.25,0.136874
584.5,0.136874
584.75,0.136874
585,0.136874
585.25,0.136874
585.5,0.136874
585.75,0.136874
586,0.136874
586.25,0.136874
586.5,0.136874
586.75,0.136874
587,0.136874
587.25,0.136874
587.5,0.136874
587.75,0.136874
588,0.136874
588.25,0.136874
588.5,0.136874
588.75,0.136874
589,0.136874
589.25,0.136874
589.5,0.136874
589.75,0.136874
590,0.136874
590.25,0.136874
590.5,0.136874
590.75,0.136874
591,0.136874
591.25,0.136874
591.5,0.136874
591.75,0.136874
592,0.136874
592.25,0.136874
592.5,0.136874
592.75,0.136874
593,0.136874
593.25,0.136874
593.5,0.136874
593.75,0.136874
594,0.136874
594.25,0.136874
594.5,0.136874
594.75,0.136874
595,0.136874
595.25,0.136874
595.5,0.136874
595.75,0.136874
596,0.136874
596.25,0.136874
596.5,0.136874
596.75,0.136874
597,0.136874
597.25,0.136874
597.5,0.136874
597.75,0.136874
598,0.136874
598.25,0.136874
598.5,0.136874
598.75,0.136874
599,0.136874
599.25,0.136874
599.5,0.136874
599.75,0.136874
