Time,num_fatalities
95,37
95.25,37
95.5,37
95.75,37
96,37
96.25,37
96.5,37
96.75,38
97,38
97.25,38
97.5,38
97.75,39
98,39
98.25,39
98.5,39
98.75,39
99,39
99.25,39
99.5,39
99.75,40
100,40
100.25,40
100.5,40
100.75,40
101,40
101.25,40
101.5,40
101.75,41
102,41
102.25,41
102.5,41
102.75,41
103,42
103.25,42
103.5,43
103.75,43
104,43
104.25,43
104.5,43
104.75,43
105,43
105.25,43
105.5,43
105.75,43
106,43
106.25,43
106.5,43
106.75,45
107,46
107.25,46
107.5,46
107.75,46
108,46
108.25,47
108.5,48
108.75,48
109,48
109.25,48
109.5,48
109.75,48
110,48
110.25,48
110.5,48
110.75,48
111,48
111.25,49
111.5,50
111.75,50
112,50
112.25,50
112.5,50
112.75,50
113,50
113.25,50
113.5,50
113.75,50
114,50
114.25,50
114.5,50
114.75,50
115,50
115.25,50
115.5,50
115.75,50
116,50
116.25,50
116.5,50
116.75,50
117,50
117.25,50
117.5,50
117.75,50
118,50
118.25,50
118.5,50
118.75,50
119,50
119.25,50
119.5,50
119.75,50
120,50
120.25,50
120.5,50
120.75,50
121,50
121.25,50
121.5,50
121.75,50
122,50
122.25,50
122.5,50
122.75,50
123,50
123.25,50
123.5,50
123.75,51
124,51
124.25,51
124.5,51
124.75,51
125,51
125.25,51
125.5,51
125.75,51
126,51
126.25,51
126.5,51
126.75,51
127,51
127.25,51
127.5,51
127.75,51
128,51
128.25,51
128.5,51
128.75,51
129,51
129.25,51
129.5,51
129.75,51
130,51
130.25,51
130.5,51
130.75,51
131,51
131.25,51
131.5,51
131.75,51
132,51
132.25,51
132.5,51
132.75,51
133,51
133.25,51
133.5,51
133.75,51
134,51
134.25,51
134.5,51
134.75,51
135,51
135.25,51
135.5,51
135.75,51
136,51
136.25,51
136.5,51
136.75,51
137,51
137.25,51
137.5,51
137.75,51
138,51
138.25,51
138.5,51
138.75,51
139,51
139.25,51
139.5,51
139.75,51
140,51
140.25,51
140.5,51
140.75,51
141,51
141.25,51
141.5,51
141.75,51
142,51
142.25,51
142.5,51
142.75,51
143,51
143.25,51
143.5,51
143.75,51
144,51
144.25,51
144.5,51
144.75,51
145,51
145.25,51
145.5,51
145.75,51
146,51
146.25,51
146.5,51
146.75,51
147,51
147.25,51
147.5,51
147.75,51
148,51
148.25,51
148.5,51
148.75,51
149,51
149.25,51
149.5,51
149.75,51
150,51
150.25,51
150.5,51
150.75,51
151,51
151.25,51
151.5,51
151.75,51
152,51
152.25,51
152.5,51
152.75,51
153,51
153.25,51
153.5,51
153.75,51
154,51
154.25,51
154.5,51
154.75,51
155,51
155.25,51
155.5,51
155.75,51
156,51
156.25,51
156.5,51
156.75,51
157,51
157.25,51
157.5,51
157.75,51
158,51
158.25,51
158.5,51
158.75,51
159,51
159.25,51
159.5,51
159.75,51
160,51
160.25,51
160.5,51
160.75,51
161,51
161.25,51
161.5,51
161.75,51
162,51
162.25,51
162.5,51
162.75,51
163,51
163.25,51
163.5,51
163.75,51
164,51
164.25,51
164.5,51
164.75,51
165,51
165.25,51
165.5,51
165.75,51
166,51
166.25,51
166.5,51
166.75,51
167,51
167.25,51
167.5,51
167.75,51
168,51
168.25,51
168.5,51
168.75,51
169,51
169.25,51
169.5,51
169.75,51
170,51
170.25,51
170.5,51
170.75,51
171,51
171.25,51
171.5,51
171.75,51
172,51
172.25,51
172.5,51
172.75,51
173,51
173.25,51
173.5,51
173.75,51
174,51
174.25,51
174.5,51
174.75,51
175,51
175.25,51
175.5,51
175.75,51
176,51
176.25,51
176.5,51
176.75,51
177,51
177.25,51
177.5,51
177.75,51
178,51
178.25,51
178.5,51
178.75,51
179,51
179.25,51
179.5,51
179.75,51
180,51
180.25,51
180.5,51
180.75,51
181,51
181.25,51
181.5,51
181.75,51
182,51
182.25,51
182.5,51
182.75,51
183,51
183.25,51
183.5,51
183.75,51
184,51
184.25,51
184.5,51
184.75,51
185,51
185.25,51
185.5,51
185.75,51
186,51
186.25,51
186.5,51
186.75,51
187,51
187.25,51
187.5,51
187.75,51
188,51
188.25,51
188.5,51
188.75,51
189,51
189.25,51
189.5,51
189.75,51
190,51
190.25,51
190.5,51
190.75,51
191,51
191.25,51
191.5,51
191.75,51
192,51
192.25,51
192.5,51
192.75,51
193,51
193.25,51
193.5,51
193.75,51
194,51
194.25,51
194.5,51
194.75,51
195,51
195.25,51
195.5,51
195.75,51
196,51
196.25,51
196.5,51
196.75,51
197,51
197.25,51
197.5,51
197.75,51
198,51
198.25,51
198.5,51
198.75,51
199,51
199.25,51
199.5,51
199.75,51
200,51
200.25,51
200.5,51
200.75,51
201,51
201.25,51
201.5,51
201.75,51
202,51
202.25,51
202.5,51
202.75,51
203,51
203.25,51
203.5,51
203.75,51
204,51
204.25,51
204.5,51
204.75,51
205,51
205.25,51
205.5,51
205.75,51
206,51
206.25,51
206.5,51
206.75,51
207,51
207.25,51
207.5,51
207.75,51
208,51
208.25,51
208.5,51
208.75,51
209,51
209.25,51
209.5,51
209.75,51
210,51
210.25,51
210.5,51
210.75,51
211,51
211.25,51
211.5,51
211.75,51
212,51
212.25,51
212.5,51
212.75,51
213,51
213.25,51
213.5,51
213.75,51
214,51
214.25,51
214.5,51
214.75,51
215,51
215.25,51
215.5,51
215.75,51
216,51
216.25,51
216.5,51
216.75,51
217,51
217.25,51
217.5,51
217.75,51
218,51
218.25,51
218.5,51
218.75,51
219,51
219.25,51
219.5,51
219.75,51
220,51
220.25,51
220.5,51
220.75,51
221,51
221.25,51
221.5,51
221.75,51
222,51
222.25,51
222.5,51
222.75,51
223,51
223.25,51
223.5,51
223.75,51
224,51
224.25,51
224.5,51
224.75,51
225,51
225.25,51
225.5,51
225.75,51
226,51
226.25,51
226.5,51
226.75,51
227,51
227.25,51
227.5,51
227.75,51
228,51
228.25,51
228.5,51
228.75,51
229,51
229.25,51
229.5,51
229.75,51
230,51
230.25,51
230.5,51
230.75,51
231,51
231.25,51
231.5,51
231.75,51
232,51
232.25,51
232.5,51
232.75,51
233,51
233.25,51
233.5,51
233.75,51
234,51
234.25,51
234.5,51
234.75,51
235,51
235.25,51
235.5,51
235.75,51
236,51
236.25,51
236.5,51
236.75,51
237,51
237.25,51
237.5,51
237.75,51
238,51
238.25,51
238.5,51
238.75,51
239,51
239.25,51
239.5,51
239.75,51
240,51
240.25,51
240.5,51
240.75,51
241,51
241.25,51
241.5,51
241.75,51
242,51
242.25,51
242.5,51
242.75,51
243,51
243.25,51
243.5,51
243.75,51
244,51
244.25,51
244.5,51
244.75,51
245,51
245.25,51
245.5,51
245.75,51
246,51
246.25,51
246.5,51
246.75,51
247,51
247.25,51
247.5,51
247.75,51
248,51
248.25,51
248.5,51
248.75,51
249,51
249.25,51
249.5,51
249.75,51
250,51
250.25,51
250.5,51
250.75,51
251,51
251.25,51
251.5,51
251.75,51
252,51
252.25,51
252.5,51
252.75,51
253,51
253.25,51
253.5,51
253.75,51
254,51
254.25,51
254.5,51
254.75,51
255,51
255.25,51
255.5,51
255.75,51
256,51
256.25,51
256.5,51
256.75,51
257,51
257.25,51
257.5,51
257.75,51
258,51
258.25,51
258.5,51
258.75,51
259,51
259.25,51
259.5,51
259.75,51
260,51
260.25,51
260.5,51
260.75,51
261,51
261.25,51
261.5,51
261.75,51
262,51
262.25,51
262.5,51
262.75,51
263,51
263.25,51
263.5,51
263.75,51
264,51
264.25,51
264.5,51
264.75,51
265,51
265.25,51
265.5,51
265.75,51
266,51
266.25,51
266.5,51
266.75,51
267,51
267.25,51
267.5,51
267.75,51
268,51
268.25,51
268.5,51
268.75,51
269,51
269.25,51
269.5,51
269.75,51
270,51
270.25,51
270.5,51
270.75,51
271,51
271.25,51
271.5,51
271.75,51
272,51
272.25,51
272.5,51
272.75,51
273,51
273.25,51
273.5,51
273.75,51
274,51
274.25,51
274.5,51
274.75,51
275,51
275.25,51
275.5,51
275.75,51
276,51
276.25,51
276.5,51
276.75,51
277,51
277.25,51
277.5,51
277.75,51
278,51
278.25,51
278.5,51
278.75,51
279,51
279.25,51
279.5,51
279.75,51
280,51
280.25,51
280.5,51
280.75,51
281,51
281.25,51
281.5,51
281.75,51
282,51
282.25,51
282.5,51
282.75,51
283,51
283.25,51
283.5,51
283.75,51
284,51
284.25,51
284.5,51
284.75,51
285,51
285.25,51
285.5,51
285.75,51
286,51
286.25,51
286.5,51
286.75,51
287,51
287.25,51
287.5,51
287.75,51
288,51
288.25,51
288.5,51
288.75,51
289,51
289.25,51
289.5,51
289.75,51
290,51
290.25,51
290.5,51
290.75,51
291,51
291.25,51
291.5,51
291.75,51
292,51
292.25,51
292.5,51
292.75,51
293,51
293.25,51
293.5,51
293.75,51
294,51
294.25,51
294.5,51
294.75,51
295,51
295.25,51
295.5,51
295.75,51
296,51
296.25,51
296.5,51
296.75,51
297,51
297.25,51
297.5,51
297.75,51
298,51
298.25,51
298.5,51
298.75,51
299,51
299.25,51
299.5,51
299.75,51
300,51
300.25,51
300.5,51
300.75,51
301,51
301.25,51
301.5,51
301.75,51
302,51
302.25,51
302.5,51
302.75,51
303,51
303.25,51
303.5,51
303.75,51
304,51
304.25,51
304.5,51
304.75,51
305,51
305.25,51
305.5,51
305.75,51
306,51
306.25,51
306.5,51
306.75,51
307,51
307.25,51
307.5,51
307.75,51
308,51
308.25,51
308.5,51
308.75,51
309,51
309.25,51
309.5,51
309.75,51
310,51
310.25,51
310.5,51
310.75,51
311,51
311.25,51
311.5,51
311.75,51
312,51
312.25,51
312.5,51
312.75,51
313,51
313.25,51
313.5,51
313.75,51
314,51
314.25,51
314.5,51
314.75,51
315,51
315.25,51
315.5,51
315.75,51
316,51
316.25,51
316.5,51
316.75,51
317,51
317.25,51
317.5,51
317.75,51
318,51
318.25,51
318.5,51
318.75,51
319,51
319.25,51
319.5,51
319.75,51
320,51
320.25,51
320.5,51
320.75,51
321,51
321.25,51
321.5,51
321.75,51
322,51
322.25,51
322.5,51
322.75,51
323,51
323.25,51
323.5,51
323.75,51
324,51
324.25,51
324.5,51
324.75,51
325,51
325.25,51
325.5,51
325.75,51
326,51
326.25,51
326.5,51
326.75,51
327,51
327.25,51
327.5,51
327.75,51
328,51
328.25,51
328.5,51
328.75,51
329,51
329.25,51
329.5,51
329.75,51
330,51
330.25,51
330.5,51
330.75,51
331,51
331.25,51
331.5,51
331.75,51
332,51
332.25,51
332.5,51
332.75,51
333,51
333.25,51
333.5,51
333.75,51
334,51
334.25,51
334.5,51
334.75,51
335,51
335.25,51
335.5,51
335.75,51
336,51
336.25,51
336.5,51
336.75,51
337,51
337.25,51
337.5,51
337.75,51
338,51
338.25,51
338.5,51
338.75,51
339,51
339.25,51
339.5,51
339.75,51
340,51
340.25,51
340.5,51
340.75,51
341,51
341.25,51
341.5,51
341.75,51
342,51
342.25,51
342.5,51
342.75,51
343,51
343.25,51
343.5,51
343.75,51
344,51
344.25,51
344.5,51
344.75,51
345,51
345.25,51
345.5,51
345.75,51
346,51
346.25,51
346.5,51
346.75,51
347,51
347.25,51
347.5,51
347.75,51
348,51
348.25,51
348.5,51
348.75,51
349,51
349.25,51
349.5,51
349.75,51
350,51
350.25,51
350.5,51
350.75,51
351,51
351.25,51
351.5,51
351.75,51
352,51
352.25,51
352.5,51
352.75,51
353,51
353.25,51
353.5,51
353.75,51
354,51
354.25,51
354.5,51
354.75,51
355,51
355.25,51
355.5,51
355.75,51
356,51
356.25,51
356.5,51
356.75,51
357,51
357.25,51
357.5,51
357.75,51
358,51
358.25,51
358.5,51
358.75,51
359,51
359.25,51
359.5,51
359.75,51
360,51
360.25,51
360.5,51
360.75,51
361,51
361.25,51
361.5,51
361.75,51
362,51
362.25,51
362.5,51
362.75,51
363,51
363.25,51
363.5,51
363.75,51
364,51
364.25,51
364.5,51
364.75,51
365,51
365.25,51
365.5,51
365.75,51
366,51
366.25,51
366.5,51
366.75,51
367,51
367.25,51
367.5,51
367.75,51
368,51
368.25,51
368.5,51
368.75,51
369,51
369.25,51
369.5,51
369.75,51
370,51
370.25,51
370.5,51
370.75,51
371,51
371.25,51
371.5,51
371.75,51
372,51
372.25,51
372.5,51
372.75,51
373,51
373.25,51
373.5,51
373.75,51
374,51
374.25,51
374.5,51
374.75,51
375,51
375.25,51
375.5,51
375.75,51
376,51
376.25,51
376.5,51
376.75,51
377,51
377.25,51
377.5,51
377.75,51
378,51
378.25,51
378.5,51
378.75,51
379,51
379.25,51
379.5,51
379.75,51
380,51
380.25,51
380.5,51
380.75,51
381,51
381.25,51
381.5,51
381.75,51
382,51
382.25,51
382.5,51
382.75,51
383,51
383.25,51
383.5,51
383.75,51
384,51
384.25,51
384.5,51
384.75,51
385,51
385.25,51
385.5,51
385.75,51
386,51
386.25,51
386.5,51
386.75,51
387,51
387.25,51
387.5,51
387.75,51
388,51
388.25,51
388.5,51
388.75,51
389,51
389.25,51
389.5,51
389.75,51
390,51
390.25,51
390.5,51
390.75,51
391,51
391.25,51
391.5,51
391.75,51
392,51
392.25,51
392.5,51
392.75,51
393,51
393.25,51
393.5,51
393.75,51
394,51
394.25,51
394.5,51
394.75,51
395,51
395.25,51
395.5,51
395.75,51
396,51
396.25,51
396.5,51
396.75,51
397,51
397.25,51
397.5,51
397.75,51
398,51
398.25,51
398.5,51
398.75,51
399,51
399.25,51
399.5,51
399.75,51
400,51
400.25,51
400.5,51
400.75,51
401,51
401.25,51
401.5,51
401.75,51
402,51
402.25,51
402.5,51
402.75,51
403,51
403.25,51
403.5,51
403.75,51
404,51
404.25,51
404.5,51
404.75,51
405,51
405.25,51
405.5,51
405.75,51
406,51
406.25,51
406.5,51
406.75,51
407,51
407.25,51
407.5,51
407.75,51
408,51
408.25,51
408.5,51
408.75,51
409,51
409.25,51
409.5,51
409.75,51
410,51
410.25,51
410.5,51
410.75,51
411,51
411.25,51
411.5,51
411.75,51
412,51
412.25,51
412.5,51
412.75,51
413,51
413.25,51
413.5,51
413.75,51
414,51
414.25,51
414.5,51
414.75,51
415,51
415.25,51
415.5,51
415.75,51
416,51
416.25,51
416.5,51
416.75,51
417,51
417.25,51
417.5,51
417.75,51
418,51
418.25,51
418.5,51
418.75,51
419,51
419.25,51
419.5,51
419.75,51
420,51
420.25,51
420.5,51
420.75,51
421,51
421.25,51
421.5,51
421.75,51
422,51
422.25,51
422.5,51
422.75,51
423,51
423.25,51
423.5,51
423.75,51
424,51
424.25,51
424.5,51
424.75,51
425,51
425.25,51
425.5,51
425.75,51
426,51
426.25,51
426.5,51
426.75,51
427,51
427.25,51
427.5,51
427.75,51
428,51
428.25,51
428.5,51
428.75,51
429,51
429.25,51
429.5,51
429.75,51
430,51
430.25,51
430.5,51
430.75,51
431,51
431.25,51
431.5,51
431.75,51
432,51
432.25,51
432.5,51
432.75,51
433,51
433.25,51
433.5,51
433.75,51
434,51
434.25,51
434.5,51
434.75,51
435,51
435.25,51
435.5,51
435.75,51
436,51
436.25,51
436.5,51
436.75,51
437,51
437.25,51
437.5,51
437.75,51
438,51
438.25,51
438.5,51
438.75,51
439,51
439.25,51
439.5,51
439.75,51
440,51
440.25,51
440.5,51
440.75,51
441,51
441.25,51
441.5,51
441.75,51
442,51
442.25,51
442.5,51
442.75,51
443,51
443.25,51
443.5,51
443.75,51
444,51
444.25,51
444.5,51
444.75,51
445,51
445.25,51
445.5,51
445.75,51
446,51
446.25,51
446.5,51
446.75,51
447,51
447.25,51
447.5,51
447.75,51
448,51
448.25,51
448.5,51
448.75,51
449,51
449.25,51
449.5,51
449.75,51
450,51
450.25,51
450.5,51
450.75,51
451,51
451.25,51
451.5,51
451.75,51
452,51
452.25,51
452.5,51
452.75,51
453,51
453.25,51
453.5,51
453.75,51
454,51
454.25,51
454.5,51
454.75,51
455,51
455.25,51
455.5,51
455.75,51
456,51
456.25,51
456.5,51
456.75,51
457,51
457.25,51
457.5,51
457.75,51
458,51
458.25,51
458.5,51
458.75,51
459,51
459.25,51
459.5,51
459.75,51
460,51
460.25,51
460.5,51
460.75,51
461,51
461.25,51
461.5,51
461.75,51
462,51
462.25,51
462.5,51
462.75,51
463,51
463.25,51
463.5,51
463.75,51
464,51
464.25,51
464.5,51
464.75,51
465,51
465.25,51
465.5,51
465.75,51
466,51
466.25,51
466.5,51
466.75,51
467,51
467.25,51
467.5,51
467.75,51
468,51
468.25,51
468.5,51
468.75,51
469,51
469.25,51
469.5,51
469.75,51
470,51
470.25,51
470.5,51
470.75,51
471,51
471.25,51
471.5,51
471.75,51
472,51
472.25,51
472.5,51
472.75,51
473,51
473.25,51
473.5,51
473.75,51
474,51
474.25,51
474.5,51
474.75,51
475,51
475.25,51
475.5,51
475.75,51
476,51
476.25,51
476.5,51
476.75,51
477,51
477.25,51
477.5,51
477.75,51
478,51
478.25,51
478.5,51
478.75,51
479,51
479.25,51
479.5,51
479.75,51
480,51
480.25,51
480.5,51
480.75,51
481,51
481.25,51
481.5,51
481.75,51
482,51
482.25,51
482.5,51
482.75,51
483,51
483.25,51
483.5,51
483.75,51
484,51
484.25,51
484.5,51
484.75,51
485,51
485.25,51
485.5,51
485.75,51
486,51
486.25,51
486.5,51
486.75,51
487,51
487.25,51
487.5,51
487.75,51
488,51
488.25,51
488.5,51
488.75,51
489,51
489.25,51
489.5,51
489.75,51
490,51
490.25,51
490.5,51
490.75,51
491,51
491.25,51
491.5,51
491.75,51
492,51
492.25,51
492.5,51
492.75,51
493,51
493.25,51
493.5,51
493.75,51
494,51
494.25,51
494.5,51
494.75,51
495,51
495.25,51
495.5,51
495.75,51
496,51
496.25,51
496.5,51
496.75,51
497,51
497.25,51
497.5,51
497.75,51
498,51
498.25,51
498.5,51
498.75,51
499,51
499.25,51
499.5,51
499.75,51
500,51
500.25,51
500.5,51
500.75,51
501,51
501.25,51
501.5,51
501.75,51
502,51
502.25,51
502.5,51
502.75,51
503,51
503.25,51
503.5,51
503.75,51
504,51
504.25,51
504.5,51
504.75,51
505,51
505.25,51
505.5,51
505.75,51
506,51
506.25,51
506.5,51
506.75,51
507,51
507.25,51
507.5,51
507.75,51
508,51
508.25,51
508.5,51
508.75,51
509,51
509.25,51
509.5,51
509.75,51
510,51
510.25,51
510.5,51
510.75,51
511,51
511.25,51
511.5,51
511.75,51
512,51
512.25,51
512.5,51
512.75,51
513,51
513.25,51
513.5,51
513.75,51
514,51
514.25,51
514.5,51
514.75,51
515,51
515.25,51
515.5,51
515.75,51
516,51
516.25,51
516.5,51
516.75,51
517,51
517.25,51
517.5,51
517.75,51
518,51
518.25,51
518.5,51
518.75,51
519,51
519.25,51
519.5,51
519.75,51
520,51
520.25,51
520.5,51
520.75,51
521,51
521.25,51
521.5,51
521.75,51
522,51
522.25,51
522.5,51
522.75,51
523,51
523.25,51
523.5,51
523.75,51
524,51
524.25,51
524.5,51
524.75,51
525,51
525.25,51
525.5,51
525.75,51
526,51
526.25,51
526.5,51
526.75,51
527,51
527.25,51
527.5,51
527.75,51
528,51
528.25,51
528.5,51
528.75,51
529,51
529.25,51
529.5,51
529.75,51
530,51
530.25,51
530.5,51
530.75,51
531,51
531.25,51
531.5,51
531.75,51
532,51
532.25,51
532.5,51
532.75,51
533,51
533.25,51
533.5,51
533.75,51
534,51
534.25,51
534.5,51
534.75,51
535,51
535.25,51
535.5,51
535.75,51
536,51
536.25,51
536.5,51
536.75,51
537,51
537.25,51
537.5,51
537.75,51
538,51
538.25,51
538.5,51
538.75,51
539,51
539.25,51
539.5,51
539.75,51
540,51
540.25,51
540.5,51
540.75,51
541,51
541.25,51
541.5,51
541.75,51
542,51
542.25,51
542.5,51
542.75,51
543,51
543.25,51
543.5,51
543.75,51
544,51
544.25,51
544.5,51
544.75,51
545,51
545.25,51
545.5,51
545.75,51
546,51
546.25,51
546.5,51
546.75,51
547,51
547.25,51
547.5,51
547.75,51
548,51
548.25,51
548.5,51
548.75,51
549,51
549.25,51
549.5,51
549.75,51
550,51
550.25,51
550.5,51
550.75,51
551,51
551.25,51
551.5,51
551.75,51
552,51
552.25,51
552.5,51
552.75,51
553,51
553.25,51
553.5,51
553.75,51
554,51
554.25,51
554.5,51
554.75,51
555,51
555.25,51
555.5,51
555.75,51
556,51
556.25,51
556.5,51
556.75,51
557,51
557.25,51
557.5,51
557.75,51
558,51
558.25,51
558.5,51
558.75,51
559,51
559.25,51
559.5,51
559.75,51
560,51
560.25,51
560.5,51
560.75,51
561,51
561.25,51
561.5,51
561.75,51
562,51
562.25,51
562.5,51
562.75,51
563,51
563.25,51
563.5,51
563.75,51
564,51
564.25,51
564.5,51
564.75,51
565,51
565.25,51
565.5,51
565.75,51
566,51
566.25,51
566.5,51
566.75,51
567,51
567.25,51
567.5,51
567.75,51
568,51
568.25,51
568.5,51
568.75,51
569,51
569.25,51
569.5,51
569.75,51
570,51
570.25,51
570.5,51
570.75,51
571,51
571.25,51
571.5,51
571.75,51
572,51
572.25,51
572.5,51
572.75,51
573,51
573.25,51
573.5,51
573.75,51
574,51
574.25,51
574.5,51
574.75,51
575,51
575.25,51
575.5,51
575.75,51
576,51
576.25,51
576.5,51
576.75,51
577,51
577.25,51
577.5,51
577.75,51
578,51
578.25,51
578.5,51
578.75,51
579,51
579.25,51
579.5,51
579.75,51
580,51
580.25,51
580.5,51
580.75,51
581,51
581.25,51
581.5,51
581.75,51
582,51
582.25,51
582.5,51
582.75,51
583,51
583.25,51
583.5,51
583.75,51
584,51
584.25,51
584.5,51
584.75,51
585,51
585.25,51
585.5,51
585.75,51
586,51
586.25,51
586.5,51
586.75,51
587,51
587.25,51
587.5,51
587.75,51
588,51
588.25,51
588.5,51
588.75,51
589,51
589.25,51
589.5,51
589.75,51
590,51
590.25,51
590.5,51
590.75,51
591,51
591.25,51
591.5,51
591.75,51
592,51
592.25,51
592.5,51
592.75,51
593,51
593.25,51
593.5,51
593.75,51
594,51
594.25,51
594.5,51
594.75,51
595,51
595.25,51
595.5,51
595.75,51
596,51
596.25,51
596.5,51
596.75,51
597,51
597.25,51
597.5,51
597.75,51
598,51
598.25,51
598.5,51
598.75,51
599,51
599.25,51
599.5,51
599.75,51
