Time,cumulative_mean_fraction_lambda_W
411.25,0.459052
411.5,0.459052
411.75,0.459052
412,0.459052
412.25,0.459052
412.5,0.459052
412.75,0.459052
413,0.459052
413.25,0.459052
413.5,0.459052
413.75,0.459052
414,0.459052
414.25,0.459052
414.5,0.459052
414.75,0.459052
415,0.459052
415.25,0.459052
415.5,0.459052
415.75,0.459052
416,0.459052
416.25,0.459052
416.5,0.459052
416.75,0.459052
417,0.459052
417.25,0.459052
417.5,0.459052
417.75,0.459052
418,0.459052
418.25,0.459052
418.5,0.459052
418.75,0.459052
419,0.459052
419.25,0.459052
419.5,0.459052
419.75,0.459052
420,0.459052
420.25,0.459052
420.5,0.459052
420.75,0.459052
421,0.459052
421.25,0.459052
421.5,0.459052
421.75,0.459052
422,0.459052
422.25,0.459052
422.5,0.459052
422.75,0.459052
423,0.459052
423.25,0.459052
423.5,0.459052
423.75,0.459052
424,0.459052
424.25,0.459052
424.5,0.459052
424.75,0.459052
425,0.459052
425.25,0.459052
425.5,0.459052
425.75,0.459052
426,0.459052
426.25,0.459052
426.5,0.459052
426.75,0.459052
427,0.459052
427.25,0.459052
427.5,0.459052
427.75,0.459052
428,0.459052
428.25,0.459052
428.5,0.459052
428.75,0.459052
429,0.459052
429.25,0.459052
429.5,0.459052
429.75,0.459052
430,0.459052
430.25,0.459052
430.5,0.459052
430.75,0.459052
431,0.459052
431.25,0.459052
431.5,0.459052
431.75,0.459052
432,0.459052
432.25,0.459052
432.5,0.459052
432.75,0.459052
433,0.459052
433.25,0.459052
433.5,0.459052
433.75,0.459052
434,0.459052
434.25,0.459052
434.5,0.459052
434.75,0.459052
435,0.459052
435.25,0.459052
435.5,0.459052
435.75,0.459052
436,0.459052
436.25,0.459052
436.5,0.459052
436.75,0.459052
437,0.459052
437.25,0.459052
437.5,0.459052
437.75,0.459052
438,0.459052
438.25,0.459052
438.5,0.459052
438.75,0.459052
439,0.459052
439.25,0.459052
439.5,0.459052
439.75,0.459052
440,0.459052
440.25,0.459052
440.5,0.459052
440.75,0.459052
441,0.459052
441.25,0.459052
441.5,0.459052
441.75,0.459052
442,0.459052
442.25,0.459052
442.5,0.459052
442.75,0.459052
443,0.459052
443.25,0.459052
443.5,0.459052
443.75,0.459052
444,0.459052
444.25,0.459052
444.5,0.459052
444.75,0.459052
445,0.459052
445.25,0.459052
445.5,0.459052
445.75,0.459052
446,0.459052
446.25,0.459052
446.5,0.459052
446.75,0.459052
447,0.459052
447.25,0.459052
447.5,0.459052
447.75,0.459052
448,0.459052
448.25,0.459052
448.5,0.459052
448.75,0.459052
449,0.459052
449.25,0.459052
449.5,0.459052
449.75,0.459052
450,0.459052
450.25,0.459052
450.5,0.459052
450.75,0.459052
451,0.459052
451.25,0.459052
451.5,0.459052
451.75,0.459052
452,0.459052
452.25,0.459052
452.5,0.459052
452.75,0.459052
453,0.459052
453.25,0.459052
453.5,0.459052
453.75,0.459052
454,0.459052
454.25,0.459052
454.5,0.459052
454.75,0.459052
455,0.459052
455.25,0.459052
455.5,0.459052
455.75,0.459052
456,0.459052
456.25,0.459052
456.5,0.459052
456.75,0.459052
457,0.459052
457.25,0.459052
457.5,0.459052
457.75,0.459052
458,0.459052
458.25,0.459052
458.5,0.459052
458.75,0.459052
459,0.459052
459.25,0.459052
459.5,0.459052
459.75,0.459052
460,0.459052
460.25,0.459052
460.5,0.459052
460.75,0.459052
461,0.459052
461.25,0.459052
461.5,0.459052
461.75,0.459052
462,0.459052
462.25,0.459052
462.5,0.459052
462.75,0.459052
463,0.459052
463.25,0.459052
463.5,0.459052
463.75,0.459052
464,0.459052
464.25,0.459052
464.5,0.459052
464.75,0.459052
465,0.459052
465.25,0.459052
465.5,0.459052
465.75,0.459052
466,0.459052
466.25,0.459052
466.5,0.459052
466.75,0.459052
467,0.459052
467.25,0.459052
467.5,0.459052
467.75,0.459052
468,0.459052
468.25,0.459052
468.5,0.459052
468.75,0.459052
469,0.459052
469.25,0.459052
469.5,0.459052
469.75,0.459052
470,0.459052
470.25,0.459052
470.5,0.459052
470.75,0.459052
471,0.459052
471.25,0.459052
471.5,0.459052
471.75,0.459052
472,0.459052
472.25,0.459052
472.5,0.459052
472.75,0.459052
473,0.459052
473.25,0.459052
473.5,0.459052
473.75,0.459052
474,0.459052
474.25,0.459052
474.5,0.459052
474.75,0.459052
475,0.459052
475.25,0.459052
475.5,0.459052
475.75,0.459052
476,0.459052
476.25,0.459052
476.5,0.459052
476.75,0.459052
477,0.459052
477.25,0.459052
477.5,0.459052
477.75,0.459052
478,0.459052
478.25,0.459052
478.5,0.459052
478.75,0.459052
479,0.459052
479.25,0.459052
479.5,0.459052
479.75,0.459052
480,0.459052
480.25,0.459052
480.5,0.459052
480.75,0.459052
481,0.459052
481.25,0.459052
481.5,0.459052
481.75,0.459052
482,0.459052
482.25,0.459052
482.5,0.459052
482.75,0.459052
483,0.459052
483.25,0.459052
483.5,0.459052
483.75,0.459052
484,0.459052
484.25,0.459052
484.5,0.459052
484.75,0.459052
485,0.459052
485.25,0.459052
485.5,0.459052
485.75,0.459052
486,0.459052
486.25,0.459052
486.5,0.459052
486.75,0.459052
487,0.459052
487.25,0.459052
487.5,0.459052
487.75,0.459052
488,0.459052
488.25,0.459052
488.5,0.459052
488.75,0.459052
489,0.459052
489.25,0.459052
489.5,0.459052
489.75,0.459052
490,0.459052
490.25,0.459052
490.5,0.459052
490.75,0.459052
491,0.459052
491.25,0.459052
491.5,0.459052
491.75,0.459052
492,0.459052
492.25,0.459052
492.5,0.459052
492.75,0.459052
493,0.459052
493.25,0.459052
493.5,0.459052
493.75,0.459052
494,0.459052
494.25,0.459052
494.5,0.459052
494.75,0.459052
495,0.459052
495.25,0.459052
495.5,0.459052
495.75,0.459052
496,0.459052
496.25,0.459052
496.5,0.459052
496.75,0.459052
497,0.459052
497.25,0.459052
497.5,0.459052
497.75,0.459052
498,0.459052
498.25,0.459052
498.5,0.459052
498.75,0.459052
499,0.459052
499.25,0.459052
499.5,0.459052
499.75,0.459052
500,0.459052
500.25,0.459052
500.5,0.459052
500.75,0.459052
501,0.459052
501.25,0.459052
501.5,0.459052
501.75,0.459052
502,0.459052
502.25,0.459052
502.5,0.459052
502.75,0.459052
503,0.459052
503.25,0.459052
503.5,0.459052
503.75,0.459052
504,0.459052
504.25,0.459052
504.5,0.459052
504.75,0.459052
505,0.459052
505.25,0.459052
505.5,0.459052
505.75,0.459052
506,0.459052
506.25,0.459052
506.5,0.459052
506.75,0.459052
507,0.459052
507.25,0.459052
507.5,0.459052
507.75,0.459052
508,0.459052
508.25,0.459052
508.5,0.459052
508.75,0.459052
509,0.459052
509.25,0.459052
509.5,0.459052
509.75,0.459052
510,0.459052
510.25,0.459052
510.5,0.459052
510.75,0.459052
511,0.459052
511.25,0.459052
511.5,0.459052
511.75,0.459052
512,0.459052
512.25,0.459052
512.5,0.459052
512.75,0.459052
513,0.459052
513.25,0.459052
513.5,0.459052
513.75,0.459052
514,0.459052
514.25,0.459052
514.5,0.459052
514.75,0.459052
515,0.459052
515.25,0.459052
515.5,0.459052
515.75,0.459052
516,0.459052
516.25,0.459052
516.5,0.459052
516.75,0.459052
517,0.459052
517.25,0.459052
517.5,0.459052
517.75,0.459052
518,0.459052
518.25,0.459052
518.5,0.459052
518.75,0.459052
519,0.459052
519.25,0.459052
519.5,0.459052
519.75,0.459052
520,0.459052
520.25,0.459052
520.5,0.459052
520.75,0.459052
521,0.459052
521.25,0.459052
521.5,0.459052
521.75,0.459052
522,0.459052
522.25,0.459052
522.5,0.459052
522.75,0.459052
523,0.459052
523.25,0.459052
523.5,0.459052
523.75,0.459052
524,0.459052
524.25,0.459052
524.5,0.459052
524.75,0.459052
525,0.459052
525.25,0.459052
525.5,0.459052
525.75,0.459052
526,0.459052
526.25,0.459052
526.5,0.459052
526.75,0.459052
527,0.459052
527.25,0.459052
527.5,0.459052
527.75,0.459052
528,0.459052
528.25,0.459052
528.5,0.459052
528.75,0.459052
529,0.459052
529.25,0.459052
529.5,0.459052
529.75,0.459052
530,0.459052
530.25,0.459052
530.5,0.459052
530.75,0.459052
531,0.459052
531.25,0.459052
531.5,0.459052
531.75,0.459052
532,0.459052
532.25,0.459052
532.5,0.459052
532.75,0.459052
533,0.459052
533.25,0.459052
533.5,0.459052
533.75,0.459052
534,0.459052
534.25,0.459052
534.5,0.459052
534.75,0.459052
535,0.459052
535.25,0.459052
535.5,0.459052
535.75,0.459052
536,0.459052
536.25,0.459052
536.5,0.459052
536.75,0.459052
537,0.459052
537.25,0.459052
537.5,0.459052
537.75,0.459052
538,0.459052
538.25,0.459052
538.5,0.459052
538.75,0.459052
539,0.459052
539.25,0.459052
539.5,0.459052
539.75,0.459052
540,0.459052
540.25,0.459052
540.5,0.459052
540.75,0.459052
541,0.459052
541.25,0.459052
541.5,0.459052
541.75,0.459052
542,0.459052
542.25,0.459052
542.5,0.459052
542.75,0.459052
543,0.459052
543.25,0.459052
543.5,0.459052
543.75,0.459052
544,0.459052
544.25,0.459052
544.5,0.459052
544.75,0.459052
545,0.459052
545.25,0.459052
545.5,0.459052
545.75,0.459052
546,0.459052
546.25,0.459052
546.5,0.459052
546.75,0.459052
547,0.459052
547.25,0.459052
547.5,0.459052
547.75,0.459052
548,0.459052
548.25,0.459052
548.5,0.459052
548.75,0.459052
549,0.459052
549.25,0.459052
549.5,0.459052
549.75,0.459052
550,0.459052
550.25,0.459052
550.5,0.459052
550.75,0.459052
551,0.459052
551.25,0.459052
551.5,0.459052
551.75,0.459052
552,0.459052
552.25,0.459052
552.5,0.459052
552.75,0.459052
553,0.459052
553.25,0.459052
553.5,0.459052
553.75,0.459052
554,0.459052
554.25,0.459052
554.5,0.459052
554.75,0.459052
555,0.459052
555.25,0.459052
555.5,0.459052
555.75,0.459052
556,0.459052
556.25,0.459052
556.5,0.459052
556.75,0.459052
557,0.459052
557.25,0.459052
557.5,0.459052
557.75,0.459052
558,0.459052
558.25,0.459052
558.5,0.459052
558.75,0.459052
559,0.459052
559.25,0.459052
559.5,0.459052
559.75,0.459052
560,0.459052
560.25,0.459052
560.5,0.459052
560.75,0.459052
561,0.459052
561.25,0.459052
561.5,0.459052
561.75,0.459052
562,0.459052
562.25,0.459052
562.5,0.459052
562.75,0.459052
563,0.459052
563.25,0.459052
563.5,0.459052
563.75,0.459052
564,0.459052
564.25,0.459052
564.5,0.459052
564.75,0.459052
565,0.459052
565.25,0.459052
565.5,0.459052
565.75,0.459052
566,0.459052
566.25,0.459052
566.5,0.459052
566.75,0.459052
567,0.459052
567.25,0.459052
567.5,0.459052
567.75,0.459052
568,0.459052
568.25,0.459052
568.5,0.459052
568.75,0.459052
569,0.459052
569.25,0.459052
569.5,0.459052
569.75,0.459052
570,0.459052
570.25,0.459052
570.5,0.459052
570.75,0.459052
571,0.459052
571.25,0.459052
571.5,0.459052
571.75,0.459052
572,0.459052
572.25,0.459052
572.5,0.459052
572.75,0.459052
573,0.459052
573.25,0.459052
573.5,0.459052
573.75,0.459052
574,0.459052
574.25,0.459052
574.5,0.459052
574.75,0.459052
575,0.459052
575.25,0.459052
575.5,0.459052
575.75,0.459052
576,0.459052
576.25,0.459052
576.5,0.459052
576.75,0.459052
577,0.459052
577.25,0.459052
577.5,0.459052
577.75,0.459052
578,0.459052
578.25,0.459052
578.5,0.459052
578.75,0.459052
579,0.459052
579.25,0.459052
579.5,0.459052
579.75,0.459052
580,0.459052
580.25,0.459052
580.5,0.459052
580.75,0.459052
581,0.459052
581.25,0.459052
581.5,0.459052
581.75,0.459052
582,0.459052
582.25,0.459052
582.5,0.459052
582.75,0.459052
583,0.459052
583.25,0.459052
583.5,0.459052
583.75,0.459052
584,0.459052
584.25,0.459052
584.5,0.459052
584.75,0.459052
585,0.459052
585.25,0.459052
585.5,0.459052
585.75,0.459052
586,0.459052
586.25,0.459052
586.5,0.459052
586.75,0.459052
587,0.459052
587.25,0.459052
587.5,0.459052
587.75,0.459052
588,0.459052
588.25,0.459052
588.5,0.459052
588.75,0.459052
589,0.459052
589.25,0.459052
589.5,0.459052
589.75,0.459052
590,0.459052
590.25,0.459052
590.5,0.459052
590.75,0.459052
591,0.459052
591.25,0.459052
591.5,0.459052
591.75,0.459052
592,0.459052
592.25,0.459052
592.5,0.459052
592.75,0.459052
593,0.459052
593.25,0.459052
593.5,0.459052
593.75,0.459052
594,0.459052
594.25,0.459052
594.5,0.459052
594.75,0.459052
595,0.459052
595.25,0.459052
595.5,0.459052
595.75,0.459052
596,0.459052
596.25,0.459052
596.5,0.459052
596.75,0.459052
597,0.459052
597.25,0.459052
597.5,0.459052
597.75,0.459052
598,0.459052
598.25,0.459052
598.5,0.459052
598.75,0.459052
599,0.459052
599.25,0.459052
599.5,0.459052
599.75,0.459052
