Time,num_recovered
129,9592
129.25,9592
129.5,9592
129.75,9592
130,9592
130.25,9592
130.5,9593
130.75,9593
131,9593
131.25,9594
131.5,9595
131.75,9595
132,9595
132.25,9596
132.5,9596
132.75,9596
133,9596
133.25,9597
133.5,9597
133.75,9597
134,9597
134.25,9597
134.5,9598
134.75,9598
135,9599
135.25,9599
135.5,9599
135.75,9601
136,9601
136.25,9602
136.5,9602
136.75,9602
137,9602
137.25,9602
137.5,9602
137.75,9602
138,9602
138.25,9602
138.5,9602
138.75,9602
139,9603
139.25,9603
139.5,9603
139.75,9603
140,9603
140.25,9603
140.5,9603
140.75,9603
141,9603
141.25,9603
141.5,9603
141.75,9603
142,9603
142.25,9603
142.5,9603
142.75,9603
143,9603
143.25,9603
143.5,9603
143.75,9603
144,9604
144.25,9604
144.5,9604
144.75,9604
145,9604
145.25,9604
145.5,9605
145.75,9605
146,9605
146.25,9605
146.5,9605
146.75,9605
147,9605
147.25,9605
147.5,9605
147.75,9605
148,9605
148.25,9605
148.5,9605
148.75,9605
149,9605
149.25,9605
149.5,9605
149.75,9605
150,9605
150.25,9605
150.5,9605
150.75,9605
151,9605
151.25,9605
151.5,9605
151.75,9605
152,9605
152.25,9605
152.5,9605
152.75,9605
153,9605
153.25,9605
153.5,9605
153.75,9605
154,9605
154.25,9605
154.5,9605
154.75,9605
155,9605
155.25,9605
155.5,9605
155.75,9605
156,9605
156.25,9605
156.5,9605
156.75,9605
157,9605
157.25,9605
157.5,9605
157.75,9605
158,9605
158.25,9605
158.5,9605
158.75,9605
159,9605
159.25,9605
159.5,9605
159.75,9605
160,9605
160.25,9605
160.5,9605
160.75,9605
161,9605
161.25,9605
161.5,9605
161.75,9605
162,9605
162.25,9605
162.5,9605
162.75,9605
163,9605
163.25,9605
163.5,9605
163.75,9605
164,9605
164.25,9605
164.5,9605
164.75,9605
165,9605
165.25,9605
165.5,9605
165.75,9605
166,9605
166.25,9605
166.5,9605
166.75,9605
167,9605
167.25,9605
167.5,9605
167.75,9605
168,9605
168.25,9605
168.5,9605
168.75,9605
169,9605
169.25,9605
169.5,9605
169.75,9605
170,9605
170.25,9605
170.5,9605
170.75,9605
171,9605
171.25,9605
171.5,9605
171.75,9605
172,9605
172.25,9605
172.5,9605
172.75,9605
173,9605
173.25,9605
173.5,9605
173.75,9605
174,9605
174.25,9605
174.5,9605
174.75,9605
175,9605
175.25,9605
175.5,9605
175.75,9605
176,9605
176.25,9605
176.5,9605
176.75,9605
177,9605
177.25,9605
177.5,9605
177.75,9605
178,9605
178.25,9605
178.5,9605
178.75,9605
179,9605
179.25,9605
179.5,9605
179.75,9605
180,9605
180.25,9605
180.5,9605
180.75,9605
181,9605
181.25,9605
181.5,9605
181.75,9605
182,9605
182.25,9605
182.5,9605
182.75,9605
183,9605
183.25,9605
183.5,9605
183.75,9605
184,9605
184.25,9605
184.5,9605
184.75,9605
185,9605
185.25,9605
185.5,9605
185.75,9605
186,9605
186.25,9605
186.5,9605
186.75,9605
187,9605
187.25,9605
187.5,9605
187.75,9605
188,9605
188.25,9605
188.5,9605
188.75,9605
189,9605
189.25,9605
189.5,9605
189.75,9605
190,9605
190.25,9605
190.5,9605
190.75,9605
191,9605
191.25,9605
191.5,9605
191.75,9605
192,9605
192.25,9605
192.5,9605
192.75,9605
193,9605
193.25,9605
193.5,9605
193.75,9605
194,9605
194.25,9605
194.5,9605
194.75,9605
195,9605
195.25,9605
195.5,9605
195.75,9605
196,9605
196.25,9605
196.5,9605
196.75,9605
197,9605
197.25,9605
197.5,9605
197.75,9605
198,9605
198.25,9605
198.5,9605
198.75,9605
199,9605
199.25,9605
199.5,9605
199.75,9605
200,9605
200.25,9605
200.5,9605
200.75,9605
201,9605
201.25,9605
201.5,9605
201.75,9605
202,9605
202.25,9605
202.5,9605
202.75,9605
203,9605
203.25,9605
203.5,9605
203.75,9605
204,9605
204.25,9605
204.5,9605
204.75,9605
205,9605
205.25,9605
205.5,9605
205.75,9605
206,9605
206.25,9605
206.5,9605
206.75,9605
207,9605
207.25,9605
207.5,9605
207.75,9605
208,9605
208.25,9605
208.5,9605
208.75,9605
209,9605
209.25,9605
209.5,9605
209.75,9605
210,9605
210.25,9605
210.5,9605
210.75,9605
211,9605
211.25,9605
211.5,9605
211.75,9605
212,9605
212.25,9605
212.5,9605
212.75,9605
213,9605
213.25,9605
213.5,9605
213.75,9605
214,9605
214.25,9605
214.5,9605
214.75,9605
215,9605
215.25,9605
215.5,9605
215.75,9605
216,9605
216.25,9605
216.5,9605
216.75,9605
217,9605
217.25,9605
