Time,cumulative_mean_fraction_lambda_H
411,0.415921
411.25,0.415921
411.5,0.415921
411.75,0.415921
412,0.415921
412.25,0.415921
412.5,0.415921
412.75,0.415921
413,0.415921
413.25,0.415921
413.5,0.415921
413.75,0.415921
414,0.415921
414.25,0.415921
414.5,0.415921
414.75,0.415921
415,0.415921
415.25,0.415921
415.5,0.415921
415.75,0.415921
416,0.415921
416.25,0.415921
416.5,0.415921
416.75,0.415921
417,0.415921
417.25,0.415921
417.5,0.415921
417.75,0.415921
418,0.415921
418.25,0.415921
418.5,0.415921
418.75,0.415921
419,0.415921
419.25,0.415921
419.5,0.415921
419.75,0.415921
420,0.415921
420.25,0.415921
420.5,0.415921
420.75,0.415921
421,0.415921
421.25,0.415921
421.5,0.415921
421.75,0.415921
422,0.415921
422.25,0.415921
422.5,0.415921
422.75,0.415921
423,0.415921
423.25,0.415921
423.5,0.415921
423.75,0.415921
424,0.415921
424.25,0.415921
424.5,0.415921
424.75,0.415921
425,0.415921
425.25,0.415921
425.5,0.415921
425.75,0.415921
426,0.415921
426.25,0.415921
426.5,0.415921
426.75,0.415921
427,0.415921
427.25,0.415921
427.5,0.415921
427.75,0.415921
428,0.415921
428.25,0.415921
428.5,0.415921
428.75,0.415921
429,0.415921
429.25,0.415921
429.5,0.415921
429.75,0.415921
430,0.415921
430.25,0.415921
430.5,0.415921
430.75,0.415921
431,0.415921
431.25,0.415921
431.5,0.415921
431.75,0.415921
432,0.415921
432.25,0.415921
432.5,0.415921
432.75,0.415921
433,0.415921
433.25,0.415921
433.5,0.415921
433.75,0.415921
434,0.415921
434.25,0.415921
434.5,0.415921
434.75,0.415921
435,0.415921
435.25,0.415921
435.5,0.415921
435.75,0.415921
436,0.415921
436.25,0.415921
436.5,0.415921
436.75,0.415921
437,0.415921
437.25,0.415921
437.5,0.415921
437.75,0.415921
438,0.415921
438.25,0.415921
438.5,0.415921
438.75,0.415921
439,0.415921
439.25,0.415921
439.5,0.415921
439.75,0.415921
440,0.415921
440.25,0.415921
440.5,0.415921
440.75,0.415921
441,0.415921
441.25,0.415921
441.5,0.415921
441.75,0.415921
442,0.415921
442.25,0.415921
442.5,0.415921
442.75,0.415921
443,0.415921
443.25,0.415921
443.5,0.415921
443.75,0.415921
444,0.415921
444.25,0.415921
444.5,0.415921
444.75,0.415921
445,0.415921
445.25,0.415921
445.5,0.415921
445.75,0.415921
446,0.415921
446.25,0.415921
446.5,0.415921
446.75,0.415921
447,0.415921
447.25,0.415921
447.5,0.415921
447.75,0.415921
448,0.415921
448.25,0.415921
448.5,0.415921
448.75,0.415921
449,0.415921
449.25,0.415921
449.5,0.415921
449.75,0.415921
450,0.415921
450.25,0.415921
450.5,0.415921
450.75,0.415921
451,0.415921
451.25,0.415921
451.5,0.415921
451.75,0.415921
452,0.415921
452.25,0.415921
452.5,0.415921
452.75,0.415921
453,0.415921
453.25,0.415921
453.5,0.415921
453.75,0.415921
454,0.415921
454.25,0.415921
454.5,0.415921
454.75,0.415921
455,0.415921
455.25,0.415921
455.5,0.415921
455.75,0.415921
456,0.415921
456.25,0.415921
456.5,0.415921
456.75,0.415921
457,0.415921
457.25,0.415921
457.5,0.415921
457.75,0.415921
458,0.415921
458.25,0.415921
458.5,0.415921
458.75,0.415921
459,0.415921
459.25,0.415921
459.5,0.415921
459.75,0.415921
460,0.415921
460.25,0.415921
460.5,0.415921
460.75,0.415921
461,0.415921
461.25,0.415921
461.5,0.415921
461.75,0.415921
462,0.415921
462.25,0.415921
462.5,0.415921
462.75,0.415921
463,0.415921
463.25,0.415921
463.5,0.415921
463.75,0.415921
464,0.415921
464.25,0.415921
464.5,0.415921
464.75,0.415921
465,0.415921
465.25,0.415921
465.5,0.415921
465.75,0.415921
466,0.415921
466.25,0.415921
466.5,0.415921
466.75,0.415921
467,0.415921
467.25,0.415921
467.5,0.415921
467.75,0.415921
468,0.415921
468.25,0.415921
468.5,0.415921
468.75,0.415921
469,0.415921
469.25,0.415921
469.5,0.415921
469.75,0.415921
470,0.415921
470.25,0.415921
470.5,0.415921
470.75,0.415921
471,0.415921
471.25,0.415921
471.5,0.415921
471.75,0.415921
472,0.415921
472.25,0.415921
472.5,0.415921
472.75,0.415921
473,0.415921
473.25,0.415921
473.5,0.415921
473.75,0.415921
474,0.415921
474.25,0.415921
474.5,0.415921
474.75,0.415921
475,0.415921
475.25,0.415921
475.5,0.415921
475.75,0.415921
476,0.415921
476.25,0.415921
476.5,0.415921
476.75,0.415921
477,0.415921
477.25,0.415921
477.5,0.415921
477.75,0.415921
478,0.415921
478.25,0.415921
478.5,0.415921
478.75,0.415921
479,0.415921
479.25,0.415921
479.5,0.415921
479.75,0.415921
480,0.415921
480.25,0.415921
480.5,0.415921
480.75,0.415921
481,0.415921
481.25,0.415921
481.5,0.415921
481.75,0.415921
482,0.415921
482.25,0.415921
482.5,0.415921
482.75,0.415921
483,0.415921
483.25,0.415921
483.5,0.415921
483.75,0.415921
484,0.415921
484.25,0.415921
484.5,0.415921
484.75,0.415921
485,0.415921
485.25,0.415921
485.5,0.415921
485.75,0.415921
486,0.415921
486.25,0.415921
486.5,0.415921
486.75,0.415921
487,0.415921
487.25,0.415921
487.5,0.415921
487.75,0.415921
488,0.415921
488.25,0.415921
488.5,0.415921
488.75,0.415921
489,0.415921
489.25,0.415921
489.5,0.415921
489.75,0.415921
490,0.415921
490.25,0.415921
490.5,0.415921
490.75,0.415921
491,0.415921
491.25,0.415921
491.5,0.415921
491.75,0.415921
492,0.415921
492.25,0.415921
492.5,0.415921
492.75,0.415921
493,0.415921
493.25,0.415921
493.5,0.415921
493.75,0.415921
494,0.415921
494.25,0.415921
494.5,0.415921
494.75,0.415921
495,0.415921
495.25,0.415921
495.5,0.415921
495.75,0.415921
496,0.415921
496.25,0.415921
496.5,0.415921
496.75,0.415921
497,0.415921
497.25,0.415921
497.5,0.415921
497.75,0.415921
498,0.415921
498.25,0.415921
498.5,0.415921
498.75,0.415921
499,0.415921
499.25,0.415921
499.5,0.415921
499.75,0.415921
500,0.415921
500.25,0.415921
500.5,0.415921
500.75,0.415921
501,0.415921
501.25,0.415921
501.5,0.415921
501.75,0.415921
502,0.415921
502.25,0.415921
502.5,0.415921
502.75,0.415921
503,0.415921
503.25,0.415921
503.5,0.415921
503.75,0.415921
504,0.415921
504.25,0.415921
504.5,0.415921
504.75,0.415921
505,0.415921
505.25,0.415921
505.5,0.415921
505.75,0.415921
506,0.415921
506.25,0.415921
506.5,0.415921
506.75,0.415921
507,0.415921
507.25,0.415921
507.5,0.415921
507.75,0.415921
508,0.415921
508.25,0.415921
508.5,0.415921
508.75,0.415921
509,0.415921
509.25,0.415921
509.5,0.415921
509.75,0.415921
510,0.415921
510.25,0.415921
510.5,0.415921
510.75,0.415921
511,0.415921
511.25,0.415921
511.5,0.415921
511.75,0.415921
512,0.415921
512.25,0.415921
512.5,0.415921
512.75,0.415921
513,0.415921
513.25,0.415921
513.5,0.415921
513.75,0.415921
514,0.415921
514.25,0.415921
514.5,0.415921
514.75,0.415921
515,0.415921
515.25,0.415921
515.5,0.415921
515.75,0.415921
516,0.415921
516.25,0.415921
516.5,0.415921
516.75,0.415921
517,0.415921
517.25,0.415921
517.5,0.415921
517.75,0.415921
518,0.415921
518.25,0.415921
518.5,0.415921
518.75,0.415921
519,0.415921
519.25,0.415921
519.5,0.415921
519.75,0.415921
520,0.415921
520.25,0.415921
520.5,0.415921
520.75,0.415921
521,0.415921
521.25,0.415921
521.5,0.415921
521.75,0.415921
522,0.415921
522.25,0.415921
522.5,0.415921
522.75,0.415921
523,0.415921
523.25,0.415921
523.5,0.415921
523.75,0.415921
524,0.415921
524.25,0.415921
524.5,0.415921
524.75,0.415921
525,0.415921
525.25,0.415921
525.5,0.415921
525.75,0.415921
526,0.415921
526.25,0.415921
526.5,0.415921
526.75,0.415921
527,0.415921
527.25,0.415921
527.5,0.415921
527.75,0.415921
528,0.415921
528.25,0.415921
528.5,0.415921
528.75,0.415921
529,0.415921
529.25,0.415921
529.5,0.415921
529.75,0.415921
530,0.415921
530.25,0.415921
530.5,0.415921
530.75,0.415921
531,0.415921
531.25,0.415921
531.5,0.415921
531.75,0.415921
532,0.415921
532.25,0.415921
532.5,0.415921
532.75,0.415921
533,0.415921
533.25,0.415921
533.5,0.415921
533.75,0.415921
534,0.415921
534.25,0.415921
534.5,0.415921
534.75,0.415921
535,0.415921
535.25,0.415921
535.5,0.415921
535.75,0.415921
536,0.415921
536.25,0.415921
536.5,0.415921
536.75,0.415921
537,0.415921
537.25,0.415921
537.5,0.415921
537.75,0.415921
538,0.415921
538.25,0.415921
538.5,0.415921
538.75,0.415921
539,0.415921
539.25,0.415921
539.5,0.415921
539.75,0.415921
540,0.415921
540.25,0.415921
540.5,0.415921
540.75,0.415921
541,0.415921
541.25,0.415921
541.5,0.415921
541.75,0.415921
542,0.415921
542.25,0.415921
542.5,0.415921
542.75,0.415921
543,0.415921
543.25,0.415921
543.5,0.415921
543.75,0.415921
544,0.415921
544.25,0.415921
544.5,0.415921
544.75,0.415921
545,0.415921
545.25,0.415921
545.5,0.415921
545.75,0.415921
546,0.415921
546.25,0.415921
546.5,0.415921
546.75,0.415921
547,0.415921
547.25,0.415921
547.5,0.415921
547.75,0.415921
548,0.415921
548.25,0.415921
548.5,0.415921
548.75,0.415921
549,0.415921
549.25,0.415921
549.5,0.415921
549.75,0.415921
550,0.415921
550.25,0.415921
550.5,0.415921
550.75,0.415921
551,0.415921
551.25,0.415921
551.5,0.415921
551.75,0.415921
552,0.415921
552.25,0.415921
552.5,0.415921
552.75,0.415921
553,0.415921
553.25,0.415921
553.5,0.415921
553.75,0.415921
554,0.415921
554.25,0.415921
554.5,0.415921
554.75,0.415921
555,0.415921
555.25,0.415921
555.5,0.415921
555.75,0.415921
556,0.415921
556.25,0.415921
556.5,0.415921
556.75,0.415921
557,0.415921
557.25,0.415921
557.5,0.415921
557.75,0.415921
558,0.415921
558.25,0.415921
558.5,0.415921
558.75,0.415921
559,0.415921
559.25,0.415921
559.5,0.415921
559.75,0.415921
560,0.415921
560.25,0.415921
560.5,0.415921
560.75,0.415921
561,0.415921
561.25,0.415921
561.5,0.415921
561.75,0.415921
562,0.415921
562.25,0.415921
562.5,0.415921
562.75,0.415921
563,0.415921
563.25,0.415921
563.5,0.415921
563.75,0.415921
564,0.415921
564.25,0.415921
564.5,0.415921
564.75,0.415921
565,0.415921
565.25,0.415921
565.5,0.415921
565.75,0.415921
566,0.415921
566.25,0.415921
566.5,0.415921
566.75,0.415921
567,0.415921
567.25,0.415921
567.5,0.415921
567.75,0.415921
568,0.415921
568.25,0.415921
568.5,0.415921
568.75,0.415921
569,0.415921
569.25,0.415921
569.5,0.415921
569.75,0.415921
570,0.415921
570.25,0.415921
570.5,0.415921
570.75,0.415921
571,0.415921
571.25,0.415921
571.5,0.415921
571.75,0.415921
572,0.415921
572.25,0.415921
572.5,0.415921
572.75,0.415921
573,0.415921
573.25,0.415921
573.5,0.415921
573.75,0.415921
574,0.415921
574.25,0.415921
574.5,0.415921
574.75,0.415921
575,0.415921
575.25,0.415921
575.5,0.415921
575.75,0.415921
576,0.415921
576.25,0.415921
576.5,0.415921
576.75,0.415921
577,0.415921
577.25,0.415921
577.5,0.415921
577.75,0.415921
578,0.415921
578.25,0.415921
578.5,0.415921
578.75,0.415921
579,0.415921
579.25,0.415921
579.5,0.415921
579.75,0.415921
580,0.415921
580.25,0.415921
580.5,0.415921
580.75,0.415921
581,0.415921
581.25,0.415921
581.5,0.415921
581.75,0.415921
582,0.415921
582.25,0.415921
582.5,0.415921
582.75,0.415921
583,0.415921
583.25,0.415921
583.5,0.415921
583.75,0.415921
584,0.415921
584.25,0.415921
584.5,0.415921
584.75,0.415921
585,0.415921
585.25,0.415921
585.5,0.415921
585.75,0.415921
586,0.415921
586.25,0.415921
586.5,0.415921
586.75,0.415921
587,0.415921
587.25,0.415921
587.5,0.415921
587.75,0.415921
588,0.415921
588.25,0.415921
588.5,0.415921
588.75,0.415921
589,0.415921
589.25,0.415921
589.5,0.415921
589.75,0.415921
590,0.415921
590.25,0.415921
590.5,0.415921
590.75,0.415921
591,0.415921
591.25,0.415921
591.5,0.415921
591.75,0.415921
592,0.415921
592.25,0.415921
592.5,0.415921
592.75,0.415921
593,0.415921
593.25,0.415921
593.5,0.415921
593.75,0.415921
594,0.415921
594.25,0.415921
594.5,0.415921
594.75,0.415921
595,0.415921
595.25,0.415921
595.5,0.415921
595.75,0.415921
596,0.415921
596.25,0.415921
596.5,0.415921
596.75,0.415921
597,0.415921
597.25,0.415921
597.5,0.415921
597.75,0.415921
598,0.415921
598.25,0.415921
598.5,0.415921
598.75,0.415921
599,0.415921
599.25,0.415921
599.5,0.415921
599.75,0.415921
