Time,cumulative_mean_fraction_lambda_H
61.5,0.309041
61.75,0.308214
62,0.308914
62.25,0.308696
62.5,0.308417
62.75,0.3083
63,0.307557
63.25,0.308464
63.5,0.309251
63.75,0.30853
64,0.309198
64.25,0.309188
64.5,0.309496
64.75,0.309219
65,0.30823
65.25,0.308109
65.5,0.308562
65.75,0.308335
66,0.30868
66.25,0.309295
66.5,0.308899
66.75,0.308273
67,0.306337
67.25,0.305574
67.5,0.305134
67.75,0.304368
68,0.302963
68.25,0.30335
68.5,0.30312
68.75,0.302233
69,0.301384
69.25,0.300283
69.5,0.299512
69.75,0.299215
70,0.299263
70.25,0.300927
70.5,0.304572
70.75,0.30896
71,0.312514
71.25,0.316369
71.5,0.320845
71.75,0.324901
72,0.32977
72.25,0.332863
72.5,0.336386
72.75,0.340532
73,0.343589
73.25,0.346893
73.5,0.350124
73.75,0.353515
74,0.356828
74.25,0.35965
74.5,0.361719
74.75,0.363979
75,0.366557
75.25,0.369115
75.5,0.370955
75.75,0.373595
76,0.375488
76.25,0.377657
76.5,0.379255
76.75,0.381303
77,0.382993
77.25,0.384083
77.5,0.38538
77.75,0.386175
78,0.387265
78.25,0.388394
78.5,0.389753
78.75,0.390732
79,0.391114
79.25,0.392297
79.5,0.393263
79.75,0.393996
80,0.394365
80.25,0.39494
80.5,0.395803
80.75,0.396641
81,0.396936
81.25,0.397275
81.5,0.397883
81.75,0.398198
82,0.39947
82.25,0.400379
82.5,0.401086
82.75,0.401238
83,0.401853
83.25,0.402224
83.5,0.402857
83.75,0.40329
84,0.403504
84.25,0.403786
84.5,0.403956
84.75,0.404256
85,0.404664
85.25,0.404962
85.5,0.404956
85.75,0.405494
86,0.405792
86.25,0.40624
86.5,0.406324
86.75,0.406878
87,0.406678
87.25,0.406742
87.5,0.406675
87.75,0.406907
88,0.407159
88.25,0.407518
88.5,0.407578
88.75,0.407872
89,0.408083
89.25,0.408396
89.5,0.408607
89.75,0.408646
90,0.408899
90.25,0.409274
90.5,0.409333
90.75,0.409794
91,0.409832
91.25,0.409871
91.5,0.410098
91.75,0.410161
92,0.410243
92.25,0.410451
92.5,0.41064
92.75,0.410741
93,0.410716
93.25,0.410923
93.5,0.411236
93.75,0.41155
94,0.41165
94.25,0.411837
94.5,0.412025
94.75,0.412106
95,0.412418
95.25,0.412392
95.5,0.412704
95.75,0.412741
96,0.41276
96.25,0.412691
96.5,0.412771
96.75,0.412852
97,0.412758
97.25,0.412882
97.5,0.413024
97.75,0.413024
98,0.413105
98.25,0.413185
98.5,0.41316
98.75,0.413116
99,0.413178
99.25,0.413178
99.5,0.413259
99.75,0.41332
100,0.413506
100.25,0.413568
100.5,0.413586
100.75,0.413648
101,0.41371
101.25,0.413834
101.5,0.414019
101.75,0.414081
102,0.414451
102.25,0.414715
102.5,0.414856
102.75,0.414936
103,0.414954
103.25,0.414954
103.5,0.415015
103.75,0.414972
104,0.415095
104.25,0.415051
104.5,0.415069
104.75,0.415069
105,0.41513
105.25,0.415192
105.5,0.415209
105.75,0.415271
106,0.415271
106.25,0.415271
106.5,0.415271
106.75,0.415394
107,0.415394
107.25,0.415394
107.5,0.41535
107.75,0.415411
108,0.415491
108.25,0.415491
108.5,0.415552
108.75,0.415552
109,0.415552
109.25,0.415552
109.5,0.415552
109.75,0.415552
110,0.415552
110.25,0.415552
110.5,0.415552
110.75,0.415613
111,0.41557
111.25,0.41557
111.5,0.415526
111.75,0.415526
112,0.415526
112.25,0.415439
112.5,0.415457
112.75,0.415457
113,0.415457
113.25,0.415413
113.5,0.415597
113.75,0.415597
114,0.415553
114.25,0.415553
114.5,0.415737
114.75,0.415693
115,0.415693
115.25,0.415693
115.5,0.415693
115.75,0.415693
116,0.415693
116.25,0.415693
116.5,0.415693
116.75,0.41565
117,0.41565
117.25,0.415711
117.5,0.415711
117.75,0.415668
118,0.415668
118.25,0.415668
118.5,0.415668
118.75,0.415668
119,0.415624
119.25,0.415581
119.5,0.415581
119.75,0.415581
120,0.415581
120.25,0.415581
120.5,0.415581
120.75,0.415537
121,0.415537
121.25,0.415537
121.5,0.415537
121.75,0.415537
122,0.415598
122.25,0.415598
122.5,0.415598
122.75,0.415659
123,0.415659
123.25,0.415721
123.5,0.415843
123.75,0.415843
124,0.415843
124.25,0.415843
124.5,0.415843
124.75,0.415904
125,0.415904
125.25,0.415904
125.5,0.415904
125.75,0.415904
126,0.415904
126.25,0.415904
126.5,0.415904
126.75,0.415904
127,0.415904
127.25,0.415904
127.5,0.415904
127.75,0.415904
128,0.415904
128.25,0.415904
128.5,0.415904
128.75,0.415904
129,0.415904
129.25,0.415904
129.5,0.41586
129.75,0.41586
130,0.41586
130.25,0.415921
130.5,0.415921
130.75,0.415921
131,0.415921
131.25,0.415921
131.5,0.415921
131.75,0.415921
132,0.415921
132.25,0.415921
132.5,0.415921
132.75,0.415921
133,0.415921
133.25,0.415921
133.5,0.415921
133.75,0.415921
134,0.415921
134.25,0.415921
134.5,0.415921
134.75,0.415921
135,0.415921
135.25,0.415921
135.5,0.415921
135.75,0.415921
136,0.415921
136.25,0.415921
136.5,0.415921
136.75,0.415921
137,0.415921
137.25,0.415921
137.5,0.415921
137.75,0.415921
138,0.415921
138.25,0.415921
138.5,0.415921
138.75,0.415921
139,0.415921
139.25,0.415921
139.5,0.415921
139.75,0.415921
140,0.415921
140.25,0.415921
140.5,0.415921
140.75,0.415921
141,0.415921
141.25,0.415921
141.5,0.415921
141.75,0.415921
142,0.415921
142.25,0.415921
142.5,0.415921
142.75,0.415921
143,0.415921
143.25,0.415921
143.5,0.415921
143.75,0.415921
144,0.415921
144.25,0.415921
144.5,0.415921
144.75,0.415921
145,0.415921
145.25,0.415921
145.5,0.415921
145.75,0.415921
146,0.415921
146.25,0.415921
146.5,0.415921
146.75,0.415921
147,0.415921
147.25,0.415921
147.5,0.415921
147.75,0.415921
148,0.415921
148.25,0.415921
148.5,0.415921
148.75,0.415921
149,0.415921
149.25,0.415921
149.5,0.415921
149.75,0.415921
150,0.415921
150.25,0.415921
150.5,0.415921
150.75,0.415921
151,0.415921
151.25,0.415921
151.5,0.415921
151.75,0.415921
152,0.415921
152.25,0.415921
152.5,0.415921
152.75,0.415921
153,0.415921
153.25,0.415921
153.5,0.415921
153.75,0.415921
154,0.415921
154.25,0.415921
154.5,0.415921
154.75,0.415921
155,0.415921
155.25,0.415921
155.5,0.415921
155.75,0.415921
156,0.415921
156.25,0.415921
156.5,0.415921
156.75,0.415921
157,0.415921
157.25,0.415921
157.5,0.415921
157.75,0.415921
158,0.415921
158.25,0.415921
158.5,0.415921
158.75,0.415921
159,0.415921
159.25,0.415921
159.5,0.415921
159.75,0.415921
160,0.415921
160.25,0.415921
160.5,0.415921
160.75,0.415921
161,0.415921
161.25,0.415921
161.5,0.415921
161.75,0.415921
162,0.415921
162.25,0.415921
162.5,0.415921
162.75,0.415921
163,0.415921
163.25,0.415921
163.5,0.415921
163.75,0.415921
164,0.415921
164.25,0.415921
164.5,0.415921
164.75,0.415921
165,0.415921
165.25,0.415921
165.5,0.415921
165.75,0.415921
166,0.415921
166.25,0.415921
166.5,0.415921
166.75,0.415921
167,0.415921
167.25,0.415921
167.5,0.415921
167.75,0.415921
168,0.415921
168.25,0.415921
168.5,0.415921
168.75,0.415921
169,0.415921
169.25,0.415921
169.5,0.415921
169.75,0.415921
170,0.415921
170.25,0.415921
170.5,0.415921
170.75,0.415921
171,0.415921
171.25,0.415921
171.5,0.415921
171.75,0.415921
172,0.415921
172.25,0.415921
172.5,0.415921
172.75,0.415921
173,0.415921
173.25,0.415921
173.5,0.415921
173.75,0.415921
174,0.415921
174.25,0.415921
174.5,0.415921
174.75,0.415921
175,0.415921
175.25,0.415921
175.5,0.415921
175.75,0.415921
176,0.415921
176.25,0.415921
176.5,0.415921
176.75,0.415921
177,0.415921
177.25,0.415921
177.5,0.415921
177.75,0.415921
178,0.415921
178.25,0.415921
178.5,0.415921
178.75,0.415921
179,0.415921
179.25,0.415921
179.5,0.415921
179.75,0.415921
180,0.415921
180.25,0.415921
180.5,0.415921
180.75,0.415921
181,0.415921
181.25,0.415921
181.5,0.415921
181.75,0.415921
182,0.415921
182.25,0.415921
182.5,0.415921
182.75,0.415921
183,0.415921
183.25,0.415921
183.5,0.415921
183.75,0.415921
184,0.415921
184.25,0.415921
184.5,0.415921
184.75,0.415921
185,0.415921
185.25,0.415921
185.5,0.415921
185.75,0.415921
186,0.415921
186.25,0.415921
186.5,0.415921
186.75,0.415921
187,0.415921
187.25,0.415921
187.5,0.415921
187.75,0.415921
188,0.415921
188.25,0.415921
188.5,0.415921
188.75,0.415921
189,0.415921
189.25,0.415921
189.5,0.415921
189.75,0.415921
190,0.415921
190.25,0.415921
190.5,0.415921
190.75,0.415921
191,0.415921
191.25,0.415921
191.5,0.415921
191.75,0.415921
192,0.415921
192.25,0.415921
192.5,0.415921
192.75,0.415921
193,0.415921
193.25,0.415921
193.5,0.415921
193.75,0.415921
194,0.415921
194.25,0.415921
194.5,0.415921
194.75,0.415921
195,0.415921
195.25,0.415921
195.5,0.415921
195.75,0.415921
196,0.415921
196.25,0.415921
196.5,0.415921
196.75,0.415921
197,0.415921
197.25,0.415921
197.5,0.415921
197.75,0.415921
198,0.415921
198.25,0.415921
198.5,0.415921
198.75,0.415921
199,0.415921
199.25,0.415921
199.5,0.415921
199.75,0.415921
200,0.415921
200.25,0.415921
200.5,0.415921
200.75,0.415921
201,0.415921
201.25,0.415921
201.5,0.415921
201.75,0.415921
202,0.415921
202.25,0.415921
202.5,0.415921
202.75,0.415921
203,0.415921
203.25,0.415921
203.5,0.415921
203.75,0.415921
204,0.415921
204.25,0.415921
204.5,0.415921
204.75,0.415921
205,0.415921
205.25,0.415921
205.5,0.415921
205.75,0.415921
206,0.415921
206.25,0.415921
206.5,0.415921
206.75,0.415921
207,0.415921
207.25,0.415921
207.5,0.415921
207.75,0.415921
208,0.415921
208.25,0.415921
208.5,0.415921
208.75,0.415921
209,0.415921
209.25,0.415921
209.5,0.415921
209.75,0.415921
210,0.415921
210.25,0.415921
210.5,0.415921
210.75,0.415921
211,0.415921
211.25,0.415921
211.5,0.415921
211.75,0.415921
212,0.415921
212.25,0.415921
212.5,0.415921
212.75,0.415921
213,0.415921
213.25,0.415921
213.5,0.415921
213.75,0.415921
214,0.415921
214.25,0.415921
214.5,0.415921
214.75,0.415921
215,0.415921
215.25,0.415921
215.5,0.415921
215.75,0.415921
216,0.415921
216.25,0.415921
216.5,0.415921
216.75,0.415921
217,0.415921
217.25,0.415921
217.5,0.415921
217.75,0.415921
218,0.415921
218.25,0.415921
218.5,0.415921
218.75,0.415921
219,0.415921
219.25,0.415921
219.5,0.415921
219.75,0.415921
220,0.415921
220.25,0.415921
220.5,0.415921
220.75,0.415921
221,0.415921
221.25,0.415921
221.5,0.415921
221.75,0.415921
222,0.415921
222.25,0.415921
222.5,0.415921
222.75,0.415921
223,0.415921
223.25,0.415921
223.5,0.415921
223.75,0.415921
224,0.415921
224.25,0.415921
224.5,0.415921
224.75,0.415921
225,0.415921
225.25,0.415921
225.5,0.415921
225.75,0.415921
226,0.415921
226.25,0.415921
226.5,0.415921
226.75,0.415921
227,0.415921
227.25,0.415921
227.5,0.415921
227.75,0.415921
228,0.415921
228.25,0.415921
228.5,0.415921
228.75,0.415921
229,0.415921
229.25,0.415921
229.5,0.415921
229.75,0.415921
230,0.415921
230.25,0.415921
230.5,0.415921
230.75,0.415921
231,0.415921
231.25,0.415921
231.5,0.415921
231.75,0.415921
232,0.415921
232.25,0.415921
232.5,0.415921
232.75,0.415921
233,0.415921
233.25,0.415921
233.5,0.415921
233.75,0.415921
234,0.415921
234.25,0.415921
234.5,0.415921
234.75,0.415921
235,0.415921
235.25,0.415921
235.5,0.415921
235.75,0.415921
236,0.415921
236.25,0.415921
236.5,0.415921
236.75,0.415921
237,0.415921
237.25,0.415921
237.5,0.415921
237.75,0.415921
238,0.415921
238.25,0.415921
238.5,0.415921
238.75,0.415921
239,0.415921
239.25,0.415921
239.5,0.415921
239.75,0.415921
240,0.415921
240.25,0.415921
240.5,0.415921
240.75,0.415921
241,0.415921
241.25,0.415921
241.5,0.415921
241.75,0.415921
242,0.415921
242.25,0.415921
242.5,0.415921
242.75,0.415921
243,0.415921
243.25,0.415921
243.5,0.415921
243.75,0.415921
244,0.415921
244.25,0.415921
244.5,0.415921
244.75,0.415921
245,0.415921
245.25,0.415921
245.5,0.415921
245.75,0.415921
246,0.415921
246.25,0.415921
246.5,0.415921
246.75,0.415921
247,0.415921
247.25,0.415921
247.5,0.415921
247.75,0.415921
248,0.415921
248.25,0.415921
248.5,0.415921
248.75,0.415921
249,0.415921
249.25,0.415921
249.5,0.415921
249.75,0.415921
250,0.415921
250.25,0.415921
250.5,0.415921
250.75,0.415921
251,0.415921
251.25,0.415921
251.5,0.415921
251.75,0.415921
252,0.415921
252.25,0.415921
252.5,0.415921
252.75,0.415921
253,0.415921
253.25,0.415921
253.5,0.415921
253.75,0.415921
254,0.415921
254.25,0.415921
254.5,0.415921
254.75,0.415921
255,0.415921
255.25,0.415921
255.5,0.415921
255.75,0.415921
256,0.415921
256.25,0.415921
256.5,0.415921
256.75,0.415921
257,0.415921
257.25,0.415921
257.5,0.415921
257.75,0.415921
258,0.415921
258.25,0.415921
258.5,0.415921
258.75,0.415921
259,0.415921
259.25,0.415921
259.5,0.415921
259.75,0.415921
260,0.415921
260.25,0.415921
260.5,0.415921
260.75,0.415921
261,0.415921
261.25,0.415921
261.5,0.415921
261.75,0.415921
262,0.415921
262.25,0.415921
262.5,0.415921
262.75,0.415921
263,0.415921
263.25,0.415921
263.5,0.415921
263.75,0.415921
264,0.415921
264.25,0.415921
264.5,0.415921
264.75,0.415921
265,0.415921
265.25,0.415921
265.5,0.415921
265.75,0.415921
266,0.415921
266.25,0.415921
266.5,0.415921
266.75,0.415921
267,0.415921
267.25,0.415921
267.5,0.415921
267.75,0.415921
268,0.415921
268.25,0.415921
268.5,0.415921
268.75,0.415921
269,0.415921
269.25,0.415921
269.5,0.415921
269.75,0.415921
270,0.415921
270.25,0.415921
270.5,0.415921
270.75,0.415921
271,0.415921
271.25,0.415921
271.5,0.415921
271.75,0.415921
272,0.415921
272.25,0.415921
272.5,0.415921
272.75,0.415921
273,0.415921
273.25,0.415921
273.5,0.415921
273.75,0.415921
274,0.415921
274.25,0.415921
274.5,0.415921
274.75,0.415921
275,0.415921
275.25,0.415921
275.5,0.415921
275.75,0.415921
276,0.415921
276.25,0.415921
276.5,0.415921
276.75,0.415921
277,0.415921
277.25,0.415921
277.5,0.415921
277.75,0.415921
278,0.415921
278.25,0.415921
278.5,0.415921
278.75,0.415921
279,0.415921
279.25,0.415921
279.5,0.415921
279.75,0.415921
280,0.415921
280.25,0.415921
280.5,0.415921
280.75,0.415921
281,0.415921
281.25,0.415921
281.5,0.415921
281.75,0.415921
282,0.415921
282.25,0.415921
282.5,0.415921
282.75,0.415921
283,0.415921
283.25,0.415921
283.5,0.415921
283.75,0.415921
284,0.415921
284.25,0.415921
284.5,0.415921
284.75,0.415921
285,0.415921
285.25,0.415921
285.5,0.415921
285.75,0.415921
286,0.415921
286.25,0.415921
286.5,0.415921
286.75,0.415921
287,0.415921
287.25,0.415921
287.5,0.415921
287.75,0.415921
288,0.415921
288.25,0.415921
288.5,0.415921
288.75,0.415921
289,0.415921
289.25,0.415921
289.5,0.415921
289.75,0.415921
290,0.415921
290.25,0.415921
290.5,0.415921
290.75,0.415921
291,0.415921
291.25,0.415921
291.5,0.415921
291.75,0.415921
292,0.415921
292.25,0.415921
292.5,0.415921
292.75,0.415921
293,0.415921
293.25,0.415921
293.5,0.415921
293.75,0.415921
294,0.415921
294.25,0.415921
294.5,0.415921
294.75,0.415921
295,0.415921
295.25,0.415921
295.5,0.415921
295.75,0.415921
296,0.415921
296.25,0.415921
296.5,0.415921
296.75,0.415921
297,0.415921
297.25,0.415921
297.5,0.415921
297.75,0.415921
298,0.415921
298.25,0.415921
298.5,0.415921
298.75,0.415921
299,0.415921
299.25,0.415921
299.5,0.415921
299.75,0.415921
300,0.415921
300.25,0.415921
300.5,0.415921
300.75,0.415921
301,0.415921
301.25,0.415921
301.5,0.415921
301.75,0.415921
302,0.415921
302.25,0.415921
302.5,0.415921
302.75,0.415921
303,0.415921
303.25,0.415921
303.5,0.415921
303.75,0.415921
304,0.415921
304.25,0.415921
304.5,0.415921
304.75,0.415921
305,0.415921
305.25,0.415921
305.5,0.415921
305.75,0.415921
306,0.415921
306.25,0.415921
306.5,0.415921
306.75,0.415921
307,0.415921
307.25,0.415921
307.5,0.415921
307.75,0.415921
308,0.415921
308.25,0.415921
308.5,0.415921
308.75,0.415921
309,0.415921
309.25,0.415921
309.5,0.415921
309.75,0.415921
310,0.415921
310.25,0.415921
310.5,0.415921
310.75,0.415921
311,0.415921
311.25,0.415921
311.5,0.415921
311.75,0.415921
312,0.415921
312.25,0.415921
312.5,0.415921
312.75,0.415921
313,0.415921
313.25,0.415921
313.5,0.415921
313.75,0.415921
314,0.415921
314.25,0.415921
314.5,0.415921
314.75,0.415921
315,0.415921
315.25,0.415921
315.5,0.415921
315.75,0.415921
316,0.415921
316.25,0.415921
316.5,0.415921
316.75,0.415921
317,0.415921
317.25,0.415921
317.5,0.415921
317.75,0.415921
318,0.415921
318.25,0.415921
318.5,0.415921
318.75,0.415921
319,0.415921
319.25,0.415921
319.5,0.415921
319.75,0.415921
320,0.415921
320.25,0.415921
320.5,0.415921
320.75,0.415921
321,0.415921
321.25,0.415921
321.5,0.415921
321.75,0.415921
322,0.415921
322.25,0.415921
322.5,0.415921
322.75,0.415921
323,0.415921
323.25,0.415921
323.5,0.415921
323.75,0.415921
324,0.415921
324.25,0.415921
324.5,0.415921
324.75,0.415921
325,0.415921
325.25,0.415921
325.5,0.415921
325.75,0.415921
326,0.415921
326.25,0.415921
326.5,0.415921
326.75,0.415921
327,0.415921
327.25,0.415921
327.5,0.415921
327.75,0.415921
328,0.415921
328.25,0.415921
328.5,0.415921
328.75,0.415921
329,0.415921
329.25,0.415921
329.5,0.415921
329.75,0.415921
330,0.415921
330.25,0.415921
330.5,0.415921
330.75,0.415921
331,0.415921
331.25,0.415921
331.5,0.415921
331.75,0.415921
332,0.415921
332.25,0.415921
332.5,0.415921
332.75,0.415921
333,0.415921
333.25,0.415921
333.5,0.415921
333.75,0.415921
334,0.415921
334.25,0.415921
334.5,0.415921
334.75,0.415921
335,0.415921
335.25,0.415921
335.5,0.415921
335.75,0.415921
336,0.415921
336.25,0.415921
336.5,0.415921
336.75,0.415921
337,0.415921
337.25,0.415921
337.5,0.415921
337.75,0.415921
338,0.415921
338.25,0.415921
338.5,0.415921
338.75,0.415921
339,0.415921
339.25,0.415921
339.5,0.415921
339.75,0.415921
340,0.415921
340.25,0.415921
340.5,0.415921
340.75,0.415921
341,0.415921
341.25,0.415921
341.5,0.415921
341.75,0.415921
342,0.415921
342.25,0.415921
342.5,0.415921
342.75,0.415921
343,0.415921
343.25,0.415921
343.5,0.415921
343.75,0.415921
344,0.415921
344.25,0.415921
344.5,0.415921
344.75,0.415921
345,0.415921
345.25,0.415921
345.5,0.415921
345.75,0.415921
346,0.415921
346.25,0.415921
346.5,0.415921
346.75,0.415921
347,0.415921
347.25,0.415921
347.5,0.415921
347.75,0.415921
348,0.415921
348.25,0.415921
348.5,0.415921
348.75,0.415921
349,0.415921
349.25,0.415921
349.5,0.415921
349.75,0.415921
350,0.415921
350.25,0.415921
350.5,0.415921
350.75,0.415921
351,0.415921
351.25,0.415921
351.5,0.415921
351.75,0.415921
352,0.415921
352.25,0.415921
352.5,0.415921
352.75,0.415921
353,0.415921
353.25,0.415921
353.5,0.415921
353.75,0.415921
354,0.415921
354.25,0.415921
354.5,0.415921
354.75,0.415921
355,0.415921
355.25,0.415921
355.5,0.415921
355.75,0.415921
356,0.415921
356.25,0.415921
356.5,0.415921
356.75,0.415921
357,0.415921
357.25,0.415921
357.5,0.415921
357.75,0.415921
358,0.415921
358.25,0.415921
358.5,0.415921
358.75,0.415921
359,0.415921
359.25,0.415921
359.5,0.415921
359.75,0.415921
360,0.415921
360.25,0.415921
360.5,0.415921
360.75,0.415921
361,0.415921
361.25,0.415921
361.5,0.415921
361.75,0.415921
362,0.415921
362.25,0.415921
362.5,0.415921
362.75,0.415921
363,0.415921
363.25,0.415921
363.5,0.415921
363.75,0.415921
364,0.415921
364.25,0.415921
364.5,0.415921
364.75,0.415921
365,0.415921
365.25,0.415921
365.5,0.415921
365.75,0.415921
366,0.415921
366.25,0.415921
366.5,0.415921
366.75,0.415921
367,0.415921
367.25,0.415921
367.5,0.415921
367.75,0.415921
368,0.415921
368.25,0.415921
368.5,0.415921
368.75,0.415921
369,0.415921
369.25,0.415921
369.5,0.415921
369.75,0.415921
370,0.415921
370.25,0.415921
370.5,0.415921
370.75,0.415921
371,0.415921
371.25,0.415921
371.5,0.415921
371.75,0.415921
372,0.415921
372.25,0.415921
372.5,0.415921
372.75,0.415921
373,0.415921
373.25,0.415921
373.5,0.415921
373.75,0.415921
374,0.415921
374.25,0.415921
374.5,0.415921
374.75,0.415921
375,0.415921
375.25,0.415921
375.5,0.415921
375.75,0.415921
376,0.415921
376.25,0.415921
376.5,0.415921
376.75,0.415921
377,0.415921
377.25,0.415921
377.5,0.415921
377.75,0.415921
378,0.415921
378.25,0.415921
378.5,0.415921
378.75,0.415921
379,0.415921
379.25,0.415921
379.5,0.415921
379.75,0.415921
380,0.415921
380.25,0.415921
380.5,0.415921
380.75,0.415921
381,0.415921
381.25,0.415921
381.5,0.415921
381.75,0.415921
382,0.415921
382.25,0.415921
382.5,0.415921
382.75,0.415921
383,0.415921
383.25,0.415921
383.5,0.415921
383.75,0.415921
384,0.415921
384.25,0.415921
384.5,0.415921
384.75,0.415921
385,0.415921
385.25,0.415921
385.5,0.415921
385.75,0.415921
386,0.415921
386.25,0.415921
386.5,0.415921
386.75,0.415921
387,0.415921
387.25,0.415921
387.5,0.415921
387.75,0.415921
388,0.415921
388.25,0.415921
388.5,0.415921
388.75,0.415921
389,0.415921
389.25,0.415921
389.5,0.415921
389.75,0.415921
390,0.415921
390.25,0.415921
390.5,0.415921
390.75,0.415921
391,0.415921
391.25,0.415921
391.5,0.415921
391.75,0.415921
392,0.415921
392.25,0.415921
392.5,0.415921
392.75,0.415921
393,0.415921
393.25,0.415921
393.5,0.415921
393.75,0.415921
394,0.415921
394.25,0.415921
394.5,0.415921
394.75,0.415921
395,0.415921
395.25,0.415921
395.5,0.415921
395.75,0.415921
396,0.415921
396.25,0.415921
396.5,0.415921
396.75,0.415921
397,0.415921
397.25,0.415921
397.5,0.415921
397.75,0.415921
398,0.415921
398.25,0.415921
398.5,0.415921
398.75,0.415921
399,0.415921
399.25,0.415921
399.5,0.415921
399.75,0.415921
400,0.415921
400.25,0.415921
400.5,0.415921
400.75,0.415921
401,0.415921
401.25,0.415921
401.5,0.415921
401.75,0.415921
402,0.415921
402.25,0.415921
402.5,0.415921
402.75,0.415921
403,0.415921
403.25,0.415921
403.5,0.415921
403.75,0.415921
404,0.415921
404.25,0.415921
404.5,0.415921
404.75,0.415921
405,0.415921
405.25,0.415921
405.5,0.415921
405.75,0.415921
406,0.415921
406.25,0.415921
406.5,0.415921
406.75,0.415921
407,0.415921
407.25,0.415921
407.5,0.415921
407.75,0.415921
408,0.415921
408.25,0.415921
408.5,0.415921
408.75,0.415921
409,0.415921
409.25,0.415921
409.5,0.415921
409.75,0.415921
410,0.415921
410.25,0.415921
410.5,0.415921
410.75,0.415921
