num_symptomatic,num_hospitalised,num_cumulative_hospitalizations,num_critical,num_fatalities,num_cases,new_symptomatics,num_tested,num_positive,Day
10289,650,1925,100,93,48939,2513,1934,1569,116
10793,676,2024,104,101,51517,2578,1953,1543,117
11240,723,2139,97,109,54116,2599,1973,1595,118
11654,777,2271,95,115,56905,2789,2165,1771,119
12150,819,2390,99,123,59858,2953,2225,1794,120
12547,846,2508,106,129,62804,2946,2294,1821,121
13327,891,2634,106,135,66042,3238,2458,1983,122
13809,900,2738,116,141,69306,3264,2501,2010,123
14214,960,2885,119,146,72591,3285,2518,2016,124
14692,1021,3045,120,156,76098,3507,2667,2129,125
