Time,normal_interactions,curtailed_interactions
366.25,658737,658737
366.5,658737,658737
366.75,658737,658737
367,658737,658737
367.25,658737,658737
367.5,658737,658737
367.75,658737,658737
368,658737,658737
368.25,658737,658737
368.5,658737,658737
368.75,658737,658737
369,658737,658737
369.25,658737,658737
369.5,658737,658737
369.75,658737,658737
370,658737,658737
370.25,658737,658737
370.5,658737,658737
370.75,658737,658737
371,658737,658737
371.25,658737,658737
371.5,658737,658737
371.75,658737,658737
372,658737,658737
372.25,658737,658737
372.5,658737,658737
372.75,658737,658737
373,658737,658737
373.25,658737,658737
373.5,658737,658737
373.75,658737,658737
374,658737,658737
374.25,658737,658737
374.5,658737,658737
374.75,658737,658737
375,658737,658737
375.25,658737,658737
375.5,658737,658737
375.75,658737,658737
376,658737,658737
376.25,658737,658737
376.5,658737,658737
376.75,658737,658737
377,658737,658737
377.25,658737,658737
377.5,658737,658737
377.75,658737,658737
378,658737,658737
378.25,658737,658737
378.5,658737,658737
378.75,658737,658737
379,658737,658737
379.25,658737,658737
379.5,658737,658737
379.75,658737,658737
380,658737,658737
380.25,658737,658737
380.5,658737,658737
380.75,658737,658737
381,658737,658737
381.25,658737,658737
381.5,658737,658737
381.75,658737,658737
382,658737,658737
382.25,658737,658737
382.5,658737,658737
382.75,658737,658737
383,658737,658737
383.25,658737,658737
383.5,658737,658737
383.75,658737,658737
384,658737,658737
384.25,658737,658737
384.5,658737,658737
384.75,658737,658737
385,658737,658737
385.25,658737,658737
385.5,658737,658737
385.75,658737,658737
386,658737,658737
386.25,658737,658737
386.5,658737,658737
386.75,658737,658737
387,658737,658737
387.25,658737,658737
387.5,658737,658737
387.75,658737,658737
388,658737,658737
388.25,658737,658737
388.5,658737,658737
388.75,658737,658737
389,658737,658737
389.25,658737,658737
389.5,658737,658737
389.75,658737,658737
390,658737,658737
390.25,658737,658737
390.5,658737,658737
390.75,658737,658737
391,658737,658737
391.25,658737,658737
391.5,658737,658737
391.75,658737,658737
392,658737,658737
392.25,658737,658737
392.5,658737,658737
392.75,658737,658737
393,658737,658737
393.25,658737,658737
393.5,658737,658737
393.75,658737,658737
394,658737,658737
394.25,658737,658737
394.5,658737,658737
394.75,658737,658737
395,658737,658737
395.25,658737,658737
395.5,658737,658737
395.75,658737,658737
396,658737,658737
396.25,658737,658737
396.5,658737,658737
396.75,658737,658737
397,658737,658737
397.25,658737,658737
397.5,658737,658737
397.75,658737,658737
398,658737,658737
398.25,658737,658737
398.5,658737,658737
398.75,658737,658737
399,658737,658737
399.25,658737,658737
399.5,658737,658737
399.75,658737,658737
400,658737,658737
400.25,658737,658737
400.5,658737,658737
400.75,658737,658737
401,658737,658737
401.25,658737,658737
401.5,658737,658737
401.75,658737,658737
402,658737,658737
402.25,658737,658737
402.5,658737,658737
402.75,658737,658737
403,658737,658737
403.25,658737,658737
403.5,658737,658737
403.75,658737,658737
404,658737,658737
404.25,658737,658737
404.5,658737,658737
404.75,658737,658737
405,658737,658737
405.25,658737,658737
405.5,658737,658737
405.75,658737,658737
406,658737,658737
406.25,658737,658737
406.5,658737,658737
406.75,658737,658737
407,658737,658737
407.25,658737,658737
407.5,658737,658737
407.75,658737,658737
408,658737,658737
408.25,658737,658737
408.5,658737,658737
408.75,658737,658737
409,658737,658737
409.25,658737,658737
409.5,658737,658737
409.75,658737,658737
410,658737,658737
410.25,658737,658737
410.5,658737,658737
410.75,658737,658737
411,658737,658737
411.25,658737,658737
411.5,658737,658737
411.75,658737,658737
412,658737,658737
412.25,658737,658737
412.5,658737,658737
412.75,658737,658737
413,658737,658737
413.25,658737,658737
413.5,658737,658737
413.75,658737,658737
414,658737,658737
414.25,658737,658737
414.5,658737,658737
414.75,658737,658737
415,658737,658737
415.25,658737,658737
415.5,658737,658737
415.75,658737,658737
416,658737,658737
416.25,658737,658737
416.5,658737,658737
416.75,658737,658737
417,658737,658737
417.25,658737,658737
417.5,658737,658737
417.75,658737,658737
418,658737,658737
418.25,658737,658737
418.5,658737,658737
418.75,658737,658737
419,658737,658737
419.25,658737,658737
419.5,658737,658737
419.75,658737,658737
420,658737,658737
420.25,658737,658737
420.5,658737,658737
420.75,658737,658737
421,658737,658737
421.25,658737,658737
421.5,658737,658737
421.75,658737,658737
422,658737,658737
422.25,658737,658737
422.5,658737,658737
422.75,658737,658737
423,658737,658737
423.25,658737,658737
423.5,658737,658737
423.75,658737,658737
424,658737,658737
424.25,658737,658737
424.5,658737,658737
424.75,658737,658737
425,658737,658737
425.25,658737,658737
425.5,658737,658737
425.75,658737,658737
426,658737,658737
426.25,658737,658737
426.5,658737,658737
426.75,658737,658737
427,658737,658737
427.25,658737,658737
427.5,658737,658737
427.75,658737,658737
428,658737,658737
428.25,658737,658737
428.5,658737,658737
428.75,658737,658737
429,658737,658737
429.25,658737,658737
429.5,658737,658737
429.75,658737,658737
430,658737,658737
430.25,658737,658737
430.5,658737,658737
430.75,658737,658737
431,658737,658737
431.25,658737,658737
431.5,658737,658737
431.75,658737,658737
432,658737,658737
432.25,658737,658737
432.5,658737,658737
432.75,658737,658737
433,658737,658737
433.25,658737,658737
433.5,658737,658737
433.75,658737,658737
434,658737,658737
434.25,658737,658737
434.5,658737,658737
434.75,658737,658737
435,658737,658737
435.25,658737,658737
435.5,658737,658737
435.75,658737,658737
436,658737,658737
436.25,658737,658737
436.5,658737,658737
436.75,658737,658737
437,658737,658737
437.25,658737,658737
437.5,658737,658737
437.75,658737,658737
438,658737,658737
438.25,658737,658737
438.5,658737,658737
438.75,658737,658737
439,658737,658737
439.25,658737,658737
439.5,658737,658737
439.75,658737,658737
440,658737,658737
440.25,658737,658737
440.5,658737,658737
440.75,658737,658737
441,658737,658737
441.25,658737,658737
441.5,658737,658737
441.75,658737,658737
442,658737,658737
442.25,658737,658737
442.5,658737,658737
442.75,658737,658737
443,658737,658737
443.25,658737,658737
443.5,658737,658737
443.75,658737,658737
444,658737,658737
444.25,658737,658737
444.5,658737,658737
444.75,658737,658737
445,658737,658737
445.25,658737,658737
445.5,658737,658737
445.75,658737,658737
446,658737,658737
446.25,658737,658737
446.5,658737,658737
446.75,658737,658737
447,658737,658737
447.25,658737,658737
447.5,658737,658737
447.75,658737,658737
448,658737,658737
448.25,658737,658737
448.5,658737,658737
448.75,658737,658737
449,658737,658737
449.25,658737,658737
449.5,658737,658737
449.75,658737,658737
450,658737,658737
450.25,658737,658737
450.5,658737,658737
450.75,658737,658737
451,658737,658737
451.25,658737,658737
451.5,658737,658737
451.75,658737,658737
452,658737,658737
452.25,658737,658737
452.5,658737,658737
452.75,658737,658737
453,658737,658737
453.25,658737,658737
453.5,658737,658737
453.75,658737,658737
454,658737,658737
454.25,658737,658737
454.5,658737,658737
454.75,658737,658737
455,658737,658737
455.25,658737,658737
455.5,658737,658737
455.75,658737,658737
456,658737,658737
456.25,658737,658737
456.5,658737,658737
456.75,658737,658737
457,658737,658737
457.25,658737,658737
457.5,658737,658737
457.75,658737,658737
458,658737,658737
458.25,658737,658737
458.5,658737,658737
458.75,658737,658737
459,658737,658737
459.25,658737,658737
459.5,658737,658737
459.75,658737,658737
460,658737,658737
460.25,658737,658737
460.5,658737,658737
460.75,658737,658737
461,658737,658737
461.25,658737,658737
461.5,658737,658737
461.75,658737,658737
462,658737,658737
462.25,658737,658737
462.5,658737,658737
462.75,658737,658737
463,658737,658737
463.25,658737,658737
463.5,658737,658737
463.75,658737,658737
464,658737,658737
464.25,658737,658737
464.5,658737,658737
464.75,658737,658737
465,658737,658737
465.25,658737,658737
465.5,658737,658737
465.75,658737,658737
466,658737,658737
466.25,658737,658737
466.5,658737,658737
466.75,658737,658737
467,658737,658737
467.25,658737,658737
467.5,658737,658737
467.75,658737,658737
468,658737,658737
468.25,658737,658737
468.5,658737,658737
468.75,658737,658737
469,658737,658737
469.25,658737,658737
469.5,658737,658737
469.75,658737,658737
470,658737,658737
470.25,658737,658737
470.5,658737,658737
470.75,658737,658737
471,658737,658737
471.25,658737,658737
471.5,658737,658737
471.75,658737,658737
472,658737,658737
472.25,658737,658737
472.5,658737,658737
472.75,658737,658737
473,658737,658737
473.25,658737,658737
473.5,658737,658737
473.75,658737,658737
474,658737,658737
474.25,658737,658737
474.5,658737,658737
474.75,658737,658737
475,658737,658737
475.25,658737,658737
475.5,658737,658737
475.75,658737,658737
476,658737,658737
476.25,658737,658737
476.5,658737,658737
476.75,658737,658737
477,658737,658737
477.25,658737,658737
477.5,658737,658737
477.75,658737,658737
478,658737,658737
478.25,658737,658737
478.5,658737,658737
478.75,658737,658737
479,658737,658737
479.25,658737,658737
479.5,658737,658737
479.75,658737,658737
480,658737,658737
480.25,658737,658737
480.5,658737,658737
480.75,658737,658737
481,658737,658737
481.25,658737,658737
481.5,658737,658737
481.75,658737,658737
482,658737,658737
482.25,658737,658737
482.5,658737,658737
482.75,658737,658737
483,658737,658737
483.25,658737,658737
483.5,658737,658737
483.75,658737,658737
484,658737,658737
484.25,658737,658737
484.5,658737,658737
484.75,658737,658737
485,658737,658737
485.25,658737,658737
485.5,658737,658737
485.75,658737,658737
486,658737,658737
486.25,658737,658737
486.5,658737,658737
486.75,658737,658737
487,658737,658737
487.25,658737,658737
487.5,658737,658737
487.75,658737,658737
488,658737,658737
488.25,658737,658737
488.5,658737,658737
488.75,658737,658737
489,658737,658737
489.25,658737,658737
489.5,658737,658737
489.75,658737,658737
490,658737,658737
490.25,658737,658737
490.5,658737,658737
490.75,658737,658737
491,658737,658737
491.25,658737,658737
491.5,658737,658737
491.75,658737,658737
492,658737,658737
492.25,658737,658737
492.5,658737,658737
492.75,658737,658737
493,658737,658737
493.25,658737,658737
493.5,658737,658737
493.75,658737,658737
494,658737,658737
494.25,658737,658737
494.5,658737,658737
494.75,658737,658737
495,658737,658737
495.25,658737,658737
495.5,658737,658737
495.75,658737,658737
496,658737,658737
496.25,658737,658737
496.5,658737,658737
496.75,658737,658737
497,658737,658737
497.25,658737,658737
497.5,658737,658737
497.75,658737,658737
498,658737,658737
498.25,658737,658737
498.5,658737,658737
498.75,658737,658737
499,658737,658737
499.25,658737,658737
499.5,658737,658737
499.75,658737,658737
500,658737,658737
500.25,658737,658737
500.5,658737,658737
500.75,658737,658737
501,658737,658737
501.25,658737,658737
501.5,658737,658737
501.75,658737,658737
502,658737,658737
502.25,658737,658737
502.5,658737,658737
502.75,658737,658737
503,658737,658737
503.25,658737,658737
503.5,658737,658737
503.75,658737,658737
504,658737,658737
504.25,658737,658737
504.5,658737,658737
504.75,658737,658737
505,658737,658737
505.25,658737,658737
505.5,658737,658737
505.75,658737,658737
506,658737,658737
506.25,658737,658737
506.5,658737,658737
506.75,658737,658737
507,658737,658737
507.25,658737,658737
507.5,658737,658737
507.75,658737,658737
508,658737,658737
508.25,658737,658737
508.5,658737,658737
508.75,658737,658737
509,658737,658737
509.25,658737,658737
509.5,658737,658737
509.75,658737,658737
510,658737,658737
510.25,658737,658737
510.5,658737,658737
510.75,658737,658737
511,658737,658737
511.25,658737,658737
511.5,658737,658737
511.75,658737,658737
512,658737,658737
512.25,658737,658737
512.5,658737,658737
512.75,658737,658737
513,658737,658737
513.25,658737,658737
513.5,658737,658737
513.75,658737,658737
514,658737,658737
514.25,658737,658737
514.5,658737,658737
514.75,658737,658737
515,658737,658737
515.25,658737,658737
515.5,658737,658737
515.75,658737,658737
516,658737,658737
516.25,658737,658737
516.5,658737,658737
516.75,658737,658737
517,658737,658737
517.25,658737,658737
517.5,658737,658737
517.75,658737,658737
518,658737,658737
518.25,658737,658737
518.5,658737,658737
518.75,658737,658737
519,658737,658737
519.25,658737,658737
519.5,658737,658737
519.75,658737,658737
520,658737,658737
520.25,658737,658737
520.5,658737,658737
520.75,658737,658737
521,658737,658737
521.25,658737,658737
521.5,658737,658737
521.75,658737,658737
522,658737,658737
522.25,658737,658737
522.5,658737,658737
522.75,658737,658737
523,658737,658737
523.25,658737,658737
523.5,658737,658737
523.75,658737,658737
524,658737,658737
524.25,658737,658737
524.5,658737,658737
524.75,658737,658737
525,658737,658737
525.25,658737,658737
525.5,658737,658737
525.75,658737,658737
526,658737,658737
526.25,658737,658737
526.5,658737,658737
526.75,658737,658737
527,658737,658737
527.25,658737,658737
527.5,658737,658737
527.75,658737,658737
528,658737,658737
528.25,658737,658737
528.5,658737,658737
528.75,658737,658737
529,658737,658737
529.25,658737,658737
529.5,658737,658737
529.75,658737,658737
530,658737,658737
530.25,658737,658737
530.5,658737,658737
530.75,658737,658737
531,658737,658737
531.25,658737,658737
531.5,658737,658737
531.75,658737,658737
532,658737,658737
532.25,658737,658737
532.5,658737,658737
532.75,658737,658737
533,658737,658737
533.25,658737,658737
533.5,658737,658737
533.75,658737,658737
534,658737,658737
534.25,658737,658737
534.5,658737,658737
534.75,658737,658737
535,658737,658737
535.25,658737,658737
535.5,658737,658737
535.75,658737,658737
536,658737,658737
536.25,658737,658737
536.5,658737,658737
536.75,658737,658737
537,658737,658737
537.25,658737,658737
537.5,658737,658737
537.75,658737,658737
538,658737,658737
538.25,658737,658737
538.5,658737,658737
538.75,658737,658737
539,658737,658737
539.25,658737,658737
539.5,658737,658737
539.75,658737,658737
540,658737,658737
540.25,658737,658737
540.5,658737,658737
540.75,658737,658737
541,658737,658737
541.25,658737,658737
541.5,658737,658737
541.75,658737,658737
542,658737,658737
542.25,658737,658737
542.5,658737,658737
542.75,658737,658737
543,658737,658737
543.25,658737,658737
543.5,658737,658737
543.75,658737,658737
544,658737,658737
544.25,658737,658737
544.5,658737,658737
544.75,658737,658737
545,658737,658737
545.25,658737,658737
545.5,658737,658737
545.75,658737,658737
546,658737,658737
546.25,658737,658737
546.5,658737,658737
546.75,658737,658737
547,658737,658737
547.25,658737,658737
547.5,658737,658737
547.75,658737,658737
548,658737,658737
548.25,658737,658737
548.5,658737,658737
548.75,658737,658737
549,658737,658737
549.25,658737,658737
549.5,658737,658737
549.75,658737,658737
550,658737,658737
550.25,658737,658737
550.5,658737,658737
550.75,658737,658737
551,658737,658737
551.25,658737,658737
551.5,658737,658737
551.75,658737,658737
552,658737,658737
552.25,658737,658737
552.5,658737,658737
552.75,658737,658737
553,658737,658737
553.25,658737,658737
553.5,658737,658737
553.75,658737,658737
554,658737,658737
554.25,658737,658737
554.5,658737,658737
554.75,658737,658737
555,658737,658737
555.25,658737,658737
555.5,658737,658737
555.75,658737,658737
556,658737,658737
556.25,658737,658737
556.5,658737,658737
556.75,658737,658737
557,658737,658737
557.25,658737,658737
557.5,658737,658737
557.75,658737,658737
558,658737,658737
558.25,658737,658737
558.5,658737,658737
558.75,658737,658737
559,658737,658737
559.25,658737,658737
559.5,658737,658737
559.75,658737,658737
560,658737,658737
560.25,658737,658737
560.5,658737,658737
560.75,658737,658737
561,658737,658737
561.25,658737,658737
561.5,658737,658737
561.75,658737,658737
562,658737,658737
562.25,658737,658737
562.5,658737,658737
562.75,658737,658737
563,658737,658737
563.25,658737,658737
563.5,658737,658737
563.75,658737,658737
564,658737,658737
564.25,658737,658737
564.5,658737,658737
564.75,658737,658737
565,658737,658737
565.25,658737,658737
565.5,658737,658737
565.75,658737,658737
566,658737,658737
566.25,658737,658737
566.5,658737,658737
566.75,658737,658737
567,658737,658737
567.25,658737,658737
567.5,658737,658737
567.75,658737,658737
568,658737,658737
568.25,658737,658737
568.5,658737,658737
568.75,658737,658737
569,658737,658737
569.25,658737,658737
569.5,658737,658737
569.75,658737,658737
570,658737,658737
570.25,658737,658737
570.5,658737,658737
570.75,658737,658737
571,658737,658737
571.25,658737,658737
571.5,658737,658737
571.75,658737,658737
572,658737,658737
572.25,658737,658737
572.5,658737,658737
572.75,658737,658737
573,658737,658737
573.25,658737,658737
573.5,658737,658737
573.75,658737,658737
574,658737,658737
574.25,658737,658737
574.5,658737,658737
574.75,658737,658737
575,658737,658737
575.25,658737,658737
575.5,658737,658737
575.75,658737,658737
576,658737,658737
576.25,658737,658737
576.5,658737,658737
576.75,658737,658737
577,658737,658737
577.25,658737,658737
577.5,658737,658737
577.75,658737,658737
578,658737,658737
578.25,658737,658737
578.5,658737,658737
578.75,658737,658737
579,658737,658737
579.25,658737,658737
579.5,658737,658737
579.75,658737,658737
580,658737,658737
580.25,658737,658737
580.5,658737,658737
580.75,658737,658737
581,658737,658737
581.25,658737,658737
581.5,658737,658737
581.75,658737,658737
582,658737,658737
582.25,658737,658737
582.5,658737,658737
582.75,658737,658737
583,658737,658737
583.25,658737,658737
583.5,658737,658737
583.75,658737,658737
584,658737,658737
584.25,658737,658737
584.5,658737,658737
584.75,658737,658737
585,658737,658737
585.25,658737,658737
585.5,658737,658737
585.75,658737,658737
586,658737,658737
586.25,658737,658737
586.5,658737,658737
586.75,658737,658737
587,658737,658737
587.25,658737,658737
587.5,658737,658737
587.75,658737,658737
588,658737,658737
588.25,658737,658737
588.5,658737,658737
588.75,658737,658737
589,658737,658737
589.25,658737,658737
589.5,658737,658737
589.75,658737,658737
590,658737,658737
590.25,658737,658737
590.5,658737,658737
590.75,658737,658737
591,658737,658737
591.25,658737,658737
591.5,658737,658737
591.75,658737,658737
592,658737,658737
592.25,658737,658737
592.5,658737,658737
592.75,658737,658737
593,658737,658737
593.25,658737,658737
593.5,658737,658737
593.75,658737,658737
594,658737,658737
594.25,658737,658737
594.5,658737,658737
594.75,658737,658737
595,658737,658737
595.25,658737,658737
595.5,658737,658737
595.75,658737,658737
596,658737,658737
596.25,658737,658737
596.5,658737,658737
596.75,658737,658737
597,658737,658737
597.25,658737,658737
597.5,658737,658737
597.75,658737,658737
598,658737,658737
598.25,658737,658737
598.5,658737,658737
598.75,658737,658737
599,658737,658737
599.25,658737,658737
599.5,658737,658737
599.75,658737,658737
