Time,cumulative_mean_fraction_lambda_C
410.75,0.154991
411,0.154991
411.25,0.154991
411.5,0.154991
411.75,0.154991
412,0.154991
412.25,0.154991
412.5,0.154991
412.75,0.154991
413,0.154991
413.25,0.154991
413.5,0.154991
413.75,0.154991
414,0.154991
414.25,0.154991
414.5,0.154991
414.75,0.154991
415,0.154991
415.25,0.154991
415.5,0.154991
415.75,0.154991
416,0.154991
416.25,0.154991
416.5,0.154991
416.75,0.154991
417,0.154991
417.25,0.154991
417.5,0.154991
417.75,0.154991
418,0.154991
418.25,0.154991
418.5,0.154991
418.75,0.154991
419,0.154991
419.25,0.154991
419.5,0.154991
419.75,0.154991
420,0.154991
420.25,0.154991
420.5,0.154991
420.75,0.154991
421,0.154991
421.25,0.154991
421.5,0.154991
421.75,0.154991
422,0.154991
422.25,0.154991
422.5,0.154991
422.75,0.154991
423,0.154991
423.25,0.154991
423.5,0.154991
423.75,0.154991
424,0.154991
424.25,0.154991
424.5,0.154991
424.75,0.154991
425,0.154991
425.25,0.154991
425.5,0.154991
425.75,0.154991
426,0.154991
426.25,0.154991
426.5,0.154991
426.75,0.154991
427,0.154991
427.25,0.154991
427.5,0.154991
427.75,0.154991
428,0.154991
428.25,0.154991
428.5,0.154991
428.75,0.154991
429,0.154991
429.25,0.154991
429.5,0.154991
429.75,0.154991
430,0.154991
430.25,0.154991
430.5,0.154991
430.75,0.154991
431,0.154991
431.25,0.154991
431.5,0.154991
431.75,0.154991
432,0.154991
432.25,0.154991
432.5,0.154991
432.75,0.154991
433,0.154991
433.25,0.154991
433.5,0.154991
433.75,0.154991
434,0.154991
434.25,0.154991
434.5,0.154991
434.75,0.154991
435,0.154991
435.25,0.154991
435.5,0.154991
435.75,0.154991
436,0.154991
436.25,0.154991
436.5,0.154991
436.75,0.154991
437,0.154991
437.25,0.154991
437.5,0.154991
437.75,0.154991
438,0.154991
438.25,0.154991
438.5,0.154991
438.75,0.154991
439,0.154991
439.25,0.154991
439.5,0.154991
439.75,0.154991
440,0.154991
440.25,0.154991
440.5,0.154991
440.75,0.154991
441,0.154991
441.25,0.154991
441.5,0.154991
441.75,0.154991
442,0.154991
442.25,0.154991
442.5,0.154991
442.75,0.154991
443,0.154991
443.25,0.154991
443.5,0.154991
443.75,0.154991
444,0.154991
444.25,0.154991
444.5,0.154991
444.75,0.154991
445,0.154991
445.25,0.154991
445.5,0.154991
445.75,0.154991
446,0.154991
446.25,0.154991
446.5,0.154991
446.75,0.154991
447,0.154991
447.25,0.154991
447.5,0.154991
447.75,0.154991
448,0.154991
448.25,0.154991
448.5,0.154991
448.75,0.154991
449,0.154991
449.25,0.154991
449.5,0.154991
449.75,0.154991
450,0.154991
450.25,0.154991
450.5,0.154991
450.75,0.154991
451,0.154991
451.25,0.154991
451.5,0.154991
451.75,0.154991
452,0.154991
452.25,0.154991
452.5,0.154991
452.75,0.154991
453,0.154991
453.25,0.154991
453.5,0.154991
453.75,0.154991
454,0.154991
454.25,0.154991
454.5,0.154991
454.75,0.154991
455,0.154991
455.25,0.154991
455.5,0.154991
455.75,0.154991
456,0.154991
456.25,0.154991
456.5,0.154991
456.75,0.154991
457,0.154991
457.25,0.154991
457.5,0.154991
457.75,0.154991
458,0.154991
458.25,0.154991
458.5,0.154991
458.75,0.154991
459,0.154991
459.25,0.154991
459.5,0.154991
459.75,0.154991
460,0.154991
460.25,0.154991
460.5,0.154991
460.75,0.154991
461,0.154991
461.25,0.154991
461.5,0.154991
461.75,0.154991
462,0.154991
462.25,0.154991
462.5,0.154991
462.75,0.154991
463,0.154991
463.25,0.154991
463.5,0.154991
463.75,0.154991
464,0.154991
464.25,0.154991
464.5,0.154991
464.75,0.154991
465,0.154991
465.25,0.154991
465.5,0.154991
465.75,0.154991
466,0.154991
466.25,0.154991
466.5,0.154991
466.75,0.154991
467,0.154991
467.25,0.154991
467.5,0.154991
467.75,0.154991
468,0.154991
468.25,0.154991
468.5,0.154991
468.75,0.154991
469,0.154991
469.25,0.154991
469.5,0.154991
469.75,0.154991
470,0.154991
470.25,0.154991
470.5,0.154991
470.75,0.154991
471,0.154991
471.25,0.154991
471.5,0.154991
471.75,0.154991
472,0.154991
472.25,0.154991
472.5,0.154991
472.75,0.154991
473,0.154991
473.25,0.154991
473.5,0.154991
473.75,0.154991
474,0.154991
474.25,0.154991
474.5,0.154991
474.75,0.154991
475,0.154991
475.25,0.154991
475.5,0.154991
475.75,0.154991
476,0.154991
476.25,0.154991
476.5,0.154991
476.75,0.154991
477,0.154991
477.25,0.154991
477.5,0.154991
477.75,0.154991
478,0.154991
478.25,0.154991
478.5,0.154991
478.75,0.154991
479,0.154991
479.25,0.154991
479.5,0.154991
479.75,0.154991
480,0.154991
480.25,0.154991
480.5,0.154991
480.75,0.154991
481,0.154991
481.25,0.154991
481.5,0.154991
481.75,0.154991
482,0.154991
482.25,0.154991
482.5,0.154991
482.75,0.154991
483,0.154991
483.25,0.154991
483.5,0.154991
483.75,0.154991
484,0.154991
484.25,0.154991
484.5,0.154991
484.75,0.154991
485,0.154991
485.25,0.154991
485.5,0.154991
485.75,0.154991
486,0.154991
486.25,0.154991
486.5,0.154991
486.75,0.154991
487,0.154991
487.25,0.154991
487.5,0.154991
487.75,0.154991
488,0.154991
488.25,0.154991
488.5,0.154991
488.75,0.154991
489,0.154991
489.25,0.154991
489.5,0.154991
489.75,0.154991
490,0.154991
490.25,0.154991
490.5,0.154991
490.75,0.154991
491,0.154991
491.25,0.154991
491.5,0.154991
491.75,0.154991
492,0.154991
492.25,0.154991
492.5,0.154991
492.75,0.154991
493,0.154991
493.25,0.154991
493.5,0.154991
493.75,0.154991
494,0.154991
494.25,0.154991
494.5,0.154991
494.75,0.154991
495,0.154991
495.25,0.154991
495.5,0.154991
495.75,0.154991
496,0.154991
496.25,0.154991
496.5,0.154991
496.75,0.154991
497,0.154991
497.25,0.154991
497.5,0.154991
497.75,0.154991
498,0.154991
498.25,0.154991
498.5,0.154991
498.75,0.154991
499,0.154991
499.25,0.154991
499.5,0.154991
499.75,0.154991
500,0.154991
500.25,0.154991
500.5,0.154991
500.75,0.154991
501,0.154991
501.25,0.154991
501.5,0.154991
501.75,0.154991
502,0.154991
502.25,0.154991
502.5,0.154991
502.75,0.154991
503,0.154991
503.25,0.154991
503.5,0.154991
503.75,0.154991
504,0.154991
504.25,0.154991
504.5,0.154991
504.75,0.154991
505,0.154991
505.25,0.154991
505.5,0.154991
505.75,0.154991
506,0.154991
506.25,0.154991
506.5,0.154991
506.75,0.154991
507,0.154991
507.25,0.154991
507.5,0.154991
507.75,0.154991
508,0.154991
508.25,0.154991
508.5,0.154991
508.75,0.154991
509,0.154991
509.25,0.154991
509.5,0.154991
509.75,0.154991
510,0.154991
510.25,0.154991
510.5,0.154991
510.75,0.154991
511,0.154991
511.25,0.154991
511.5,0.154991
511.75,0.154991
512,0.154991
512.25,0.154991
512.5,0.154991
512.75,0.154991
513,0.154991
513.25,0.154991
513.5,0.154991
513.75,0.154991
514,0.154991
514.25,0.154991
514.5,0.154991
514.75,0.154991
515,0.154991
515.25,0.154991
515.5,0.154991
515.75,0.154991
516,0.154991
516.25,0.154991
516.5,0.154991
516.75,0.154991
517,0.154991
517.25,0.154991
517.5,0.154991
517.75,0.154991
518,0.154991
518.25,0.154991
518.5,0.154991
518.75,0.154991
519,0.154991
519.25,0.154991
519.5,0.154991
519.75,0.154991
520,0.154991
520.25,0.154991
520.5,0.154991
520.75,0.154991
521,0.154991
521.25,0.154991
521.5,0.154991
521.75,0.154991
522,0.154991
522.25,0.154991
522.5,0.154991
522.75,0.154991
523,0.154991
523.25,0.154991
523.5,0.154991
523.75,0.154991
524,0.154991
524.25,0.154991
524.5,0.154991
524.75,0.154991
525,0.154991
525.25,0.154991
525.5,0.154991
525.75,0.154991
526,0.154991
526.25,0.154991
526.5,0.154991
526.75,0.154991
527,0.154991
527.25,0.154991
527.5,0.154991
527.75,0.154991
528,0.154991
528.25,0.154991
528.5,0.154991
528.75,0.154991
529,0.154991
529.25,0.154991
529.5,0.154991
529.75,0.154991
530,0.154991
530.25,0.154991
530.5,0.154991
530.75,0.154991
531,0.154991
531.25,0.154991
531.5,0.154991
531.75,0.154991
532,0.154991
532.25,0.154991
532.5,0.154991
532.75,0.154991
533,0.154991
533.25,0.154991
533.5,0.154991
533.75,0.154991
534,0.154991
534.25,0.154991
534.5,0.154991
534.75,0.154991
535,0.154991
535.25,0.154991
535.5,0.154991
535.75,0.154991
536,0.154991
536.25,0.154991
536.5,0.154991
536.75,0.154991
537,0.154991
537.25,0.154991
537.5,0.154991
537.75,0.154991
538,0.154991
538.25,0.154991
538.5,0.154991
538.75,0.154991
539,0.154991
539.25,0.154991
539.5,0.154991
539.75,0.154991
540,0.154991
540.25,0.154991
540.5,0.154991
540.75,0.154991
541,0.154991
541.25,0.154991
541.5,0.154991
541.75,0.154991
542,0.154991
542.25,0.154991
542.5,0.154991
542.75,0.154991
543,0.154991
543.25,0.154991
543.5,0.154991
543.75,0.154991
544,0.154991
544.25,0.154991
544.5,0.154991
544.75,0.154991
545,0.154991
545.25,0.154991
545.5,0.154991
545.75,0.154991
546,0.154991
546.25,0.154991
546.5,0.154991
546.75,0.154991
547,0.154991
547.25,0.154991
547.5,0.154991
547.75,0.154991
548,0.154991
548.25,0.154991
548.5,0.154991
548.75,0.154991
549,0.154991
549.25,0.154991
549.5,0.154991
549.75,0.154991
550,0.154991
550.25,0.154991
550.5,0.154991
550.75,0.154991
551,0.154991
551.25,0.154991
551.5,0.154991
551.75,0.154991
552,0.154991
552.25,0.154991
552.5,0.154991
552.75,0.154991
553,0.154991
553.25,0.154991
553.5,0.154991
553.75,0.154991
554,0.154991
554.25,0.154991
554.5,0.154991
554.75,0.154991
555,0.154991
555.25,0.154991
555.5,0.154991
555.75,0.154991
556,0.154991
556.25,0.154991
556.5,0.154991
556.75,0.154991
557,0.154991
557.25,0.154991
557.5,0.154991
557.75,0.154991
558,0.154991
558.25,0.154991
558.5,0.154991
558.75,0.154991
559,0.154991
559.25,0.154991
559.5,0.154991
559.75,0.154991
560,0.154991
560.25,0.154991
560.5,0.154991
560.75,0.154991
561,0.154991
561.25,0.154991
561.5,0.154991
561.75,0.154991
562,0.154991
562.25,0.154991
562.5,0.154991
562.75,0.154991
563,0.154991
563.25,0.154991
563.5,0.154991
563.75,0.154991
564,0.154991
564.25,0.154991
564.5,0.154991
564.75,0.154991
565,0.154991
565.25,0.154991
565.5,0.154991
565.75,0.154991
566,0.154991
566.25,0.154991
566.5,0.154991
566.75,0.154991
567,0.154991
567.25,0.154991
567.5,0.154991
567.75,0.154991
568,0.154991
568.25,0.154991
568.5,0.154991
568.75,0.154991
569,0.154991
569.25,0.154991
569.5,0.154991
569.75,0.154991
570,0.154991
570.25,0.154991
570.5,0.154991
570.75,0.154991
571,0.154991
571.25,0.154991
571.5,0.154991
571.75,0.154991
572,0.154991
572.25,0.154991
572.5,0.154991
572.75,0.154991
573,0.154991
573.25,0.154991
573.5,0.154991
573.75,0.154991
574,0.154991
574.25,0.154991
574.5,0.154991
574.75,0.154991
575,0.154991
575.25,0.154991
575.5,0.154991
575.75,0.154991
576,0.154991
576.25,0.154991
576.5,0.154991
576.75,0.154991
577,0.154991
577.25,0.154991
577.5,0.154991
577.75,0.154991
578,0.154991
578.25,0.154991
578.5,0.154991
578.75,0.154991
579,0.154991
579.25,0.154991
579.5,0.154991
579.75,0.154991
580,0.154991
580.25,0.154991
580.5,0.154991
580.75,0.154991
581,0.154991
581.25,0.154991
581.5,0.154991
581.75,0.154991
582,0.154991
582.25,0.154991
582.5,0.154991
582.75,0.154991
583,0.154991
583.25,0.154991
583.5,0.154991
583.75,0.154991
584,0.154991
584.25,0.154991
584.5,0.154991
584.75,0.154991
585,0.154991
585.25,0.154991
585.5,0.154991
585.75,0.154991
586,0.154991
586.25,0.154991
586.5,0.154991
586.75,0.154991
587,0.154991
587.25,0.154991
587.5,0.154991
587.75,0.154991
588,0.154991
588.25,0.154991
588.5,0.154991
588.75,0.154991
589,0.154991
589.25,0.154991
589.5,0.154991
589.75,0.154991
590,0.154991
590.25,0.154991
590.5,0.154991
590.75,0.154991
591,0.154991
591.25,0.154991
591.5,0.154991
591.75,0.154991
592,0.154991
592.25,0.154991
592.5,0.154991
592.75,0.154991
593,0.154991
593.25,0.154991
593.5,0.154991
593.75,0.154991
594,0.154991
594.25,0.154991
594.5,0.154991
594.75,0.154991
595,0.154991
595.25,0.154991
595.5,0.154991
595.75,0.154991
596,0.154991
596.25,0.154991
596.5,0.154991
596.75,0.154991
597,0.154991
597.25,0.154991
597.5,0.154991
597.75,0.154991
598,0.154991
598.25,0.154991
598.5,0.154991
598.75,0.154991
599,0.154991
599.25,0.154991
599.5,0.154991
599.75,0.154991
