Time,num_recovered
113.5,53934
113.75,54654
114,55414
114.25,56173
114.5,56929
114.75,57698
115,58484
115.25,59273
115.5,60071
115.75,60915
116,61708
116.25,62531
116.5,63365
116.75,64179
117,65019
117.25,65867
117.5,66693
117.75,67510
118,68349
118.25,69286
118.5,70232
118.75,71126
119,72031
119.25,72985
119.5,73912
119.75,74919
120,75879
120.25,76822
120.5,77866
120.75,78882
121,79859
121.25,80816
121.5,81760
121.75,82775
122,83765
122.25,84857
122.5,85938
122.75,87062
123,88121
123.25,89229
123.5,90341
123.75,91393
124,92503
124.25,93650
124.5,94817
124.75,96003
125,97184
125.25,98299
125.5,99510
125.75,100734
126,101958
126.25,103202
126.5,104424
126.75,105651
127,106868
127.25,108113
127.5,109373
127.75,110673
128,111954
128.25,113338
128.5,114716
128.75,116041
129,117416
129.25,118881
129.5,120275
129.75,121581
130,122965
130.25,124381
130.5,125734
130.75,127178
131,128636
131.25,130106
131.5,131583
131.75,133059
132,134543
132.25,136036
132.5,137578
132.75,139125
133,140675
133.25,142208
133.5,143742
133.75,145346
134,146922
134.25,148469
134.5,150028
134.75,151604
135,153247
135.25,154824
135.5,156430
135.75,158099
136,159800
136.25,161464
136.5,163263
136.75,164979
137,166692
137.25,168323
137.5,169951
137.75,171668
138,173490
138.25,175229
138.5,176970
138.75,178769
139,180540
139.25,182342
139.5,184101
139.75,185956
140,187851
140.25,189675
140.5,191496
140.75,193329
141,195177
141.25,197000
141.5,198891
141.75,200723
142,202619
142.25,204498
142.5,206414
142.75,208329
143,210153
143.25,212035
143.5,213892
143.75,215889
144,217852
144.25,219753
144.5,221667
144.75,223623
145,225639
145.25,227665
145.5,229648
145.75,231567
146,233538
146.25,235556
146.5,237580
146.75,239578
147,241575
147.25,243579
147.5,245564
147.75,247563
148,249557
148.25,251599
148.5,253714
148.75,255778
149,257825
149.25,259862
149.5,261894
149.75,263873
150,265968
150.25,268032
150.5,270061
150.75,272132
151,274209
151.25,276255
151.5,278283
151.75,280302
152,282380
152.25,284452
152.5,286484
152.75,288597
153,290673
153.25,292735
153.5,294822
153.75,296902
154,298935
154.25,300994
154.5,303075
154.75,305085
155,307137
155.25,309106
155.5,311046
155.75,313071
156,315054
156.25,317082
156.5,319099
156.75,321042
157,323022
157.25,325097
157.5,327090
157.75,329019
158,331005
158.25,332943
158.5,334956
158.75,337009
159,338974
159.25,340932
159.5,342944
159.75,344843
160,346740
160.25,348640
160.5,350552
160.75,352528
161,354461
161.25,356391
161.5,358270
161.75,360303
162,362239
162.25,364170
162.5,366040
162.75,367962
163,369765
163.25,371630
163.5,373487
163.75,375367
164,377201
164.25,379090
164.5,380891
164.75,382694
165,384473
165.25,386259
165.5,388055
165.75,389804
166,391511
166.25,393291
166.5,395076
166.75,396820
167,398648
167.25,400407
167.5,402129
167.75,403893
168,405585
168.25,407308
168.5,409047
168.75,410715
169,412424
169.25,414092
169.5,415716
169.75,417354
170,419003
170.25,420633
170.5,422200
170.75,423795
171,425367
171.25,426852
171.5,428390
171.75,429905
172,431397
